"Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type"
"201401XH30652,1,2,2,1,12,3,3,0,0,1,0,0,9,-1"
"201401XH30653,1,1,3,1,8,2,3,9,9,0,0,2,0,1"
"201401XH30654,1,1,1,2,38,7,3,0,0,0,0,0,9,1"
"201401XH30655,2,1,1,1,28,6,3,0,0,0,0,0,20,1"
"201401XH30655,2,2,2,1,50,8,3,0,0,0,0,0,20,1"
"201401XH30656,2,1,1,1,43,7,3,0,0,0,0,0,5,-1"
"201401XH30657,2,1,1,2,30,6,3,0,0,0,0,0,9,1"
"201401XH30658,1,1,1,1,50,8,3,0,0,0,0,0,3,1"
"201401XH30659,2,1,1,1,40,7,2,0,0,0,0,0,9,1"
"201401XH30660,1,1,2,1,-1,-1,3,0,0,1,0,0,9,1"
"201401XH30662,1,1,1,1,31,6,3,0,0,0,0,0,9,-1"
"201401XH30663,1,1,1,1,31,6,3,0,0,0,0,0,8,-1"
"201401XH30664,1,1,1,2,22,5,3,0,0,0,0,0,9,1"
"201401XH30664,2,2,1,2,51,8,3,0,0,0,0,0,9,1"
"201401XH30664,2,3,2,2,19,4,3,0,0,1,0,0,9,1"
"201401XH30666,1,1,3,2,3,1,3,2,1,0,0,2,0,1"
"201401XH30668,1,1,1,1,39,7,3,0,0,0,0,0,9,1"
"201401XH30670,1,1,2,1,42,7,3,0,0,1,0,0,9,1"
"201401XH30671,2,1,1,2,60,9,3,0,0,0,0,0,9,1"
"201401XH30671,2,2,2,1,83,11,3,0,0,1,0,0,9,1"
"201401XH30673,1,1,1,1,25,5,3,0,0,0,0,0,5,1"
"201401XH30673,1,2,3,1,20,4,3,1,2,0,0,2,0,1"
"201401XH30674,1,1,3,1,58,9,3,5,1,0,0,2,0,1"
"201401XH30675,1,1,2,1,17,4,3,0,0,1,0,0,9,1"
"201401XH30675,1,2,2,1,17,4,3,0,0,2,0,0,9,1"
"201401XH30677,1,1,2,2,55,8,3,0,0,1,0,0,9,1"
"201401XH30677,1,2,2,1,60,9,3,0,0,2,0,0,9,1"
"201401XH30678,2,1,2,2,23,5,3,0,0,0,4,0,11,1"
"201401XH30678,2,2,2,1,24,5,3,0,0,0,4,0,11,1"
"201401XH30679,2,1,1,2,26,6,3,0,0,0,0,0,9,1"
"201401XH30679,2,2,2,2,33,6,3,0,0,1,0,0,9,1"
"201401XH30680,1,1,2,1,82,11,3,0,0,0,3,0,11,1"
"201401XH30681,2,1,1,1,41,7,3,0,0,0,0,0,5,1"
"201401XH30682,2,1,1,1,20,4,3,0,0,0,0,0,2,-1"
"201401XH30683,1,1,1,1,40,7,3,0,0,0,0,0,9,1"
"201401XH30684,2,1,1,1,36,7,3,0,0,0,0,0,9,1"
"201401XH30685,1,1,1,1,34,6,3,0,0,0,0,0,9,1"
"201401XH30686,1,1,1,1,32,6,3,0,0,0,0,0,9,1"
"201401XH30687,1,1,2,2,46,8,3,0,0,0,4,0,11,1"
"201401XH30690,1,1,2,2,16,4,3,0,0,1,0,0,9,1"
"201401XH30691,1,1,1,1,40,7,3,0,0,0,0,0,8,1"
"201401XH30691,3,2,1,1,41,7,3,0,0,0,0,0,9,1"
"201401XH30692,1,1,1,2,27,6,3,0,0,0,0,0,9,1"
"201401XH30692,2,2,1,1,43,7,3,0,0,0,0,0,9,1"
"201401XH30692,2,3,2,1,11,3,3,0,0,2,0,0,9,1"
"201401XH30693,2,1,1,2,28,6,3,0,0,0,0,0,9,1"
"201401XH30694,2,1,1,1,17,4,3,0,0,0,0,0,3,1"
"201401XH30697,1,1,3,1,40,7,3,5,3,0,0,2,0,1"
"201401XH30699,2,1,1,1,22,5,3,0,0,0,0,0,4,1"
"201401XH30700,1,1,1,1,23,5,2,0,0,0,0,0,9,-1"
"201401XH30701,1,1,1,1,16,4,3,0,0,0,0,0,2,1"
"201401XH30702,1,1,3,1,3,1,3,5,4,0,0,2,0,1"
"201401XH30703,1,1,2,2,80,11,3,0,0,0,3,0,11,1"
"201401XH30704,1,1,1,1,34,6,3,0,0,0,0,0,9,1"
"201401XH30704,2,2,1,2,41,7,3,0,0,0,0,0,9,1"
"201401XH30706,2,1,1,1,21,5,3,0,0,0,0,0,9,1"
"201401XH30706,2,2,2,2,23,5,3,0,0,1,0,0,9,1"
"201401XH30707,1,1,2,2,89,11,3,0,0,0,1,0,11,1"
"201401XH30709,1,1,3,1,31,6,3,1,3,0,0,2,0,1"
"201401XH30710,1,1,3,1,12,3,3,4,4,0,0,2,0,1"
"201401XH30711,1,1,1,1,-1,-1,3,0,0,0,0,0,9,1"
"201401XH30712,1,1,1,1,23,5,3,0,0,0,0,0,9,1"
"201401XH30712,1,2,2,2,17,4,3,0,0,1,0,0,9,1"
"201401XH30714,1,1,1,1,32,6,3,0,0,0,0,0,9,1"
"201401XH30714,2,2,1,2,30,6,3,0,0,0,0,0,9,-1"
"201401XH30717,1,1,1,1,63,9,2,0,0,0,0,0,9,1"
"201401XH30718,1,1,1,1,34,6,2,0,0,0,0,0,9,1"
"201401XH30719,1,1,1,1,-1,-1,3,0,0,0,0,0,4,1"
"201401XH30720,1,1,1,2,35,6,3,0,0,0,0,0,1,1"
"201401XH30721,2,1,1,1,21,5,3,0,0,0,0,0,1,1"
"201401XH30723,1,1,1,2,33,6,3,0,0,0,0,0,9,1"
"201401XH30724,1,1,1,1,36,7,2,0,0,0,0,0,9,1"
"201401XH30725,2,1,1,2,47,8,3,0,0,0,0,0,9,2"
"201401XH30726,2,1,1,1,44,7,3,0,0,0,0,0,19,-1"
"201401XH30727,2,1,2,2,41,7,3,0,0,1,0,0,9,1"
"201401XH30727,2,2,2,2,12,3,3,0,0,2,0,0,9,1"
"201401XH30728,1,1,3,2,23,5,3,9,9,0,0,2,0,1"
"201401XH30730,2,1,1,1,19,4,3,0,0,0,0,0,4,-1"
"201401XH30730,2,2,2,2,19,4,3,0,0,0,0,0,4,1"
"201401XH30731,1,1,1,2,49,8,3,0,0,0,0,0,9,1"
"201401XH30732,1,1,1,2,-1,-1,3,0,0,0,0,0,9,1"
"201401XH30733,1,1,3,2,41,7,3,1,3,0,0,2,0,1"
"201401XH30734,2,1,3,2,63,9,3,10,9,0,0,2,0,-1"
"201401XH30736,1,1,3,1,4,1,2,5,1,0,0,2,0,1"
"201401XH30739,1,1,1,1,32,6,3,0,0,0,0,0,19,1"
"201401XH30740,1,1,3,2,22,5,3,10,1,0,0,2,0,1"
"201401XH30741,1,1,1,2,38,7,2,0,0,0,0,0,9,1"
"201401XH30742,1,1,3,1,33,6,3,9,9,0,0,2,0,-1"
"201401XH30745,1,1,1,1,51,8,3,0,0,0,0,0,9,1"
"201401XH30747,1,1,1,2,44,7,3,0,0,0,0,0,8,1"
"201401XH30747,1,2,2,2,44,7,3,0,0,1,0,0,8,1"
"201401XH30749,1,1,1,2,21,5,3,0,0,0,0,0,9,3"
"201401XH30750,1,1,3,2,23,5,3,5,1,0,0,2,0,1"
"201401XH30751,1,1,1,1,54,8,3,0,0,0,0,0,19,1"
"201401XH30752,1,1,1,2,18,4,3,0,0,0,0,0,9,1"
"201401XH30753,1,1,1,2,26,6,3,0,0,0,0,0,9,1"
"201401XH30754,1,1,1,1,53,8,3,0,0,0,0,0,4,1"
"201401XH30755,1,1,2,1,18,4,3,0,0,1,0,0,9,1"
"201401XH30755,1,2,2,1,19,4,3,0,0,2,0,0,9,1"
"201401XH30755,1,3,2,1,19,4,3,0,0,2,0,0,9,1"
"201401XH30755,2,4,2,2,21,5,3,0,0,1,0,0,9,1"
"201401XH30756,2,1,1,2,39,7,3,0,0,0,0,0,1,3"
"201401XH30758,2,1,2,1,43,7,3,0,0,1,0,0,9,1"
"201401XH30759,1,1,1,2,22,5,3,0,0,0,0,0,3,1"
"201401XH30760,1,1,1,1,24,5,3,0,0,0,0,0,1,1"
"201401XH30762,1,1,1,1,42,7,3,0,0,0,0,0,8,1"
"201401XH30763,1,1,1,1,33,6,3,0,0,0,0,0,9,1"
"201401XH30763,2,2,1,1,48,8,3,0,0,0,0,0,9,1"
"201401XH30765,1,1,1,1,39,7,3,0,0,0,0,0,9,1"
"201401XH30766,2,1,1,1,64,9,3,0,0,0,0,0,9,1"
"201401XH30766,2,2,2,2,78,11,3,0,0,1,0,0,9,-1"
"201401XH30770,2,1,1,1,62,9,3,0,0,0,0,0,4,1"
"201401XH30773,1,1,1,2,19,4,3,0,0,0,0,0,9,1"
"201401XH30775,1,1,3,1,81,11,3,10,1,0,0,2,0,-1"
"201401XH30776,2,1,1,1,18,4,3,0,0,0,0,0,9,1"
"201401XH30776,3,2,1,1,49,8,3,0,0,0,0,0,9,1"
"201401XH30776,4,3,1,1,32,6,3,0,0,0,0,0,19,1"
"201401XH30778,2,1,1,1,38,7,2,0,0,0,0,0,5,1"
"201401XH30779,1,1,2,2,67,10,3,0,0,1,0,0,9,1"
"201401XH30780,1,1,3,1,8,2,3,5,1,0,0,2,0,1"
"201401XH30781,2,1,1,1,57,9,3,0,0,0,0,0,1,3"
"201401XH30782,2,1,1,1,44,7,3,0,0,0,0,0,1,1"
"201401XH30783,1,1,3,1,9,2,2,1,2,0,0,2,0,1"
"201401XH30784,1,1,3,2,76,11,3,5,1,0,0,2,0,1"
"201401XH30785,1,1,3,1,-1,-1,3,1,3,0,0,2,0,1"
"201401XH30786,1,1,1,1,19,4,3,0,0,0,0,0,4,1"
"201401XH30786,1,2,2,1,16,4,3,0,0,0,0,0,4,1"
"201401XH30787,2,1,1,1,20,4,2,0,0,0,0,0,3,2"
"201401XH30788,1,1,2,2,42,7,3,0,0,0,3,0,11,1"
"201401XH30790,1,1,3,1,47,8,2,5,1,0,0,2,0,1"
"201401XH30792,1,1,1,1,47,8,3,0,0,0,0,0,9,1"
"201401XH30794,2,1,1,1,29,6,3,0,0,0,0,0,3,1"
"201401XH30795,1,1,1,1,39,7,3,0,0,0,0,0,9,1"
"201401XH30800,2,1,1,1,25,5,3,0,0,0,0,0,1,1"
"201401XH30801,1,1,1,1,39,7,3,0,0,0,0,0,1,1"
"201401XH30803,2,1,1,1,21,5,3,0,0,0,0,0,3,1"
"201401XH30805,1,1,3,2,64,9,3,5,1,0,0,2,0,-1"
"201401XH30807,1,1,3,1,12,3,3,1,3,0,0,2,0,1"
"201401XH30808,1,1,1,2,21,5,3,0,0,0,0,0,9,1"
"201401XH30809,1,1,1,2,41,7,3,0,0,0,0,0,9,1"
"201401XH30810,2,1,2,2,29,6,3,0,0,1,0,0,9,1"
"201401XH30813,1,1,1,1,46,8,3,0,0,0,0,0,9,1"
"201401XH30813,2,2,2,2,43,7,3,0,0,0,0,0,10,1"
"201401XH30814,1,1,1,1,31,6,3,0,0,0,0,0,8,1"
"201401XH30815,1,1,1,1,19,4,3,0,0,0,0,0,19,1"
"201401XH30815,2,2,1,1,27,6,3,0,0,0,0,0,9,1"
"201401XH30816,1,1,1,1,24,5,3,0,0,0,0,0,9,1"
"201401XH30816,1,2,2,2,58,9,3,0,0,1,0,0,9,1"
"201401XH30817,1,1,2,1,58,9,2,0,0,0,3,0,11,1"
"201401XH30818,1,1,1,1,43,7,3,0,0,0,0,0,9,-1"
"201401XH30818,1,2,2,2,23,5,3,0,0,1,0,0,9,1"
"201401XH30820,1,1,2,2,52,8,3,0,0,0,4,0,11,1"
"201401XH30821,1,1,1,1,44,7,3,0,0,0,0,0,9,1"
"201401XH30821,2,2,1,1,25,5,3,0,0,0,0,0,9,1"
"201401XH30822,1,1,1,2,66,10,3,0,0,0,0,0,9,1"
"201401XH30823,1,1,1,1,43,7,3,0,0,0,0,0,9,1"
"201401XH30823,1,2,2,2,17,4,3,0,0,1,0,0,9,1"
"201401XH30824,1,1,1,2,68,10,3,0,0,0,0,0,9,1"
"201401XH30824,2,2,1,1,32,6,3,0,0,0,0,0,9,1"
"201401XH30826,2,1,1,1,33,6,3,0,0,0,0,0,9,1"
"201401XH30828,2,1,1,1,20,4,3,0,0,0,0,0,9,1"
"201401XH30828,2,2,2,2,36,7,3,0,0,1,0,0,9,1"
"201401XH30829,1,1,1,2,26,6,3,0,0,0,0,0,9,1"
"201401XH30832,1,1,1,1,18,4,3,0,0,0,0,0,2,1"
"201401XH30833,1,1,3,1,47,8,3,10,9,0,0,2,0,1"
"201401XH30834,1,1,2,1,36,7,3,0,0,1,0,0,9,1"
"201401XH30835,1,1,3,1,34,6,3,6,9,0,0,2,0,1"
"201401XH30835,1,2,3,2,49,8,3,6,9,0,0,2,0,1"
"201401XH30836,1,1,1,1,56,9,3,0,0,0,0,0,9,-1"
"201401XH30838,1,1,1,2,27,6,3,0,0,0,0,0,9,-1"
"201401XH30839,1,1,1,2,18,4,3,0,0,0,0,0,9,1"
"201401XH30839,1,2,2,2,14,3,3,0,0,2,0,0,9,1"
"201401XH30840,1,1,3,2,46,8,3,6,9,0,0,2,0,-1"
"201401XH30842,2,1,1,1,41,7,3,0,0,0,0,0,3,1"
"201401XH30843,1,1,1,2,22,5,3,0,0,0,0,0,9,1"
"201401XH30843,1,2,2,2,52,8,2,0,0,1,0,0,9,1"
"201401XH30843,2,3,1,1,34,6,3,0,0,0,0,0,9,-1"
"201401XH30844,2,1,1,1,23,5,2,0,0,0,0,0,3,1"
"201401XH30845,1,1,1,1,30,6,3,0,0,0,0,0,8,-1"
"201401XH30848,1,1,1,1,64,9,3,0,0,0,0,0,9,1"
"201401XH30848,1,2,2,2,48,8,3,0,0,1,0,0,9,1"
"201401XH30849,1,1,3,1,74,10,2,5,1,0,0,2,0,1"
"201401XH30850,2,1,1,2,60,9,3,0,0,0,0,0,9,1"
"201401XH30851,1,1,1,2,29,6,3,0,0,0,0,0,9,1"
"201401XH30851,1,2,2,2,56,9,3,0,0,1,0,0,9,1"
"201401XH30852,2,1,1,1,19,4,3,0,0,0,0,0,9,1"
"201401XH30852,2,2,2,2,17,4,3,0,0,1,0,0,9,1"
"201401XH30852,2,3,2,2,17,4,3,0,0,2,0,0,9,1"
"201401XH30855,1,1,2,2,41,7,3,0,0,2,0,0,8,2"
"201401XH30856,1,1,1,1,20,4,3,0,0,0,0,0,9,1"
"201401XH30856,1,2,2,1,19,4,3,0,0,1,0,0,9,1"
"201401XH30856,2,3,1,2,48,8,3,0,0,0,0,0,9,1"
"201401XH30856,2,4,2,2,20,4,3,0,0,1,0,0,9,1"
"201401XH30857,1,1,2,2,31,6,3,0,0,1,0,0,9,2"
"201401XH30858,2,1,1,1,73,10,3,0,0,0,0,0,9,1"
"201401XH30859,1,1,1,2,35,6,3,0,0,0,0,0,9,1"
"201401XH30860,1,1,3,1,50,8,3,5,4,0,0,2,0,-1"
"201401XH30862,2,1,1,2,19,4,3,0,0,0,0,0,9,1"
"201401XH30863,1,1,3,2,32,6,3,1,3,0,0,2,0,-1"
"201401XH30864,1,1,2,1,-1,-1,3,0,0,1,0,0,9,-1"
"201401XH30866,1,1,3,2,28,6,3,9,5,0,0,2,0,1"
"201401XH30867,1,1,3,2,81,11,3,9,5,0,0,2,0,1"
"201401XH30868,1,1,2,2,-1,-1,3,0,0,0,3,0,11,1"
"201401XH30869,1,1,2,1,-1,-1,3,0,0,1,0,0,9,-1"
"201401XH30869,2,2,2,2,24,5,3,0,0,1,0,0,9,1"
"201401XH30872,1,1,1,1,62,9,3,0,0,0,0,0,9,1"
"201401XH30872,2,2,1,2,21,5,3,0,0,0,0,0,9,1"
"201401XH30872,2,3,2,1,31,6,3,0,0,1,0,0,9,1"
"201401XH30872,2,4,2,2,4,1,3,0,0,2,0,0,9,1"
"201401XH30873,1,1,1,1,24,5,3,0,0,0,0,0,9,1"
"201401XH30874,1,1,3,1,13,3,3,5,2,0,0,2,0,1"
"201401XH30875,1,1,1,2,59,9,3,0,0,0,0,0,9,1"
"201401XH30876,2,1,1,1,51,8,3,0,0,0,0,0,9,1"
"201401XH30878,2,1,1,1,30,6,3,0,0,0,0,0,9,1"
"201401XH30879,1,1,2,1,23,5,3,0,0,1,0,0,9,2"
"201401XH30881,1,1,1,2,50,8,2,0,0,0,0,0,2,1"
"201401XH30882,1,1,1,1,40,7,3,0,0,0,0,0,21,-1"
"201401XH30882,2,2,1,2,41,7,3,0,0,0,0,0,9,-1"
"201401XH30883,1,1,1,1,35,6,3,0,0,0,0,0,1,1"
"201401XH30890,1,1,2,2,4,1,3,0,0,0,3,0,11,1"
"201401XH39006,1,1,1,2,66,10,3,0,0,0,0,0,9,1"
"201401XH39019,1,1,1,1,26,6,3,0,0,0,0,0,9,1"
"201401XH39027,1,1,1,1,54,8,3,0,0,0,0,0,90,1"
"201401XH39027,1,2,2,1,54,8,3,0,0,0,0,0,90,1"
"201401XH39029,1,1,3,1,15,3,3,1,3,0,0,2,0,1"
"201401XH39030,1,1,1,1,35,6,3,0,0,0,0,0,9,1"
"201401XH39034,1,1,1,1,25,5,3,0,0,0,0,0,9,1"
"201401XH39034,2,2,1,1,24,5,3,0,0,0,0,0,9,-1"
"201401XH39035,2,1,1,1,48,8,3,0,0,0,0,0,9,-1"
"201401XH39040,1,1,3,1,16,4,3,5,1,0,0,2,0,3"
"201401XH39061,2,1,1,2,37,7,3,0,0,0,0,0,9,3"
"201401XH39064,1,1,1,1,38,7,3,0,0,0,0,0,8,1"
"201401XH39065,2,1,1,2,29,6,3,0,0,0,0,0,9,1"
"201401XH39068,1,1,3,2,28,6,2,1,3,0,0,2,0,1"
"201401XH39068,1,2,3,2,38,7,3,1,3,0,0,2,0,1"
"201401XH39107,2,1,1,1,33,6,2,0,0,0,0,0,1,1"
"201401XH39148,1,1,1,1,17,4,3,0,0,0,0,0,2,1"
"201401XH39232,1,1,1,1,61,9,3,0,0,0,0,0,1,-1"
"201401YE80002,2,1,1,1,22,5,3,0,0,0,0,0,9,1"
"201401YE80003,1,1,3,1,49,8,3,10,9,0,0,2,0,1"
"201401YE80005,1,1,1,2,28,6,3,0,0,0,0,0,3,1"
"201401YE80008,1,1,1,1,48,8,3,0,0,0,0,0,9,1"
"201401YE80013,1,1,1,2,40,7,3,0,0,0,0,0,9,1"
"201401YE80014,1,1,3,1,59,9,2,1,1,0,0,2,0,1"
"201401YE80015,1,1,1,1,56,9,3,0,0,0,0,0,9,1"
"201401YE80015,1,2,2,2,46,8,3,0,0,1,0,0,9,-1"
"201401YE80019,2,1,1,1,42,7,3,0,0,0,0,0,9,-1"
"201401YE80023,1,1,3,2,10,2,3,5,1,0,0,2,0,1"
"201401YE80024,1,1,1,1,43,7,3,0,0,0,0,0,9,1"
"201401YE80024,1,2,2,1,21,5,3,0,0,1,0,0,9,1"
"201401YE80026,1,1,3,1,34,6,3,1,3,0,0,2,0,1"
"201401YE80029,1,2,2,1,40,7,3,0,0,1,0,0,9,-1"
"201401YE80029,2,1,2,2,16,4,3,0,0,2,0,0,9,1"
"201401YE80030,1,1,3,2,66,10,3,5,3,0,0,2,0,1"
"201401YE80031,2,1,2,1,30,6,3,0,0,1,0,0,9,-1"
"201401YE80033,1,1,3,1,6,2,3,5,1,0,0,2,0,1"
"201401YE80034,1,1,1,1,21,5,3,0,0,0,0,0,9,1"
"201401YE80035,1,2,1,1,76,11,3,0,0,0,0,0,9,1"
"201401YE80035,2,1,1,1,-1,-1,3,0,0,0,0,0,9,1"
"201401YE80036,1,1,3,1,-1,-1,3,10,3,0,0,2,0,1"
"201401YE80037,2,1,1,1,43,7,3,0,0,0,0,0,1,1"
"201401YE80038,1,1,3,2,44,7,3,5,1,0,0,2,0,1"
"201401YE80039,1,1,2,2,41,7,3,0,0,0,4,0,11,1"
"201401YE80039,1,2,2,2,4,1,3,0,0,0,4,0,11,1"
"201401YE80040,1,1,1,1,46,8,3,0,0,0,0,0,9,1"
"201401YE80040,1,2,2,1,67,10,3,0,0,1,0,0,9,-1"
"201401YE80040,1,3,2,2,69,10,3,0,0,2,0,0,9,-1"
"201401YE80041,2,1,1,2,34,6,3,0,0,0,0,0,3,1"
"201401YE80042,1,1,1,1,53,8,3,0,0,0,0,0,2,1"
"201401YE80043,1,1,3,1,15,3,3,5,1,0,0,2,0,1"
"201401YE80044,1,1,1,2,28,6,3,0,0,0,0,0,9,1"
"201401YE80046,1,1,1,1,29,6,3,0,0,0,0,0,11,1"
"201401YE80046,1,2,2,2,72,10,2,0,0,0,4,0,11,1"
"201401YE80046,1,3,2,2,47,8,3,0,0,0,4,0,11,1"
"201401YE80047,1,1,1,2,32,6,3,0,0,0,0,0,9,1"
"201401YE80048,2,1,1,1,30,6,3,0,0,0,0,0,9,1"
"201401YE80048,2,2,2,2,28,6,3,0,0,1,0,0,9,1"
"201401YE80050,1,1,1,1,43,7,3,0,0,0,0,0,9,1"
"201401YE80053,1,1,1,1,26,6,3,0,0,0,0,0,19,-1"
"201401YE80053,2,2,2,1,17,4,3,0,0,1,0,0,9,-1"
"201401YE80053,2,3,1,1,43,7,3,0,0,0,0,0,9,1"
"201401YE80054,1,1,1,1,20,4,3,0,0,0,0,0,5,1"
"201401YE80055,1,1,3,2,5,1,3,5,4,0,0,2,0,1"
"201401YE80056,1,1,1,1,18,4,3,0,0,0,0,0,9,1"
"201401YE80056,1,2,2,1,19,4,3,0,0,1,0,0,9,1"
"201401YE80057,1,1,1,1,44,7,3,0,0,0,0,0,9,1"
"201401YE80060,1,1,1,1,42,7,3,0,0,0,0,0,9,1"
"201401YE80060,1,2,2,1,27,6,3,0,0,1,0,0,9,1"
"201401YE80060,1,3,2,2,24,5,3,0,0,2,0,0,9,1"
"201401YE80060,2,4,2,1,24,5,3,0,0,1,0,0,9,1"
"201401YE80062,1,1,1,1,26,6,3,0,0,0,0,0,9,1"
"201401YE80062,1,3,2,2,21,5,3,0,0,2,0,0,9,1"
"201401YE80062,2,2,1,1,27,6,3,0,0,0,0,0,9,-1"
"201401YE80062,3,4,1,1,27,6,3,0,0,0,0,0,19,1"
"201401YE80063,1,1,3,1,17,4,3,5,2,0,0,2,0,1"
"201401YE80064,1,1,1,1,33,6,3,0,0,0,0,0,9,1"
"201401YE80064,1,2,2,2,23,5,3,0,0,1,0,0,9,1"
"201401YE80065,2,1,1,2,38,7,3,0,0,0,0,0,8,-1"
"201401YE80066,1,1,1,2,72,10,2,0,0,0,0,0,9,-1"
"201401YE80067,1,1,1,1,37,7,3,0,0,0,0,0,19,1"
"201401YE80067,2,2,1,1,26,6,3,0,0,0,0,0,9,1"
"201401YE80069,2,1,1,1,10,2,3,0,0,0,0,0,1,1"
"201401YE80071,1,1,1,1,26,6,3,0,0,0,0,0,9,1"
"201401YE80072,1,1,3,1,39,7,3,5,3,0,0,2,0,-1"
"201401YE80073,1,1,3,1,12,3,2,1,2,0,0,2,0,1"
"201401YE80074,1,1,1,1,23,5,3,0,0,0,0,0,9,1"
"201401YE80074,1,2,2,1,22,5,3,0,0,1,0,0,9,1"
"201401YE80075,1,1,1,1,18,4,3,0,0,0,0,0,3,1"
"201401YE80076,1,1,1,2,24,5,3,0,0,0,0,0,9,1"
"201401YE80078,1,1,3,1,32,6,3,1,1,0,0,2,0,1"
"201401YE80079,1,1,1,2,27,6,3,0,0,0,0,0,9,1"
"201401YE80080,1,1,3,1,13,3,3,5,4,0,0,2,0,1"
"201401YE80081,1,1,2,1,66,10,3,0,0,0,4,0,11,1"
"201401YE80082,1,1,1,2,18,4,3,0,0,0,0,0,9,1"
"201401YE80082,2,2,1,2,54,8,3,0,0,0,0,0,9,1"
"201401YE80083,2,1,1,1,30,6,3,0,0,0,0,0,9,-1"
"201401YE80084,2,1,1,1,51,8,3,0,0,0,0,0,9,1"
"201401YE80085,1,1,1,1,26,6,3,0,0,0,0,0,9,1"
"201401YE80085,3,2,1,1,34,6,3,0,0,0,0,0,9,3"
"201401YE80086,1,1,1,2,45,7,3,0,0,0,0,0,9,1"
"201401YE80087,1,1,3,1,6,2,3,5,1,0,0,2,0,1"
"201401YE80088,2,1,1,1,40,7,3,0,0,0,0,0,5,3"
"201401YE80089,1,1,1,1,42,7,3,0,0,0,0,0,19,1"
"201401YE80090,1,1,1,1,35,6,3,0,0,0,0,0,2,1"
"201401YE80091,1,1,3,2,18,4,3,4,1,0,0,2,0,1"
"201401YE80092,2,1,1,1,34,6,3,0,0,0,0,0,9,1"
"201401YE80094,1,1,3,2,13,3,3,5,2,0,0,2,0,1"
"201401YE80095,1,1,1,2,28,6,3,0,0,0,0,0,1,1"
"201401YE80096,1,1,1,1,20,4,3,0,0,0,0,0,9,1"
"201401YE80097,1,1,1,1,16,4,3,0,0,0,0,0,2,-1"
"201401YE80099,1,1,3,1,49,8,2,5,3,0,0,2,0,1"
"201401YE80100,2,1,1,1,25,5,3,0,0,0,0,0,3,1"
"201401YE80101,1,1,3,1,52,8,3,10,3,0,0,2,0,-1"
"201401YE80102,1,1,1,2,27,6,3,0,0,0,0,0,9,1"
"201401YE80103,1,1,1,2,53,8,3,0,0,0,0,0,9,1"
"201401YE80103,1,2,2,2,55,8,3,0,0,1,0,0,9,1"
"201401YE80105,2,1,1,1,-1,-1,3,0,0,0,0,0,3,-1"
"201401YE80108,1,1,3,2,21,5,2,4,3,0,0,2,0,-1"
"201401YE80110,1,1,2,1,58,9,3,0,0,1,0,0,9,1"
"201401YE80111,1,1,3,2,49,8,3,3,3,0,0,2,0,1"
"201401YE80113,1,1,1,1,42,7,3,0,0,0,0,0,1,1"
"201401YE80114,1,1,1,1,27,6,3,0,0,0,0,0,9,1"
"201401YE80115,1,1,1,1,43,7,3,0,0,0,0,0,9,1"
"201401YE80116,1,1,3,2,39,7,3,7,5,0,0,2,0,1"
"201401YE80117,1,1,1,1,29,6,3,0,0,0,0,0,1,1"
"201401YE80119,1,1,3,1,36,7,3,9,9,0,0,2,0,1"
"201401YE80120,2,1,1,1,50,8,3,0,0,0,0,0,1,1"
"201401YE80121,1,1,3,2,35,6,3,10,3,0,0,2,0,1"
"201401YE80124,1,1,2,2,9,2,3,0,0,0,3,0,11,1"
"201401YE80124,1,2,2,2,25,5,3,0,0,0,3,0,11,-1"
"201401YE80125,1,1,1,1,42,7,3,0,0,0,0,0,9,1"
"201401YE80125,2,2,1,2,59,9,3,0,0,0,0,0,9,-1"
"201401YE80126,1,1,1,2,72,10,3,0,0,0,0,0,9,1"
"201401YE80128,1,1,1,1,48,8,3,0,0,0,0,0,9,1"
"201401YE80129,1,1,3,1,35,6,3,5,1,0,0,2,0,1"
"201401YE80130,1,1,1,1,26,6,3,0,0,0,0,0,9,1"
"201401YE80131,2,1,1,1,20,4,3,0,0,0,0,0,9,1"
"201401YE80132,1,1,1,2,35,6,3,0,0,0,0,0,9,1"
"201401YE80132,1,2,2,2,18,4,3,0,0,1,0,0,9,1"
"201401YE80133,1,1,1,1,40,7,3,0,0,0,0,0,3,1"
"201401YE80135,1,1,1,1,54,8,3,0,0,0,0,0,9,1"
"201401YE80136,1,1,3,2,25,5,2,10,3,0,0,2,0,1"
"201401YE80137,2,1,1,1,49,8,3,0,0,0,0,0,9,1"
"201401YE80137,4,2,1,1,37,7,3,0,0,0,0,0,19,1"
"201401YE80138,1,1,1,1,18,4,3,0,0,0,0,0,9,2"
"201401YE80139,1,1,1,1,26,6,3,0,0,0,0,0,9,2"
"201401YE80139,1,2,2,2,22,5,3,0,0,1,0,0,9,2"
"201401YE80140,1,1,3,1,25,5,3,5,2,0,0,2,0,1"
"201401YE80141,1,1,1,1,41,7,3,0,0,0,0,0,8,1"
"201401YE80142,1,1,3,2,15,3,3,5,2,0,0,2,0,-1"
"201401YE80143,1,1,1,2,29,6,2,0,0,0,0,0,9,1"
