"Accident_Index,Vehicle_Reference,Casualty_Reference,Casualty_Class,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Casualty_Severity,Pedestrian_Location,Pedestrian_Movement,Car_Passenger,Bus_or_Coach_Passenger,Pedestrian_Road_Maintenance_Worker,Casualty_Type,Casualty_Home_Area_Type"
"201401JC30364,1,1,1,1,32,6,3,0,0,0,0,0,3,-1"
"201401JC30364,1,2,3,2,29,6,3,1,1,0,0,2,0,1"
"201401JC30366,1,1,1,1,44,7,3,0,0,0,0,0,9,1"
"201401JC30367,1,1,1,2,32,6,3,0,0,0,0,0,9,1"
"201401JC30368,1,1,3,1,45,7,3,4,1,0,0,2,0,1"
"201401JC30369,1,1,3,2,27,6,3,10,9,0,0,2,0,-1"
"201401JC30371,1,1,1,1,22,5,3,0,0,0,0,0,9,1"
"201401JC30371,2,2,2,1,21,5,3,0,0,2,0,0,9,1"
"201401JC30371,2,3,2,2,21,5,3,0,0,1,0,0,9,1"
"201401JC30371,2,4,1,2,42,7,3,0,0,0,0,0,9,1"
"201401JC30372,2,1,1,1,33,6,3,0,0,0,0,0,2,1"
"201401JC30373,1,1,3,1,16,4,3,5,3,0,0,2,0,1"
"201401JC30374,2,1,1,1,28,6,3,0,0,0,0,0,9,1"
"201401JC30377,2,1,1,2,52,8,3,0,0,0,0,0,9,1"
"201401JC30379,2,1,1,2,35,6,3,0,0,0,0,0,9,1"
"201401JC30379,2,2,2,1,11,3,3,0,0,1,0,0,9,1"
"201401JC30380,2,1,1,1,29,6,3,0,0,0,0,0,5,1"
"201401JC30381,1,1,2,2,6,2,3,0,0,1,0,0,9,1"
"201401JC30382,1,1,1,2,29,6,3,0,0,0,0,0,90,-1"
"201401JC30383,2,1,1,1,-1,-1,3,0,0,0,0,0,1,-1"
"201401JC30384,1,1,3,1,40,7,2,10,9,0,0,2,0,1"
"201401JC30385,1,1,1,1,37,7,3,0,0,0,0,0,9,1"
"201401JC30385,1,2,2,2,42,7,3,0,0,2,0,0,9,1"
"201401JC30386,1,1,3,2,38,7,3,9,9,0,0,2,0,-1"
"201401JC30387,2,1,1,1,16,4,3,0,0,0,0,0,1,1"
"201401JC30388,2,1,1,1,25,5,3,0,0,0,0,0,1,1"
"201401JC30389,2,1,1,1,32,6,3,0,0,0,0,0,9,1"
"201401JC30390,1,1,1,1,25,5,3,0,0,0,0,0,9,-1"
"201401JC30391,1,1,1,2,29,6,3,0,0,0,0,0,1,1"
"201401JC30392,2,1,1,1,43,7,3,0,0,0,0,0,1,1"
"201401JC30393,1,2,2,1,29,6,3,0,0,1,0,0,9,1"
"201401JC30393,1,3,2,1,30,6,3,0,0,2,0,0,9,1"
"201401JC30393,2,1,1,1,42,7,3,0,0,0,0,0,9,1"
"201401JC30393,2,4,2,1,27,6,3,0,0,1,0,0,9,1"
"201401JC30394,2,1,1,2,51,8,3,0,0,0,0,0,1,1"
"201401JC30396,1,1,2,2,29,6,3,0,0,1,0,0,9,1"
"201401JC30397,1,1,1,1,47,8,3,0,0,0,0,0,1,1"
"201401JC30398,1,1,1,1,-1,-1,3,0,0,0,0,0,5,-1"
"201401JC30400,1,1,1,1,28,6,3,0,0,0,0,0,9,-1"
"201401JC30400,1,2,2,1,29,6,3,0,0,1,0,0,9,-1"
"201401JC30401,1,1,3,2,12,3,3,5,2,0,0,2,0,-1"
"201401JC30402,1,1,1,1,19,4,3,0,0,0,0,0,3,-1"
"201401JC30403,1,2,2,1,47,8,3,0,0,1,0,0,9,1"
"201401JC30403,1,3,2,1,7,2,3,0,0,2,0,0,9,1"
"201401JC30403,2,1,1,2,32,6,3,0,0,0,0,0,9,1"
"201401JC30404,1,1,1,1,36,7,3,0,0,0,0,0,1,1"
"201401JC30406,1,1,3,1,16,4,3,5,3,0,0,2,0,-1"
"201401JC30407,1,1,1,1,23,5,3,0,0,0,0,0,9,1"
"201401JC30408,1,1,1,1,35,6,3,0,0,0,0,0,9,-1"
"201401JC30408,1,3,2,1,33,6,3,0,0,1,0,0,9,1"
"201401JC30408,2,2,1,1,44,7,3,0,0,0,0,0,9,1"
"201401JC30409,1,1,1,2,33,6,3,0,0,0,0,0,1,1"
"201401JC30410,1,1,2,2,75,10,3,0,0,0,3,0,11,-1"
"201401JC30411,1,1,3,2,10,2,2,4,1,0,0,2,0,1"
"201401JC30412,1,1,1,2,25,5,3,0,0,0,0,0,9,1"
"201401JC30413,2,1,1,1,16,4,3,0,0,0,0,0,3,1"
"201401JC30414,1,1,2,1,52,8,3,0,0,0,3,0,11,1"
"201401JC30415,1,1,1,1,49,8,3,0,0,0,0,0,9,1"
"201401JC30416,2,1,1,1,38,7,3,0,0,0,0,0,1,1"
"201401JC30417,1,1,1,1,51,8,3,0,0,0,0,0,9,1"
"201401JC30418,2,1,1,2,30,6,3,0,0,0,0,0,9,1"
"201401JC30419,2,1,1,1,22,5,3,0,0,0,0,0,1,1"
"201401JC30420,1,1,3,1,7,2,3,5,4,0,0,2,0,1"
"201401JC30422,1,1,1,1,24,5,3,0,0,0,0,0,9,1"
"201401JC30424,1,1,1,2,42,7,3,0,0,0,0,0,9,1"
"201401JC30427,1,1,1,1,30,6,3,0,0,0,0,0,9,1"
"201401JC30428,1,1,2,2,2,1,3,0,0,0,4,0,11,1"
"201401JC30430,2,1,1,1,-1,-1,3,0,0,0,0,0,1,-1"
"201401JC30432,1,1,1,1,33,6,3,0,0,0,0,0,9,1"
"201401JC30432,1,2,2,1,34,6,3,0,0,1,0,0,9,1"
"201401JC30434,1,1,1,1,51,8,3,0,0,0,0,0,9,1"
"201401JC30435,2,1,1,2,27,6,3,0,0,0,0,0,1,1"
"201401JC30436,1,1,2,2,80,11,3,0,0,0,3,0,11,1"
"201401JC30437,1,1,3,1,30,6,3,10,9,0,0,2,0,1"
"201401JC30438,1,1,1,1,51,8,3,0,0,0,0,0,4,-1"
"201401JC30439,2,1,1,1,56,9,3,0,0,0,0,0,1,1"
"201401JC30440,1,1,1,2,23,5,3,0,0,0,0,0,9,1"
"201401JC30440,1,2,2,1,22,5,3,0,0,2,0,0,9,1"
"201401JC30440,1,3,2,1,19,4,3,0,0,2,0,0,9,1"
"201401JC30440,1,4,2,1,-1,-1,3,0,0,2,0,0,9,1"
"201401JC30441,2,1,1,1,66,10,3,0,0,0,0,0,1,1"
"201401JC30442,1,1,1,2,20,4,3,0,0,0,0,0,9,1"
"201401JC30442,1,2,2,2,22,5,3,0,0,1,0,0,9,1"
"201401JC30443,1,1,1,1,50,8,3,0,0,0,0,0,8,1"
"201401JC30444,1,1,1,1,34,6,3,0,0,0,0,0,9,1"
"201401JC30444,2,2,1,1,51,8,3,0,0,0,0,0,9,1"
"201401JC30445,2,1,1,2,35,6,3,0,0,0,0,0,1,1"
"201401JC30446,1,1,1,2,21,5,3,0,0,0,0,0,9,1"
"201401JC30447,1,1,1,1,27,6,3,0,0,0,0,0,9,1"
"201401JC30448,1,1,1,1,31,6,3,0,0,0,0,0,9,1"
"201401JC30449,1,1,1,1,30,6,3,0,0,0,0,0,9,1"
"201401JC30449,1,2,2,2,30,6,3,0,0,1,0,0,9,-1"
"201401JC30449,1,3,2,1,3,1,3,0,0,2,0,0,9,-1"
"201401JC30449,1,4,2,2,32,6,3,0,0,2,0,0,9,-1"
"201401JC30449,1,5,2,2,37,7,3,0,0,2,0,0,9,-1"
"201401JC30452,1,1,3,1,11,3,3,4,3,0,0,2,0,1"
"201401JC30453,1,1,1,1,20,4,3,0,0,0,0,0,9,1"
"201401JC30454,1,1,1,2,22,5,3,0,0,0,0,0,9,1"
"201401JC30455,1,1,1,1,21,5,3,0,0,0,0,0,9,1"
"201401JC30455,1,3,2,1,20,4,3,0,0,1,0,0,9,1"
"201401JC30455,2,2,1,1,61,9,3,0,0,0,0,0,9,1"
"201401JC30455,2,4,2,2,56,9,3,0,0,1,0,0,9,1"
"201401JC30456,1,1,1,2,27,6,3,0,0,0,0,0,9,-1"
"201401JC30456,2,2,1,2,38,7,3,0,0,0,0,0,9,1"
"201401JC30458,1,1,1,1,35,6,3,0,0,0,0,0,3,1"
"201401JC30459,2,1,1,2,32,6,3,0,0,0,0,0,1,1"
"201401JC30460,1,1,1,1,80,11,3,0,0,0,0,0,9,1"
"201401JC30460,1,3,2,2,79,11,3,0,0,1,0,0,9,1"
"201401JC30460,2,2,1,1,24,5,3,0,0,0,0,0,3,1"
"201401JC30462,1,1,3,2,51,8,3,9,9,0,0,2,0,1"
"201401JC30463,2,1,1,1,20,4,3,0,0,0,0,0,3,1"
"201401JC30464,2,1,1,1,32,6,3,0,0,0,0,0,5,1"
"201401JC30465,2,1,1,1,61,9,3,0,0,0,0,0,1,1"
"201401JC30466,2,1,1,1,16,4,3,0,0,0,0,0,1,-1"
"201401JC30468,1,1,1,1,24,5,3,0,0,0,0,0,1,1"
"201401JC30469,1,1,1,1,21,5,3,0,0,0,0,0,9,-1"
"201401JC30469,1,2,2,2,26,6,3,0,0,2,0,0,9,1"
"201401JC30469,1,3,2,1,7,2,3,0,0,2,0,0,9,1"
"201401JC30469,1,4,2,1,8,2,3,0,0,1,0,0,9,1"
"201401JC30470,1,1,2,2,34,6,3,0,0,0,3,0,11,1"
"201401JC30472,1,1,2,2,52,8,3,0,0,0,3,0,11,1"
"201401JC30473,1,1,1,1,51,8,3,0,0,0,0,0,9,1"
"201401JC30475,1,1,1,1,38,7,3,0,0,0,0,0,5,1"
"201401JC30476,1,1,1,1,19,4,3,0,0,0,0,0,9,1"
"201401JC30476,1,2,2,1,19,4,3,0,0,1,0,0,9,1"
"201401JC30477,1,1,3,1,6,2,3,5,4,0,0,2,0,1"
"201401JC30478,1,1,1,1,11,3,2,0,0,0,0,0,1,1"
"201401JC30480,1,1,1,2,17,4,3,0,0,0,0,0,3,1"
"201401JC30481,1,1,1,1,65,9,3,0,0,0,0,0,9,1"
"201401JC30481,1,2,2,2,58,9,3,0,0,1,0,0,9,-1"
"201401JC30482,2,1,1,1,21,5,3,0,0,0,0,0,1,1"
"201401JC30483,1,1,3,1,6,2,2,5,1,0,0,2,0,1"
"201401JC30483,1,2,3,1,29,6,3,5,1,0,0,2,0,1"
"201401JC30484,1,1,1,1,23,5,3,0,0,0,0,0,9,-1"
"201401JC30484,2,2,1,1,54,8,3,0,0,0,0,0,9,1"
"201401JC30487,1,1,1,1,39,7,3,0,0,0,0,0,2,1"
"201401JC30488,2,1,1,2,50,8,3,0,0,0,0,0,9,1"
"201401JC30488,2,2,2,2,48,8,3,0,0,1,0,0,9,1"
"201401JC30489,1,1,2,2,17,4,3,0,0,0,4,0,11,1"
"201401JC30489,1,2,2,2,40,7,3,0,0,0,4,0,11,1"
"201401JC30489,1,3,2,2,37,7,3,0,0,0,4,0,11,1"
"201401JC30490,1,1,1,1,18,4,2,0,0,0,0,0,2,1"
"201401JC30492,2,1,1,1,42,7,3,0,0,0,0,0,1,1"
"201401JC30493,2,1,1,1,19,4,3,0,0,0,0,0,3,1"
"201401JC30494,1,1,1,1,19,4,3,0,0,0,0,0,3,1"
"201401JC30495,1,1,1,1,48,8,3,0,0,0,0,0,9,1"
"201401JC30496,1,1,1,2,28,6,3,0,0,0,0,0,9,1"
"201401JC30497,1,1,1,2,47,8,3,0,0,0,0,0,9,1"
"201401JC30498,1,1,3,1,13,3,3,4,3,0,0,2,0,-1"
"201401JC30499,1,1,1,1,51,8,3,0,0,0,0,0,1,1"
"201401JC30500,2,1,1,1,39,7,3,0,0,0,0,0,1,1"
"201401JC30501,2,1,1,1,30,6,3,0,0,0,0,0,1,-1"
"201401JC30502,1,1,3,1,15,3,3,5,2,0,0,2,0,-1"
"201401JC30503,1,1,1,1,21,5,3,0,0,0,0,0,9,1"
"201401JC30505,1,1,2,2,65,9,3,0,0,1,0,0,9,1"
"201401JC30505,1,2,2,1,11,3,3,0,0,2,0,0,9,1"
"201401JC30506,1,1,1,1,31,6,2,0,0,0,0,0,1,-1"
"201401JC30507,2,1,1,1,34,6,3,0,0,0,0,0,5,1"
"201401JC30508,2,1,1,2,23,5,3,0,0,0,0,0,1,1"
"201401JC30509,1,1,2,2,1,1,2,0,0,0,4,0,11,1"
"201401JC30510,1,1,1,1,62,9,3,0,0,0,0,0,9,1"
"201401JC30510,1,2,2,2,62,9,3,0,0,1,0,0,9,1"
"201401JC30511,1,1,3,1,53,8,3,10,9,0,0,2,0,-1"
"201401JC30512,2,1,1,1,41,7,3,0,0,0,0,0,4,1"
"201401JC30514,2,1,2,2,18,4,3,0,0,1,0,0,9,1"
"201401JC30515,1,1,3,1,6,2,3,5,1,0,0,2,0,1"
"201401JC30516,2,1,1,1,35,6,3,0,0,0,0,0,9,1"
"201401JC30517,2,1,1,1,13,3,3,0,0,0,0,0,1,-1"
"201401JC30518,1,1,1,1,29,6,3,0,0,0,0,0,9,1"
"201401JC30519,2,1,1,2,8,2,3,0,0,0,0,0,1,1"
"201401JC30520,2,1,1,1,31,6,3,0,0,0,0,0,3,1"
"201401JC30521,2,1,1,1,19,4,3,0,0,0,0,0,1,1"
"201401JC30522,1,1,1,2,43,7,3,0,0,0,0,0,9,1"
"201401JC30526,2,1,1,2,39,7,3,0,0,0,0,0,1,1"
"201401JC30527,2,1,1,2,23,5,3,0,0,0,0,0,1,1"
"201401JC30528,2,1,1,2,25,5,3,0,0,0,0,0,3,1"
"201401JC30529,1,1,3,1,5,1,3,9,9,0,0,2,0,-1"
"201401JC30530,1,1,1,1,13,3,3,0,0,0,0,0,1,1"
"201401JC30532,2,1,1,1,25,5,3,0,0,0,0,0,1,-1"
"201401JC30533,1,1,1,1,30,6,3,0,0,0,0,0,4,1"
"201401JC30534,1,1,1,1,45,7,3,0,0,0,0,0,9,1"
"201401JC30536,1,1,1,1,48,8,3,0,0,0,0,0,1,1"
"201401JC30538,2,1,1,1,26,6,3,0,0,0,0,0,4,1"
"201401JC30538,2,2,2,1,21,5,3,0,0,0,0,0,4,1"
"201401JC30539,1,1,1,1,21,5,3,0,0,0,0,0,3,1"
"201401JC30540,2,1,1,1,25,5,3,0,0,0,0,0,3,1"
"201401JC30541,1,1,1,1,38,7,3,0,0,0,0,0,3,1"
"201401JC30542,1,1,3,2,38,7,3,4,2,0,0,2,0,1"
"201401JC30545,1,1,1,1,59,9,3,0,0,0,0,0,9,1"
"201401JC30548,2,1,1,1,42,7,3,0,0,0,0,0,1,1"
"201401JC30550,1,1,2,2,68,10,3,0,0,1,0,0,9,-1"
"201401JC30552,1,1,2,2,0,1,3,0,0,0,4,0,11,1"
"201401JC30553,1,1,3,2,58,9,3,10,9,0,0,2,0,1"
"201401JC30554,2,1,1,1,39,7,3,0,0,0,0,0,9,-1"
"201401JC30556,1,1,2,1,44,7,3,0,0,1,0,0,9,1"
"201401JC30558,1,1,1,1,34,6,3,0,0,0,0,0,9,1"
"201401JC30559,1,1,1,1,50,8,3,0,0,0,0,0,9,-1"
"201401JC30560,1,1,2,2,27,6,3,0,0,1,0,0,9,-1"
"201401JC30561,1,1,1,1,37,7,3,0,0,0,0,0,1,1"
"201401JC30562,2,1,1,1,26,6,3,0,0,0,0,0,1,-1"
"201401JC30563,2,1,1,1,24,5,3,0,0,0,0,0,3,-1"
"201401JC30564,2,1,2,1,32,6,3,0,0,1,0,0,9,1"
"201401JC30565,1,1,1,2,64,9,3,0,0,0,0,0,9,1"
"201401JC30565,2,2,1,2,32,6,3,0,0,0,0,0,9,-1"
"201401JC30567,1,1,2,2,15,3,3,0,0,2,0,0,9,1"
"201401JC30568,2,1,1,1,20,4,3,0,0,0,0,0,3,1"
"201401JC30569,1,1,1,1,21,5,3,0,0,0,0,0,9,-1"
"201401JC30569,1,2,2,1,20,4,3,0,0,1,0,0,9,1"
"201401JC30569,1,3,2,1,18,4,3,0,0,2,0,0,9,1"
"201401JC30570,1,1,1,1,42,7,3,0,0,0,0,0,9,1"
"201401JC30572,1,1,1,1,83,11,3,0,0,0,0,0,9,1"
"201401JC30572,1,2,2,1,53,8,3,0,0,1,0,0,9,1"
"201401JC30573,1,1,1,1,32,6,3,0,0,0,0,0,9,1"
"201401JC30574,2,1,1,1,25,5,3,0,0,0,0,0,9,3"
"201401JC30575,1,1,1,1,42,7,3,0,0,0,0,0,9,1"
"201401JC30576,1,1,2,2,24,5,3,0,0,1,0,0,9,1"
"201401JC30577,1,1,3,1,37,7,3,8,9,0,0,2,0,1"
"201401JC30578,1,1,1,2,22,5,3,0,0,0,0,0,9,1"
"201401JC30579,1,1,3,1,41,7,3,9,9,0,0,2,0,1"
"201401JC30580,2,1,1,1,48,8,3,0,0,0,0,0,1,-1"
"201401JC30581,2,1,1,2,37,7,3,0,0,0,0,0,9,1"
"201401JC30581,2,2,2,2,67,10,3,0,0,1,0,0,9,1"
"201401JC30582,1,1,3,1,63,9,3,1,3,0,0,2,0,1"
"201401JC30585,1,1,1,1,31,6,3,0,0,0,0,0,1,1"
"201401JC30585,1,2,3,1,6,2,3,5,2,0,0,2,0,1"
"201401JC30586,3,1,1,1,26,6,3,0,0,0,0,0,3,1"
"201401JC30588,1,1,1,1,51,8,3,0,0,0,0,0,4,1"
"201401JC30589,1,1,1,1,33,6,3,0,0,0,0,0,1,1"
"201401JC30590,1,1,1,1,25,5,3,0,0,0,0,0,9,1"
"201401JC30590,1,3,2,1,26,6,3,0,0,1,0,0,9,1"
"201401JC30590,2,2,1,2,28,6,3,0,0,0,0,0,9,1"
"201401JC30591,2,1,1,1,32,6,3,0,0,0,0,0,1,-1"
"201401JC30592,1,1,1,1,26,6,3,0,0,0,0,0,9,-1"
"201401JC30592,2,2,1,2,30,6,3,0,0,0,0,0,9,1"
"201401JC30593,1,1,1,1,41,7,3,0,0,0,0,0,9,1"
"201401JC30593,1,2,2,2,69,10,3,0,0,1,0,0,9,1"
"201401JC30593,1,3,2,2,23,5,3,0,0,2,0,0,9,-1"
"201401JC30594,3,1,2,2,37,7,3,0,0,1,0,0,9,1"
"201401JC30595,2,1,1,1,45,7,2,0,0,0,0,0,90,-1"
"201401JC30596,1,1,2,1,83,11,3,0,0,0,3,0,11,1"
"201401JC30597,1,1,2,2,23,5,3,0,0,2,0,0,9,1"
"201401JC30598,1,1,1,2,58,9,3,0,0,0,0,0,9,2"
"201401JC30599,2,1,1,1,24,5,3,0,0,0,0,0,9,1"
"201401JC30599,3,2,1,1,26,6,2,0,0,0,0,0,3,1"
"201401JC30600,2,1,1,2,22,5,3,0,0,0,0,0,9,1"
"201401JC30601,2,1,1,1,25,5,3,0,0,0,0,0,3,-1"
"201401JC30602,1,1,1,1,36,7,3,0,0,0,0,0,3,1"
"201401JC30603,1,1,1,2,25,5,3,0,0,0,0,0,1,1"
"201401JC30604,1,1,1,1,22,5,3,0,0,0,0,0,2,-1"
"201401JC30605,1,1,3,1,3,1,2,5,1,0,0,2,0,1"
"201401JC30606,1,1,1,1,17,4,3,0,0,0,0,0,2,1"
"201401JC30607,1,1,2,1,44,7,3,0,0,0,3,0,11,1"
"201401JC30609,2,1,1,1,29,6,3,0,0,0,0,0,1,1"
"201401JC30610,2,1,1,1,31,6,3,0,0,0,0,0,3,1"
"201401JC30611,2,2,1,2,-1,-1,3,0,0,0,0,0,9,1"
"201401JC30611,3,1,1,1,32,6,3,0,0,0,0,0,9,1"
"201401JC30615,1,1,1,1,54,8,3,0,0,0,0,0,9,1"
"201401JC30616,1,1,1,1,19,4,3,0,0,0,0,0,2,-1"
"201401JC30617,2,1,1,2,27,6,3,0,0,0,0,0,1,2"
"201401JC30618,2,1,1,1,7,2,3,0,0,0,0,0,1,1"
"201401JC30619,1,1,3,2,81,11,3,4,1,0,0,2,0,-1"
"201401JC30620,1,1,1,2,21,5,3,0,0,0,0,0,9,1"
"201401JC30622,1,1,1,1,43,7,3,0,0,0,0,0,1,1"
"201401JC30623,1,1,1,1,54,8,3,0,0,0,0,0,9,1"
"201401JC30624,1,1,1,1,31,6,3,0,0,0,0,0,9,1"
"201401JC30624,2,2,1,1,64,9,3,0,0,0,0,0,9,1"
"201401JC30625,2,1,1,1,50,8,3,0,0,0,0,0,1,1"
"201401JC30626,1,1,1,2,31,6,3,0,0,0,0,0,1,1"
"201401JC30628,1,1,1,2,18,4,3,0,0,0,0,0,9,1"
"201401JC30629,1,1,2,2,79,11,3,0,0,0,3,0,11,1"
"201401JC30630,1,1,1,1,14,3,3,0,0,0,0,0,1,1"
"201401JC30631,1,1,1,2,30,6,3,0,0,0,0,0,9,1"
"201401JC30631,1,2,2,2,42,7,3,0,0,1,0,0,9,-1"
"201401JC30632,2,1,1,2,-1,-1,3,0,0,0,0,0,1,1"
"201401JC30633,2,1,1,1,44,7,3,0,0,0,0,0,9,1"
"201401JC30634,1,1,2,1,38,7,3,0,0,1,0,0,9,1"
"201401JC30635,1,1,1,1,31,6,3,0,0,0,0,0,9,-1"
"201401JC30636,2,1,1,1,-1,-1,3,0,0,0,0,0,1,-1"
"201401JC30637,1,1,1,2,34,6,3,0,0,0,0,0,1,1"
"201401JC30638,2,1,1,2,47,8,3,0,0,0,0,0,1,1"
"201401JC30639,1,1,1,2,26,6,3,0,0,0,0,0,3,1"
"201401JC30640,1,1,3,1,44,7,3,9,9,0,0,2,0,1"
"201401JC30641,2,1,1,1,32,6,3,0,0,0,0,0,9,1"
"201401JC30641,2,2,2,2,28,6,3,0,0,1,0,0,9,1"
"201401JC30642,1,1,1,2,36,7,3,0,0,0,0,0,9,1"
"201401JC30642,2,2,1,1,62,9,3,0,0,0,0,0,8,1"
"201401JC30642,2,3,2,2,19,4,3,0,0,2,0,0,8,1"
"201401JC30642,2,4,2,1,19,4,3,0,0,2,0,0,8,1"
"201401JC30643,2,1,1,1,59,9,3,0,0,0,0,0,1,1"
"201401JC30644,2,1,1,1,26,6,3,0,0,0,0,0,1,1"
"201401JC30645,1,1,1,2,53,8,3,0,0,0,0,0,9,-1"
"201401JC30646,1,1,3,2,45,7,3,5,1,0,0,2,0,1"
"201401JC30647,2,1,1,1,14,3,3,0,0,0,0,0,1,1"
"201401JC30648,1,1,2,1,66,10,3,0,0,0,3,0,11,1"
"201401JC30650,1,1,1,1,57,9,3,0,0,0,0,0,9,1"
"201401JC30651,2,1,1,1,26,6,3,0,0,0,0,0,3,1"
"201401JC30652,2,1,1,1,51,8,2,0,0,0,0,0,5,-1"
"201401JC30653,1,1,1,2,48,8,3,0,0,0,0,0,9,-1"
"201401JC30654,1,1,3,2,61,9,3,1,1,0,0,2,0,1"
"201401JC30655,1,1,1,1,38,7,3,0,0,0,0,0,1,1"
"201401JC30657,2,1,1,2,42,7,3,0,0,0,0,0,9,1"
"201401JC30658,1,1,1,1,48,8,3,0,0,0,0,0,5,-1"
"201401JC30659,1,1,1,1,49,8,3,0,0,0,0,0,1,1"
"201401JC30660,2,1,1,1,32,6,3,0,0,0,0,0,1,1"
"201401JC30662,3,1,2,1,38,7,3,0,0,1,0,0,9,-1"
"201401JC30663,2,1,1,1,18,4,3,0,0,0,0,0,2,-1"
"201401JC30664,1,1,1,1,40,7,3,0,0,0,0,0,9,1"
"201401JC30665,1,1,1,1,23,5,3,0,0,0,0,0,1,1"
"201401JC30666,1,1,1,1,31,6,3,0,0,0,0,0,1,1"
"201401JC30667,1,1,3,2,43,7,3,5,2,0,0,2,0,1"
"201401JC30668,2,1,2,2,47,8,3,0,0,1,0,0,9,1"
"201401JC30669,1,1,2,1,25,5,3,0,0,2,0,0,9,1"
"201401JC30669,1,2,2,1,24,5,3,0,0,2,0,0,9,1"
"201401JC30669,1,3,2,1,24,5,3,0,0,2,0,0,9,1"
"201401JC30670,1,1,1,1,17,4,3,0,0,0,0,0,3,1"
"201401JC30671,1,1,1,1,19,4,3,0,0,0,0,0,3,-1"
"201401JC30673,1,1,3,2,49,8,2,4,4,0,0,2,0,1"
"201401JC30675,1,1,1,1,57,9,3,0,0,0,0,0,3,1"
"201401JC30677,1,1,3,2,5,1,3,10,9,0,0,2,0,-1"
"201401JC30678,1,1,2,2,58,9,3,0,0,0,4,0,11,1"
"201401JC30679,1,1,3,1,31,6,3,9,9,0,0,2,0,1"
"201401JC30680,1,1,3,2,66,10,3,5,1,0,0,2,0,1"
"201401JC30682,1,1,1,1,-1,-1,2,0,0,0,0,0,1,1"
"201401JC30682,1,2,3,1,51,8,3,4,1,0,0,2,0,1"
"201401JC30683,2,1,1,2,22,5,3,0,0,0,0,0,9,1"
"201401JC30684,2,1,1,1,25,5,3,0,0,0,0,0,9,1"
"201401JC30685,1,1,1,1,22,5,3,0,0,0,0,0,1,1"
"201401JC30686,1,1,1,1,20,4,3,0,0,0,0,0,9,-1"
"201401JC30687,1,1,1,2,24,5,3,0,0,0,0,0,9,1"
"201401JC30689,1,1,3,1,33,6,3,10,9,0,0,2,0,1"
"201401JC30690,1,1,1,1,-1,-1,3,0,0,0,0,0,9,1"
"201401JC30691,1,1,1,2,38,7,3,0,0,0,0,0,9,1"
"201401JC30694,1,1,2,1,14,3,3,0,0,2,0,0,9,1"
"201401JC30695,1,1,1,1,37,7,3,0,0,0,0,0,9,-1"
"201401JC30695,2,2,1,2,55,8,3,0,0,0,0,0,9,1"
"201401JC30696,1,1,3,1,34,6,3,5,1,0,0,2,0,-1"
"201401JC30697,1,1,3,2,21,5,3,5,3,0,0,2,0,1"
"201401JC30698,1,1,3,1,39,7,3,5,2,0,0,2,0,1"
"201401JC30699,1,1,2,2,1,1,3,0,0,0,4,0,11,1"
"201401JC30700,2,1,1,2,34,6,3,0,0,0,0,0,1,-1"
"201401JC30701,1,1,1,1,40,7,3,0,0,0,0,0,4,1"
"201401JC30702,1,1,1,1,39,7,3,0,0,0,0,0,3,1"
"201401JC30703,1,1,1,1,29,6,3,0,0,0,0,0,1,1"
"201401JC30704,1,1,1,1,-1,-1,3,0,0,0,0,0,9,-1"
"201401JC30704,1,2,2,1,30,6,3,0,0,2,0,0,9,1"
"201401JC30704,1,3,2,1,33,6,3,0,0,1,0,0,9,1"
"201401JC30705,2,1,1,1,30,6,3,0,0,0,0,0,1,1"
"201401JC30706,1,1,3,2,29,6,3,5,1,0,0,2,0,-1"
"201401JC30707,1,1,1,1,47,8,3,0,0,0,0,0,3,1"
"201401JC30708,1,1,3,2,37,7,3,5,1,0,0,2,0,-1"
"201401JC30709,1,1,1,2,59,9,3,0,0,0,0,0,9,1"
"201401JC30709,2,2,1,1,59,9,3,0,0,0,0,0,9,1"
"201401JC30710,1,1,2,1,55,8,3,0,0,1,0,0,9,1"
"201401JC30711,1,1,3,1,22,5,3,4,9,0,0,2,0,-1"
"201401JC30712,1,1,1,1,38,7,3,0,0,0,0,0,9,-1"
"201401JC30712,1,2,2,1,43,7,3,0,0,1,0,0,9,-1"
"201401JC30713,1,1,1,1,18,4,3,0,0,0,0,0,9,1"
"201401JC30713,2,2,1,2,58,9,3,0,0,0,0,0,9,1"
"201401JC30713,2,3,2,1,-1,-1,3,0,0,1,0,0,9,3"
"201401JC30714,1,1,1,1,24,5,3,0,0,0,0,0,2,1"
"201401JC30715,2,1,1,1,22,5,3,0,0,0,0,0,3,1"
"201401JC30716,2,1,1,1,35,6,2,0,0,0,0,0,5,1"
"201401JC30717,2,1,1,1,24,5,3,0,0,0,0,0,4,1"
"201401JC30718,1,1,3,2,9,2,3,4,2,0,0,2,0,1"
"201401JC30719,2,1,1,1,44,7,3,0,0,0,0,0,9,1"
"201401JC30719,2,2,2,2,41,7,3,0,0,1,0,0,9,1"
"201401JC30721,1,1,3,1,83,11,2,5,9,0,0,2,0,1"
"201401JC30723,2,1,1,1,39,7,3,0,0,0,0,0,9,1"
"201401JC30725,1,1,3,1,18,4,3,5,3,0,0,2,0,1"
"201401JC30726,2,1,1,1,24,5,3,0,0,0,0,0,1,1"
"201401JC30727,1,1,1,2,39,7,3,0,0,0,0,0,9,1"
