Acc_Index,Vehicle_Reference,Vehicle_Type,Towing_and_Articulation,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Junction_Location,Skidding_and_Overturning,Hit_Object_in_Carriageway,Vehicle_Leaving_Carriageway,Hit_Object_off_Carriageway,1st_Point_of_Impact,Was_Vehicle_Left_Hand_Drive?,Journey_Purpose_of_Driver,Sex_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Driver_IMD_Decile,Driver_Home_Area_Type
201301MM70031,1,1,0,18,0,8,0,0,0,0,3,1,6,1,8,-1,-1,-1,5,1
201301MM70031,2,9,0,7,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70032,1,3,0,18,0,8,0,0,0,0,3,1,6,1,7,124,1,2,4,1
201301MM70032,2,9,0,18,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70033,1,11,0,18,0,8,0,0,0,0,0,1,6,1,9,7300,2,7,3,1
201301MM70035,1,2,0,18,0,8,0,0,0,0,1,1,6,1,5,125,1,7,3,1
201301MM70035,2,9,0,9,0,8,0,0,0,0,3,1,6,1,8,1910,2,6,3,1
201301MM70036,1,9,0,18,0,2,0,4,1,0,1,1,6,1,9,4266,1,13,3,1
201301MM70036,2,9,0,2,0,2,0,0,0,0,1,1,6,3,-1,1199,1,11,-1,-1
201301MM70038,1,9,0,6,0,8,0,0,0,0,1,1,6,1,5,1900,2,14,9,1
201301MM70038,2,2,0,18,0,8,0,0,0,0,1,1,6,1,-1,124,1,9,8,1
201301MM70040,1,9,0,9,0,8,0,0,0,0,4,1,6,2,6,1995,2,4,-1,-1
201301MM70040,2,9,0,18,0,8,0,0,0,0,1,1,6,1,10,1668,1,11,-1,-1
201301MM70041,1,9,0,9,0,8,0,0,0,0,1,1,6,1,8,1997,2,2,2,1
201301MM70041,2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,1364,1,8,2,1
201301MM70042,1,9,0,9,0,8,0,0,0,0,1,1,6,2,-1,4398,1,9,5,1
201301MM70042,2,4,0,18,0,8,0,0,0,0,1,1,6,1,6,599,1,15,10,1
201301MM70043,1,9,0,4,0,1,0,0,0,0,4,1,6,1,8,1388,1,12,8,2
201301MM70044,1,9,0,18,0,0,0,0,0,0,3,1,6,2,5,1398,1,1,2,1
201301MM70044,2,9,0,11,0,0,0,0,0,0,4,1,6,1,-1,-1,-1,-1,4,1
201301MM70045,1,9,0,18,0,8,0,0,0,0,1,1,6,1,9,1753,2,17,5,1
201301MM70045,2,9,0,3,0,8,0,0,0,0,2,1,6,1,6,-1,-1,-1,10,1
201301MM70050,1,9,0,18,0,8,0,0,0,0,1,1,6,1,8,2793,1,13,2,1
201301MM70050,2,9,0,18,0,8,0,0,0,0,3,1,6,1,-1,1997,2,5,-1,-1
201301MM70051,1,11,0,3,0,2,0,0,0,0,1,1,1,1,9,9000,2,4,1,1
201301MM70051,2,1,0,15,0,2,0,0,0,0,2,1,6,1,7,-1,-1,-1,3,1
201301MM70052,1,9,0,18,0,1,0,0,0,0,1,1,6,1,5,1364,2,7,-1,-1
201301MM70053,1,1,0,18,0,1,0,0,0,0,1,1,6,1,6,-1,-1,-1,5,1
201301MM70054,1,9,0,18,0,1,0,0,0,0,4,1,6,1,6,1975,1,6,2,1
201301MM70055,1,9,0,18,0,2,0,0,0,0,1,1,6,1,5,1599,1,12,7,1
201301MM70056,1,9,0,18,0,1,0,0,0,0,1,1,6,1,8,1590,1,19,2,1
201301MM70057,1,5,0,9,0,8,1,0,0,0,3,1,6,1,8,599,1,4,3,1
201301MM70058,1,9,0,3,0,1,0,0,0,0,2,1,6,1,6,973,1,12,-1,-1
201301MM70058,2,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70059,1,1,0,18,0,0,0,0,0,0,3,1,6,1,6,-1,-1,-1,3,1
201301MM70059,2,2,0,18,0,0,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70060,1,9,0,5,0,2,0,0,0,0,4,1,6,1,6,1973,1,16,7,1
201301MM70060,2,9,0,18,0,1,0,0,0,0,1,1,6,1,-1,1998,2,11,1,1
201301MM70061,1,9,0,18,0,1,0,0,0,0,1,1,6,1,11,1497,1,11,6,1
201301MM70062,1,5,0,18,0,1,0,0,0,0,3,1,6,1,6,659,1,2,3,1
201301MM70062,2,9,0,11,0,1,0,0,0,0,0,1,6,1,-1,999,1,1,-1,-1
201301MM70063,1,9,0,18,0,8,0,0,0,0,1,1,6,2,8,1560,2,3,2,1
201301MM70064,1,9,0,3,0,1,0,0,0,0,2,1,1,1,9,1896,2,6,2,1
201301MM70064,2,9,0,3,0,1,0,0,0,0,2,1,6,2,8,-1,-1,-1,5,1
201301MM70064,3,9,0,18,0,1,0,0,0,0,1,1,6,2,-1,1989,1,13,-1,-1
201301MM70065,1,3,0,18,0,0,0,0,0,0,4,1,6,1,6,50,1,5,8,1
201301MM70066,1,11,0,18,0,1,0,0,0,0,0,1,1,1,7,7300,2,10,3,1
201301MM70068,1,9,0,3,0,8,0,0,0,0,2,1,6,1,9,1910,2,5,3,1
201301MM70068,2,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,1229,1,1,-1,-1
201301MM70070,1,9,0,13,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70070,2,3,0,18,0,8,0,0,0,0,1,1,6,2,6,124,1,4,6,1
201301MM70071,1,9,0,4,0,8,0,0,0,0,0,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70071,2,3,0,18,0,8,0,10,1,10,1,1,6,1,6,125,1,2,3,1
201301MM70072,1,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,2,1
201301MM70072,2,9,0,9,0,8,0,0,0,0,4,1,6,1,9,1665,2,18,-1,-1
201301MM70073,1,3,0,13,0,8,0,0,0,0,1,1,6,1,6,125,1,9,2,1
201301MM70073,2,9,0,9,0,8,0,0,0,0,3,1,6,1,8,1800,1,15,3,1
201301MM70074,1,19,0,7,0,8,0,0,0,0,4,1,6,1,9,2461,2,9,2,1
201301MM70074,2,3,0,18,0,8,0,0,0,0,1,1,6,1,5,125,1,1,5,1
201301MM70075,1,9,0,9,0,8,0,0,0,0,1,1,6,1,7,1596,1,9,4,1
201301MM70075,2,1,0,18,0,8,0,0,0,0,4,1,6,2,6,-1,-1,-1,2,1
201301MM70076,1,9,0,18,0,8,0,0,0,0,1,1,6,2,6,1299,1,9,5,1
201301MM70076,2,9,0,9,0,8,0,0,0,0,4,1,6,2,10,1598,1,9,5,1
201301MM70077,1,3,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,7,1
201301MM70077,2,8,0,9,0,8,0,0,0,0,3,1,1,1,9,-1,-1,-1,-1,-1
201301MM70078,1,1,0,18,0,8,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70079,1,9,0,14,0,0,0,4,0,0,3,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70082,1,5,0,3,0,8,0,0,0,0,2,1,6,1,-1,892,1,14,8,1
201301MM70082,2,19,0,18,0,8,0,0,0,0,1,1,6,1,6,1896,2,4,4,1
201301MM70083,1,4,0,7,0,8,0,0,0,0,3,1,6,1,8,249,1,1,2,1
201301MM70083,2,9,0,15,0,8,0,0,0,0,4,1,6,1,6,1896,2,15,-1,-1
201301MM70084,1,9,0,14,0,8,0,0,0,0,4,1,6,1,9,2398,1,14,2,1
201301MM70084,2,4,0,18,0,8,0,0,0,0,3,1,6,1,6,124,1,2,2,1
201301MM70085,1,9,0,18,0,8,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70085,2,1,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,5,1
201301MM70086,1,9,0,18,0,8,0,0,0,0,1,1,6,1,6,1598,1,5,2,1
201301MM70086,2,90,0,18,0,8,0,0,0,0,1,1,6,2,9,-1,-1,-1,1,1
201301MM70087,1,9,0,18,0,8,0,0,0,0,1,1,6,1,6,1895,1,13,2,1
201301MM70087,2,9,0,4,0,8,0,0,0,0,2,1,6,2,6,1598,1,9,3,1
201301MM70088,1,9,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,8,1
201301MM70089,1,11,0,5,0,8,0,0,0,0,0,1,6,1,6,7300,2,8,4,1
201301MM70091,1,9,0,18,0,1,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70093,1,1,0,18,0,8,0,0,0,0,1,1,6,2,8,-1,-1,-1,5,1
201301MM70093,2,9,0,2,0,8,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70094,1,9,0,9,0,8,0,0,0,0,3,1,6,2,6,1242,1,3,9,1
201301MM70094,2,19,0,14,0,8,0,0,0,0,1,1,6,1,6,2148,2,6,5,1
201301MM70095,1,9,0,9,0,2,0,0,0,0,4,1,6,2,-1,-1,-1,-1,-1,-1
201301MM70096,1,9,0,14,0,2,0,0,0,0,1,1,6,1,11,1108,1,3,7,1
201301MM70097,1,9,0,18,0,1,0,0,0,0,3,1,6,1,9,1798,1,2,2,1
201301MM70097,2,3,0,12,0,1,0,0,0,0,4,1,6,1,5,125,1,2,2,1
201301MM70098,1,9,0,18,0,8,0,0,0,0,1,1,6,2,-1,1598,1,11,8,1
201301MM70098,2,9,0,18,0,8,0,10,1,10,1,1,6,1,6,1598,1,8,2,1
201301MM70099,1,9,0,6,0,0,0,0,0,0,3,1,6,1,10,2435,1,19,2,1
201301MM70099,2,3,0,13,0,0,0,0,0,0,1,1,6,1,7,125,1,8,-1,-1
201301MM70100,1,9,0,18,0,8,0,0,0,0,1,1,6,1,10,1598,1,17,4,1
201301MM70101,1,9,0,9,0,8,0,0,0,0,4,1,6,1,7,-1,-1,-1,2,1
201301MM70101,2,11,0,18,0,8,0,0,0,0,1,1,1,1,7,6700,2,4,3,1
201301MM70102,1,9,0,9,0,1,0,0,0,0,1,1,6,2,-1,-1,-1,-1,-1,-1
201301MM70103,1,9,0,18,0,8,0,0,0,0,3,1,6,2,7,1198,1,3,5,1
201301MM70103,2,90,0,9,0,8,0,0,0,0,1,1,1,3,-1,-1,-1,-1,-1,-1
201301MM70104,1,3,0,18,0,1,0,0,0,0,0,1,6,1,6,125,1,5,6,1
201301MM70104,2,9,0,11,0,1,0,0,0,0,0,1,6,1,-1,-1,-1,-1,4,1
201301MM70105,1,9,0,9,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,1,1
201301MM70105,2,9,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,5,1
201301MM70106,1,9,0,18,0,8,0,0,0,0,1,1,6,1,8,1390,1,13,4,1
201301MM70106,2,3,0,9,0,8,0,0,0,0,1,1,6,1,-1,125,1,1,3,1
201301MM70107,1,9,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,2,1
201301MM70108,1,9,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,-1
201301MM70109,1,1,0,18,0,8,0,0,0,0,1,1,6,1,4,-1,-1,-1,-1,-1
201301MM70109,2,8,0,6,0,8,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70110,1,9,0,7,0,8,0,0,0,0,4,1,6,1,6,1997,2,10,2,1
201301MM70110,2,3,0,18,0,8,0,0,0,0,1,1,6,1,4,-1,-1,-1,9,1
201301MM70111,1,2,0,9,0,3,0,0,0,0,1,1,6,1,6,-1,-1,-1,2,1
201301MM70111,2,9,0,18,0,8,0,0,0,0,1,1,6,1,8,1598,1,10,-1,-1
201301MM70112,1,3,0,14,0,2,0,0,0,0,1,1,6,1,6,85,1,14,-1,-1
201301MM70113,1,1,0,18,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,2,1
201301MM70113,2,1,0,15,0,8,0,0,0,0,4,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70115,1,9,0,18,0,8,0,0,0,0,1,1,6,1,6,1997,2,13,2,1
201301MM70115,2,2,0,4,0,8,0,0,0,0,2,1,6,1,6,-1,-1,-1,2,1
201301MM70116,1,1,0,4,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,3,1
201301MM70117,1,9,0,11,0,8,0,0,0,0,4,1,6,2,8,1598,1,16,3,1
201301MM70117,2,2,0,18,0,8,0,0,0,0,3,1,6,1,-1,124,1,3,-1,-1
201301MM70118,1,9,0,18,0,8,0,0,0,0,1,1,6,1,4,1598,1,13,1,1
201301MM70118,2,9,0,4,0,8,0,0,0,0,2,1,6,2,7,1340,1,18,3,1
201301MM70118,3,9,0,4,0,8,0,0,0,0,2,1,6,1,6,1968,2,2,10,1
201301MM70119,1,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,-1
201301MM70119,2,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,3311,8,8,-1,-1
201301MM70120,1,3,0,17,0,8,0,0,0,0,2,1,6,1,5,-1,-1,-1,4,1
201301MM70120,2,5,0,17,0,8,0,0,0,0,1,1,6,1,7,1649,1,1,4,1
201301MM70121,1,9,0,9,0,8,0,0,0,0,1,1,6,1,4,1198,1,10,2,1
201301MM70121,2,3,0,18,0,8,0,0,0,0,1,1,6,1,8,124,1,8,6,1
201301MM70122,1,9,0,9,0,8,0,0,0,0,4,1,6,2,7,-1,-1,-1,10,1
201301MM70122,2,1,0,15,0,8,0,0,0,0,1,1,6,2,5,-1,-1,-1,4,1
201301MM70123,1,9,0,9,0,8,0,0,0,0,4,1,6,2,7,1149,1,12,3,1
201301MM70123,2,9,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,5,1
201301MM70124,1,11,0,4,0,0,0,0,0,0,1,1,1,1,9,4500,2,2,2,1
201301MM70125,1,9,0,1,0,8,0,0,0,0,2,1,6,1,8,2500,1,14,2,1
201301MM70125,2,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,3,1
201301MM70126,1,11,0,17,0,0,0,0,0,0,1,1,1,1,5,8300,2,7,-1,-1
201301MM70126,2,9,0,16,0,0,0,0,0,0,1,1,6,3,-1,1198,1,9,-1,-1
201301MM70127,1,11,0,4,0,8,0,0,0,0,1,1,1,1,5,6700,2,2,7,1
201301MM70127,2,9,0,4,0,8,0,0,0,0,2,1,6,2,5,1398,1,1,3,1
201301MM70129,1,19,0,9,0,8,0,0,0,0,3,1,6,1,5,2461,2,11,3,1
201301MM70129,2,19,0,18,0,8,0,0,0,0,1,1,6,1,6,2148,2,4,7,1
201301MM70130,1,1,0,18,0,2,0,0,0,0,1,1,6,1,5,-1,-1,-1,1,1
201301MM70130,2,9,0,4,0,2,0,0,0,0,2,1,6,1,6,1582,2,-1,1,1
201301MM70132,1,11,0,5,0,1,0,0,0,0,0,1,1,1,7,8268,2,7,3,1
201301MM70133,1,19,0,7,0,8,0,0,0,0,2,1,6,1,7,1997,2,3,5,1
201301MM70133,2,1,0,17,0,8,0,0,0,0,1,1,6,1,9,-1,-1,-1,2,1
201301MM70134,1,1,0,6,0,0,0,0,0,0,1,1,6,1,7,-1,-1,-1,2,1
201301MM70134,2,10,0,4,0,0,0,0,0,0,3,1,6,1,8,-1,-1,-1,3,1
201301MM70135,1,4,0,14,0,1,0,0,0,0,1,1,6,2,6,-1,-1,-1,4,1
201301MM70136,1,9,0,2,0,0,0,0,0,0,3,1,6,1,6,2184,2,10,1,1
201301MM70136,2,1,0,14,0,0,0,4,0,0,4,1,6,2,6,-1,-1,-1,2,1
201301MM70138,1,1,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,2,1
201301MM70138,2,19,0,7,0,8,0,0,0,0,4,1,6,1,9,1248,2,3,-1,-1
201301MM70139,1,9,0,18,0,1,0,0,0,0,4,1,1,2,7,-1,-1,-1,1,1
201301MM70139,2,1,0,9,0,1,0,0,0,0,3,1,6,2,6,-1,-1,-1,3,1
201301MM70141,1,5,0,18,0,1,1,0,0,0,1,1,6,1,8,599,1,8,3,1
201301MM70142,1,3,0,15,0,1,0,0,0,0,1,1,1,2,6,124,1,4,8,1
201301MM70142,2,9,0,9,0,5,0,0,0,0,4,1,6,1,8,1998,1,17,3,1
201301MM70144,1,1,0,18,0,0,0,0,0,0,1,1,6,2,6,-1,-1,-1,9,1
201301MM70144,2,9,0,2,0,0,0,0,0,0,3,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70145,1,19,0,5,0,1,0,0,0,0,2,1,1,1,7,2800,2,7,6,1
201301MM70145,2,9,0,5,0,1,0,0,0,0,1,1,1,1,6,-1,-1,-1,3,1
201301MM70146,1,3,0,18,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70147,1,8,0,15,0,1,0,0,0,0,1,1,1,1,9,1596,1,3,2,1
201301MM70147,2,19,0,9,0,5,0,0,0,0,4,1,1,1,6,-1,-1,-1,4,1
201301MM70148,1,1,0,18,0,0,0,0,0,0,1,1,6,2,7,-1,-1,-1,3,1
201301MM70148,2,8,0,6,0,0,0,0,0,0,3,1,6,1,-1,2143,2,-1,2,1
201301MM70149,1,19,0,14,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70150,1,4,0,18,0,1,0,0,0,0,1,1,6,2,7,-1,-1,-1,3,1
201301MM70150,2,9,0,5,0,1,0,0,0,0,3,1,6,2,9,1398,1,1,2,1
201301MM70151,1,9,0,4,0,8,0,0,0,0,1,1,1,1,7,-1,-1,-1,-1,-1
201301MM70151,2,1,0,15,0,8,0,0,0,0,0,1,6,2,5,-1,-1,-1,4,1
201301MM70152,1,9,0,18,0,2,0,10,7,10,4,1,6,2,6,-1,-1,-1,7,1
201301MM70153,1,11,0,5,0,1,0,0,0,0,4,1,1,1,8,9360,2,2,-1,-1
201301MM70154,1,4,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,9,1
201301MM70154,2,1,0,5,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,2,1
201301MM70155,1,3,0,16,0,8,0,0,0,0,1,1,6,1,-1,125,1,3,-1,-1
201301MM70156,1,9,0,18,0,8,0,0,0,0,3,1,6,2,6,-1,-1,-1,2,1
201301MM70156,2,20,0,9,0,8,0,0,0,0,1,1,1,1,8,-1,-1,-1,4,1
201301MM70157,1,3,0,18,0,0,0,0,0,0,1,1,1,1,5,-1,-1,-1,-1,-1
201301MM70157,2,9,0,6,0,0,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70158,1,9,0,15,0,1,0,0,0,0,1,1,6,3,-1,1461,2,3,-1,-1
201301MM70160,1,1,0,14,0,0,0,0,0,0,3,1,6,1,6,-1,-1,-1,2,1
201301MM70160,2,9,0,14,0,0,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70163,1,1,0,18,0,8,0,0,0,0,1,1,6,2,6,-1,-1,-1,-1,-1
201301MM70163,2,9,0,9,0,8,0,0,0,0,3,1,6,1,-1,2830,2,16,-1,-1
201301MM70165,1,11,0,5,0,0,0,0,0,0,0,1,1,1,6,8268,2,10,4,1
201301MM70166,1,3,0,3,0,1,0,0,0,0,1,1,6,1,7,-1,-1,-1,-1,-1
201301MM70166,2,9,0,14,0,1,0,0,0,0,4,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70167,1,9,0,4,0,0,0,0,0,0,1,1,6,2,6,-1,-1,-1,2,1
201301MM70167,2,9,0,18,0,0,0,0,0,0,1,1,6,1,-1,1198,1,11,-1,-1
201301MM70168,1,3,0,13,0,1,0,0,0,0,1,1,6,1,8,125,1,-1,3,1
201301MM70168,2,19,0,9,0,1,0,0,0,0,3,1,6,1,6,1995,2,1,3,1
201301MM70170,1,11,0,18,0,1,0,0,0,0,0,1,6,3,-1,6700,2,2,-1,-1
201301MM70171,1,9,0,3,0,1,0,0,0,0,2,1,6,1,7,3246,1,8,-1,-1
201301MM70171,2,9,0,18,0,1,0,0,0,0,1,1,1,1,7,1896,2,10,7,1
201301MM70172,1,9,0,14,0,8,0,0,0,0,4,1,6,1,5,1796,1,9,5,1
201301MM70172,2,1,0,15,0,8,0,0,0,0,3,1,6,1,6,-1,-1,-1,9,1
201301MM70173,1,11,0,18,0,1,0,0,0,0,0,1,1,1,5,4760,2,2,2,1
201301MM70175,1,19,0,18,0,8,0,0,0,0,3,1,6,1,9,2148,2,5,8,1
201301MM70175,2,1,0,17,0,8,0,0,0,0,4,1,6,1,5,-1,-1,-1,3,1
201301MM70176,1,9,0,6,0,1,0,0,0,0,4,1,1,1,8,999,1,1,-1,-1
201301MM70176,2,2,0,18,0,2,0,0,0,0,1,1,6,1,4,49,1,14,4,1
201301MM70177,1,9,0,5,0,8,0,0,0,0,3,1,6,1,7,-1,-1,-1,3,1
201301MM70177,2,1,0,17,4,8,0,0,0,0,4,1,6,1,6,-1,-1,-1,2,1
201301MM70178,1,9,0,9,0,5,0,0,0,0,3,1,6,1,6,1587,1,10,1,1
201301MM70178,2,3,0,13,0,1,0,0,0,0,1,1,6,3,-1,125,1,6,-1,-1
201301MM70179,1,9,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70180,1,1,0,14,0,1,0,0,0,0,1,1,6,1,8,-1,-1,-1,5,1
201301MM70181,1,9,0,4,0,8,0,0,0,0,2,1,6,1,8,-1,-1,-1,10,1
201301MM70181,2,1,0,18,0,8,0,0,0,0,1,1,6,1,7,-1,-1,-1,3,1
201301MM70182,1,9,0,18,0,8,0,0,0,0,1,1,6,1,8,1242,1,10,2,1
201301MM70182,2,1,0,18,0,8,0,0,0,0,4,1,6,1,7,-1,-1,-1,5,1
201301MM70183,1,3,0,18,2,1,0,0,0,0,1,1,6,1,5,125,1,6,3,1
201301MM70183,2,9,0,9,2,5,0,0,0,0,4,1,6,2,-1,-1,-1,-1,-1,-1
201301MM70184,1,9,0,9,0,5,0,0,0,0,4,1,6,1,8,2143,2,1,3,1
201301MM70184,2,5,0,15,0,1,0,0,0,0,1,1,6,1,6,849,1,17,6,1
201301MM70186,1,9,0,5,0,8,0,0,0,0,3,1,6,1,6,1598,1,7,7,1
201301MM70186,2,11,0,18,0,8,0,0,0,0,1,1,6,1,9,7300,2,9,2,1
201301MM70187,1,9,0,18,0,8,0,10,1,10,1,1,6,2,7,-1,-1,-1,1,1
201301MM70187,2,9,0,10,0,8,0,0,0,0,3,1,6,2,8,-1,-1,-1,3,1
201301MM70188,1,1,0,15,0,0,0,0,0,0,1,1,6,1,5,-1,-1,-1,4,1
201301MM70190,1,3,0,15,0,8,0,0,0,0,1,1,6,1,6,125,1,5,3,1
201301MM70190,2,19,0,9,0,8,0,0,0,0,4,1,6,1,5,1248,2,9,6,3
201301MM70192,1,9,0,3,0,1,0,0,0,0,1,1,6,1,6,2497,2,7,4,1
201301MM70192,2,9,0,1,0,1,0,0,0,0,2,1,6,1,-1,2698,2,5,-1,-1
201301MM70193,1,9,0,9,0,5,0,0,0,0,4,1,6,1,-1,1598,1,15,10,1
201301MM70193,2,1,0,15,0,1,0,0,0,0,1,1,6,2,6,-1,-1,-1,2,1
201301MM70194,1,5,0,18,0,8,0,0,0,0,1,1,6,2,6,649,1,6,4,1
201301MM70194,2,1,0,9,0,8,0,0,0,0,4,1,6,2,6,-1,-1,-1,-1,-1
201301MM70195,1,9,0,18,0,3,0,0,0,0,1,1,6,1,6,-1,-1,-1,9,1
201301MM70196,1,2,0,18,0,8,0,0,0,0,1,1,6,1,4,-1,-1,-1,2,1
201301MM70196,2,9,0,18,0,8,0,0,0,0,1,1,6,1,8,-1,-1,-1,-1,-1
201301MM70197,1,1,0,18,0,8,0,0,0,0,1,1,6,2,5,-1,-1,-1,3,1
201301MM70197,2,9,0,2,0,8,0,0,0,0,3,1,6,2,6,-1,-1,-1,6,1
201301MM70198,1,9,0,18,0,2,0,0,0,0,1,1,1,1,7,1339,1,7,2,1
201301MM70200,1,9,0,4,0,1,0,0,0,0,1,1,6,1,6,2993,2,7,3,1
201301MM70200,2,8,0,4,0,1,0,0,0,0,2,1,6,1,8,1248,2,7,3,1
201301MM70201,1,3,0,5,0,1,0,0,0,0,1,1,6,2,7,108,1,5,-1,-1
201301MM70201,2,5,0,5,0,1,0,0,0,0,2,1,1,1,6,-1,-1,-1,-1,-1
201301MM70202,1,11,0,5,0,2,0,0,0,0,0,1,1,1,8,8268,2,10,2,1
201301MM70203,1,3,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70204,1,1,0,18,0,8,0,0,0,0,4,1,6,1,4,-1,-1,-1,3,1
201301MM70205,1,9,0,7,0,8,0,0,0,0,2,1,6,1,7,1896,2,11,3,1
201301MM70205,2,4,0,18,0,8,0,0,0,0,1,1,6,1,5,998,1,5,9,1
201301MM70206,1,9,0,18,0,8,0,0,0,0,1,1,6,2,8,1581,1,13,2,1
201301MM70207,1,4,0,18,0,8,0,0,0,0,1,1,6,1,6,599,1,6,-1,-1
201301MM70207,2,9,0,4,0,8,0,0,0,0,2,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70208,1,9,0,18,0,8,0,0,0,0,1,1,6,1,4,-1,-1,-1,6,1
201301MM70209,1,9,0,9,0,8,0,0,0,0,1,1,6,2,5,-1,-1,-1,1,1
201301MM70209,2,1,0,18,0,8,0,0,0,0,1,1,6,2,5,-1,-1,-1,5,1
201301MM70210,1,9,0,18,0,1,0,0,0,0,1,1,6,1,5,1124,1,11,4,1
201301MM70211,1,5,0,18,0,0,0,0,0,0,1,1,6,1,5,749,1,11,1,1
201301MM70212,1,9,0,1,0,8,0,0,0,0,2,1,6,2,8,-1,-1,-1,9,1
201301MM70212,2,1,0,18,0,8,0,0,0,0,1,1,6,2,4,-1,-1,-1,3,1
201301MM70213,1,9,0,18,0,8,0,0,0,0,1,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70214,1,9,0,18,0,8,0,0,0,0,3,1,6,2,6,1798,1,5,4,1
201301MM70214,2,9,0,9,0,8,0,0,0,0,1,1,6,2,5,1679,1,15,3,1
201301MM70215,1,3,0,18,0,8,0,0,0,0,4,1,6,1,6,1157,1,8,9,1
201301MM70216,1,9,0,5,0,8,0,0,0,0,3,1,6,1,6,1896,2,4,2,1
201301MM70216,2,1,0,18,0,8,0,0,0,0,1,1,6,1,5,-1,-1,-1,3,1
201301MM70217,1,9,0,9,0,8,0,0,0,0,1,1,6,2,5,1242,1,10,3,1
201301MM70217,2,3,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,3,1
201301MM70218,1,9,0,4,0,8,0,0,0,0,2,1,6,2,7,-1,-1,-1,4,1
201301MM70218,2,8,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70219,1,2,0,18,0,8,0,0,0,0,1,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70220,1,11,0,4,0,8,0,0,0,0,0,1,6,1,-1,-1,-1,-1,-1,-1
201301MM70221,1,11,0,4,0,8,0,0,0,0,0,1,6,1,-1,7300,2,9,1,1
201301MM70222,1,9,0,9,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,-1,-1
201301MM70222,2,1,0,18,0,8,0,0,0,0,1,1,6,1,6,-1,-1,-1,2,1
201301MM70223,1,1,0,18,0,2,0,0,0,0,1,1,6,1,3,-1,-1,-1,8,1
201301MM70223,2,9,0,18,0,2,0,0,0,0,2,1,6,3,-1,-1,-1,-1,-1,-1
201301MM70224,1,1,0,18,0,8,0,0,0,0,3,1,6,1,7,-1,-1,-1,4,1
201301MM70224,2,5,0,18,0,8,0,0,0,0,1,1,6,1,7,1050,1,8,5,1
