"""date"",""geography"",""geography code"",""Rural Urban"",""Variable: All usual residents; measures: Value"",""Variable: Males; measures: Value"",""Variable: Females; measures: Value"",""Variable: Lives in a household; measures: Value"",""Variable: Lives in a communal establishment; measures: Value"",""Variable: Schoolchild or full-time student aged 4 and over at their non term-time address; measures: Value"",""Variable: Area (Hectares); measures: Value"",""Variable: Density (number of persons per hectare); measures: Value"""
"""2011"",""Kingston upon Hull 016B"",""E01012806"",""Total"",1461,738,723,1461,0,5,70.53,20.7"
"""2011"",""Kingston upon Hull 016C"",""E01012807"",""Total"",1377,677,700,1346,31,9,30.57,45.0"
"""2011"",""Kingston upon Hull 016D"",""E01012817"",""Total"",1370,701,669,1370,0,3,176.65,7.8"
"""2011"",""Kingston upon Hull 016E"",""E01012819"",""Total"",1435,711,724,1435,0,7,20.28,70.8"
"""2011"",""Kingston upon Hull 017A"",""E01012841"",""Total"",1603,738,865,1603,0,6,23.25,68.9"
"""2011"",""Kingston upon Hull 017B"",""E01012844"",""Total"",1333,646,687,1333,0,4,19.37,68.8"
"""2011"",""Kingston upon Hull 017C"",""E01012849"",""Total"",1496,733,763,1496,0,7,29.70,50.4"
"""2011"",""Kingston upon Hull 017D"",""E01012895"",""Total"",1501,718,783,1501,0,1,51.02,29.4"
"""2011"",""Kingston upon Hull 017E"",""E01012897"",""Total"",1551,714,837,1551,0,4,32.64,47.5"
"""2011"",""Kingston upon Hull 017F"",""E01012898"",""Total"",1380,625,755,1380,0,3,28.02,49.3"
"""2011"",""Kingston upon Hull 018A"",""E01012758"",""Total"",1588,811,777,1555,33,28,31.20,50.9"
"""2011"",""Kingston upon Hull 018B"",""E01012762"",""Total"",1575,788,787,1570,5,25,20.47,76.9"
"""2011"",""Kingston upon Hull 018C"",""E01012763"",""Total"",2064,1170,894,2032,32,15,29.56,69.8"
"""2011"",""Kingston upon Hull 018D"",""E01012866"",""Total"",1576,830,746,1576,0,15,12.13,129.9"
"""2011"",""Kingston upon Hull 018E"",""E01012870"",""Total"",1683,837,846,1683,0,13,21.04,80.0"
"""2011"",""Kingston upon Hull 019A"",""E01012774"",""Total"",1549,765,784,1549,0,5,25.22,61.4"
"""2011"",""Kingston upon Hull 019B"",""E01012795"",""Total"",1937,930,1007,1937,0,7,100.24,19.3"
"""2011"",""Kingston upon Hull 019C"",""E01012797"",""Total"",1386,651,735,1386,0,8,19.40,71.4"
"""2011"",""Kingston upon Hull 019D"",""E01012798"",""Total"",1543,690,853,1543,0,10,31.97,48.3"
"""2011"",""Kingston upon Hull 019E"",""E01012801"",""Total"",1456,728,728,1456,0,6,28.61,50.9"
"""2011"",""Kingston upon Hull 020A"",""E01012816"",""Total"",1391,685,706,1372,19,12,60.67,22.9"
"""2011"",""Kingston upon Hull 020B"",""E01012848"",""Total"",1828,1318,510,1180,648,6,568.57,3.2"
"""2011"",""Kingston upon Hull 020C"",""E01012894"",""Total"",1562,758,804,1562,0,2,47.24,33.1"
"""2011"",""Kingston upon Hull 020D"",""E01012896"",""Total"",2102,1015,1087,2102,0,16,36.48,57.6"
"""2011"",""Kingston upon Hull 020E"",""E01012901"",""Total"",1482,734,748,1427,55,8,18.22,81.3"
"""2011"",""Kingston upon Hull 021A"",""E01012842"",""Total"",1523,720,803,1523,0,2,23.07,66.0"
"""2011"",""Kingston upon Hull 021B"",""E01012843"",""Total"",1543,717,826,1449,94,1,78.90,19.6"
"""2011"",""Kingston upon Hull 021C"",""E01012845"",""Total"",1572,763,809,1572,0,4,60.65,25.9"
"""2011"",""Kingston upon Hull 021D"",""E01012846"",""Total"",1437,693,744,1437,0,2,34.85,41.2"
"""2011"",""Kingston upon Hull 021E"",""E01012847"",""Total"",1298,626,672,1298,0,4,18.57,69.9"
"""2011"",""Kingston upon Hull 022A"",""E01012820"",""Total"",1430,723,707,1414,16,5,17.32,82.6"
"""2011"",""Kingston upon Hull 022B"",""E01012899"",""Total"",1530,747,783,1483,47,6,23.08,66.3"
"""2011"",""Kingston upon Hull 022C"",""E01012900"",""Total"",1646,835,811,1571,75,12,16.96,97.1"
"""2011"",""Kingston upon Hull 022D"",""E01012902"",""Total"",1586,806,780,1586,0,14,16.12,98.4"
"""2011"",""Kingston upon Hull 022E"",""E01012903"",""Total"",1724,847,877,1676,48,11,15.34,112.4"
"""2011"",""Kingston upon Hull 023A"",""E01012796"",""Total"",1310,638,672,1310,0,10,25.01,52.4"
"""2011"",""Kingston upon Hull 023B"",""E01012799"",""Total"",1253,609,644,1253,0,2,18.29,68.5"
"""2011"",""Kingston upon Hull 023C"",""E01012800"",""Total"",1499,757,742,1499,0,10,38.35,39.1"
"""2011"",""Kingston upon Hull 023D"",""E01012802"",""Total"",1403,689,714,1403,0,4,24.13,58.1"
"""2011"",""Kingston upon Hull 023E"",""E01012803"",""Total"",1440,702,738,1440,0,6,18.87,76.3"
"""2011"",""Kingston upon Hull 024A"",""E01012850"",""Total"",1917,1120,797,1917,0,10,17.50,109.5"
"""2011"",""Kingston upon Hull 024B"",""E01012852"",""Total"",1693,912,781,1684,9,3,39.88,42.5"
"""2011"",""Kingston upon Hull 024C"",""E01012856"",""Total"",1599,835,764,1599,0,4,50.24,31.8"
"""2011"",""Kingston upon Hull 024D"",""E01012857"",""Total"",1607,858,749,1580,27,4,28.26,56.9"
"""2011"",""Kingston upon Hull 024E"",""E01012867"",""Total"",1648,847,801,1577,71,7,58.67,28.1"
"""2011"",""Kingston upon Hull 025A"",""E01012756"",""Total"",1532,741,791,1532,0,12,19.89,77.0"
"""2011"",""Kingston upon Hull 025B"",""E01012757"",""Total"",1551,822,729,1505,46,25,31.82,48.7"
"""2011"",""Kingston upon Hull 025C"",""E01012759"",""Total"",1649,836,813,1649,0,12,39.81,41.4"
"""2011"",""Kingston upon Hull 025D"",""E01012760"",""Total"",1510,777,733,1510,0,9,12.59,119.9"
"""2011"",""Kingston upon Hull 025E"",""E01012862"",""Total"",1339,668,671,1307,32,11,22.54,59.4"
"""2011"",""Kingston upon Hull 026A"",""E01012805"",""Total"",1369,721,648,1369,0,6,19.13,71.6"
"""2011"",""Kingston upon Hull 026B"",""E01012808"",""Total"",1679,850,829,1660,19,1,25.63,65.5"
"""2011"",""Kingston upon Hull 026C"",""E01012809"",""Total"",1803,976,827,1794,9,5,105.58,17.1"
"""2011"",""Kingston upon Hull 026D"",""E01012810"",""Total"",1893,954,939,1880,13,7,50.53,37.5"
"""2011"",""Kingston upon Hull 026E"",""E01012811"",""Total"",1676,925,751,1633,43,3,55.00,30.5"
"""2011"",""Kingston upon Hull 027A"",""E01012773"",""Total"",1703,842,861,1703,0,4,22.67,75.1"
"""2011"",""Kingston upon Hull 027B"",""E01012776"",""Total"",1453,686,767,1453,0,10,26.71,54.4"
"""2011"",""Kingston upon Hull 027C"",""E01012863"",""Total"",1449,735,714,1418,31,8,27.32,53.0"
"""2011"",""Kingston upon Hull 027D"",""E01012864"",""Total"",1688,939,749,1679,9,9,18.79,89.8"
"""2011"",""Kingston upon Hull 027E"",""E01012865"",""Total"",1399,708,691,1351,48,5,17.05,82.1"
"""2011"",""Kingston upon Hull 028A"",""E01012770"",""Total"",1499,750,749,1499,0,25,28.69,52.2"
"""2011"",""Kingston upon Hull 028B"",""E01012771"",""Total"",1536,758,778,1536,0,7,20.00,76.8"
"""2011"",""Kingston upon Hull 028C"",""E01012772"",""Total"",1466,724,742,1466,0,17,31.77,46.1"
"""2011"",""Kingston upon Hull 028D"",""E01012775"",""Total"",1452,706,746,1452,0,8,34.29,42.3"
"""2011"",""Kingston upon Hull 028E"",""E01012777"",""Total"",1462,695,767,1393,69,9,35.67,41.0"
"""2011"",""Kingston upon Hull 029A"",""E01012851"",""Total"",2333,1381,952,2218,115,5,76.25,30.6"
"""2011"",""Kingston upon Hull 029C"",""E01012854"",""Total"",2144,1296,848,2026,118,15,84.96,25.2"
"""2011"",""Kingston upon Hull 029D"",""E01012855"",""Total"",1774,986,788,1739,35,15,46.84,37.9"
"""2011"",""Kingston upon Hull 029E"",""E01033104"",""Total"",1314,761,553,1220,94,30,66.92,19.6"
"""2011"",""Kingston upon Hull 029F"",""E01033109"",""Total"",1306,812,494,1258,48,1,55.08,23.7"
"""2011"",""Kingston upon Hull 030A"",""E01012859"",""Total"",1498,764,734,1498,0,10,54.65,27.4"
"""2011"",""Kingston upon Hull 030B"",""E01012889"",""Total"",1391,680,711,1358,33,4,195.09,7.1"
"""2011"",""Kingston upon Hull 030C"",""E01012891"",""Total"",2181,1232,949,2111,70,6,24.19,90.2"
"""2011"",""Kingston upon Hull 030D"",""E01012892"",""Total"",1928,975,953,1894,34,7,22.41,86.0"
"""2011"",""Kingston upon Hull 030E"",""E01012893"",""Total"",1513,709,804,1457,56,9,17.84,84.8"
"""2011"",""Kingston upon Hull 031A"",""E01012858"",""Total"",1756,835,921,1752,4,8,43.34,40.5"
"""2011"",""Kingston upon Hull 031B"",""E01012860"",""Total"",1622,793,829,1622,0,11,32.81,49.4"
"""2011"",""Kingston upon Hull 031D"",""E01012886"",""Total"",1584,780,804,1584,0,5,65.15,24.3"
"""2011"",""Kingston upon Hull 031E"",""E01012888"",""Total"",1489,755,734,1488,1,4,36.72,40.6"
"""2011"",""Kingston upon Hull 031G"",""E01033110"",""Total"",1502,736,766,1502,0,5,40.97,36.7"
"""2011"",""Kingston upon Hull 033A"",""E01012882"",""Total"",1617,786,831,1577,40,6,104.14,15.5"
"""2011"",""Kingston upon Hull 033B"",""E01012883"",""Total"",1487,688,799,1462,25,6,62.03,24.0"
"""2011"",""Kingston upon Hull 033C"",""E01012884"",""Total"",1839,849,990,1787,52,4,32.97,55.8"
"""2011"",""Kingston upon Hull 033D"",""E01012887"",""Total"",1460,740,720,1460,0,6,31.40,46.5"
"""2011"",""Kingston upon Hull 033E"",""E01032595"",""Total"",1817,876,941,1802,15,9,56.26,32.3"
"""2011"",""North East Lincolnshire 001A"",""E01013174"",""Total"",1462,660,802,1462,0,6,715.62,2.0"
"""2011"",""North East Lincolnshire 001B"",""E01013175"",""Total"",1380,699,681,1380,0,11,856.17,1.6"
"""2011"",""North East Lincolnshire 001C"",""E01013176"",""Total"",1403,693,710,1403,0,14,60.01,23.4"
"""2011"",""North East Lincolnshire 001D"",""E01013177"",""Total"",1588,800,788,1572,16,6,39.48,40.2"
"""2011"",""North East Lincolnshire 001E"",""E01013178"",""Total"",1472,723,749,1472,0,9,37.16,39.6"
"""2011"",""North East Lincolnshire 001F"",""E01013179"",""Total"",1516,730,786,1469,47,6,76.88,19.7"
"""2011"",""North East Lincolnshire 001G"",""E01013180"",""Total"",1452,725,727,1427,25,17,544.61,2.7"
"""2011"",""North East Lincolnshire 002A"",""E01013136"",""Total"",1484,806,678,1462,22,5,134.93,11.0"
"""2011"",""North East Lincolnshire 002B"",""E01013137"",""Total"",1476,856,620,1476,0,0,33.20,44.5"
"""2011"",""North East Lincolnshire 002C"",""E01013139"",""Total"",1217,597,620,1217,0,7,21.85,55.7"
"""2011"",""North East Lincolnshire 002D"",""E01013142"",""Total"",1717,845,872,1702,15,4,23.99,71.6"
"""2011"",""North East Lincolnshire 003A"",""E01013218"",""Total"",1407,714,693,1407,0,12,59.69,23.6"
"""2011"",""North East Lincolnshire 003B"",""E01013219"",""Total"",1407,653,754,1407,0,7,24.56,57.3"
"""2011"",""North East Lincolnshire 003C"",""E01013220"",""Total"",1636,801,835,1636,0,12,96.10,17.0"
"""2011"",""North East Lincolnshire 003D"",""E01013221"",""Total"",1744,909,835,1744,0,5,161.21,10.8"
"""2011"",""North East Lincolnshire 003E"",""E01013222"",""Total"",1560,765,795,1560,0,8,22.96,67.9"
"""2011"",""North East Lincolnshire 004A"",""E01013144"",""Total"",1463,720,743,1455,8,7,88.18,16.6"
"""2011"",""North East Lincolnshire 004B"",""E01013145"",""Total"",1302,634,668,1275,27,13,48.52,26.8"
"""2011"",""North East Lincolnshire 004C"",""E01013146"",""Total"",1742,859,883,1742,0,21,204.10,8.5"
"""2011"",""North East Lincolnshire 004D"",""E01013148"",""Total"",1439,737,702,1439,0,21,46.81,30.7"
"""2011"",""North East Lincolnshire 005A"",""E01013195"",""Total"",1448,705,743,1447,1,6,15.28,94.8"
"""2011"",""North East Lincolnshire 005B"",""E01013196"",""Total"",1415,695,720,1415,0,4,12.99,108.9"
"""2011"",""North East Lincolnshire 005C"",""E01013201"",""Total"",1540,783,757,1540,0,9,22.10,69.7"
"""2011"",""North East Lincolnshire 005D"",""E01013202"",""Total"",1543,765,778,1543,0,12,29.76,51.8"
"""2011"",""North East Lincolnshire 005E"",""E01013203"",""Total"",1653,859,794,1653,0,5,12.71,130.1"
"""2011"",""North East Lincolnshire 006A"",""E01013138"",""Total"",1382,705,677,1382,0,5,11.38,121.4"
"""2011"",""North East Lincolnshire 006B"",""E01013140"",""Total"",1555,746,809,1555,0,6,17.80,87.4"
"""2011"",""North East Lincolnshire 006C"",""E01013141"",""Total"",1628,803,825,1628,0,10,13.97,116.5"
"""2011"",""North East Lincolnshire 006D"",""E01013143"",""Total"",1376,661,715,1376,0,5,11.76,117.0"
"""2011"",""North East Lincolnshire 007A"",""E01013173"",""Total"",1234,593,641,1194,40,19,1828.31,0.7"
"""2011"",""North East Lincolnshire 007B"",""E01013223"",""Total"",2940,1456,1484,2936,4,55,1136.26,2.6"
"""2011"",""North East Lincolnshire 007C"",""E01013224"",""Total"",1883,931,952,1857,26,26,145.64,12.9"
"""2011"",""North East Lincolnshire 007D"",""E01013226"",""Total"",1531,772,759,1531,0,19,1574.27,1.0"
"""2011"",""North East Lincolnshire 008A"",""E01013187"",""Total"",1405,707,698,1307,98,19,36.60,38.4"
"""2011"",""North East Lincolnshire 008B"",""E01013188"",""Total"",1568,780,788,1568,0,20,25.48,61.5"
"""2011"",""North East Lincolnshire 008C"",""E01013231"",""Total"",1635,779,856,1615,20,6,19.20,85.2"
"""2011"",""North East Lincolnshire 008D"",""E01013233"",""Total"",1444,699,745,1444,0,17,18.00,80.2"
"""2011"",""North East Lincolnshire 009A"",""E01013147"",""Total"",1406,662,744,1406,0,3,43.48,32.3"
"""2011"",""North East Lincolnshire 009D"",""E01013234"",""Total"",1443,654,789,1379,64,7,35.88,40.2"
"""2011"",""North East Lincolnshire 009E"",""E01033414"",""Total"",2297,1105,1192,2253,44,33,91.29,25.2"
"""2011"",""North East Lincolnshire 010A"",""E01013128"",""Total"",1449,718,731,1406,43,10,17.73,81.7"
"""2011"",""North East Lincolnshire 010B"",""E01013198"",""Total"",1439,694,745,1419,20,13,30.09,47.8"
"""2011"",""North East Lincolnshire 010C"",""E01013199"",""Total"",1187,587,600,1081,106,8,24.84,47.8"
"""2011"",""North East Lincolnshire 010D"",""E01013200"",""Total"",1279,637,642,1279,0,8,23.79,53.8"
"""2011"",""North East Lincolnshire 011A"",""E01013159"",""Total"",1489,779,710,1489,0,9,19.52,76.3"
"""2011"",""North East Lincolnshire 011B"",""E01013161"",""Total"",1429,716,713,1429,0,4,15.54,92.0"
"""2011"",""North East Lincolnshire 011C"",""E01013162"",""Total"",1608,857,751,1602,6,11,16.80,95.7"
"""2011"",""North East Lincolnshire 011D"",""E01013165"",""Total"",1346,699,647,1346,0,6,26.06,51.7"
"""2011"",""North East Lincolnshire 012A"",""E01013158"",""Total"",1465,709,756,1465,0,10,38.58,38.0"
"""2011"",""North East Lincolnshire 012B"",""E01013160"",""Total"",1483,740,743,1483,0,9,53.26,27.8"
"""2011"",""North East Lincolnshire 012C"",""E01013163"",""Total"",1324,679,645,1316,8,8,123.93,10.7"
"""2011"",""North East Lincolnshire 012D"",""E01013164"",""Total"",1869,895,974,1745,124,8,76.76,24.3"
"""2011"",""North East Lincolnshire 012E"",""E01013197"",""Total"",1285,621,664,1285,0,4,20.84,61.7"
"""2011"",""North East Lincolnshire 013A"",""E01013149"",""Total"",1152,568,584,1152,0,5,35.18,32.7"
"""2011"",""North East Lincolnshire 013B"",""E01013150"",""Total"",1324,646,678,1324,0,14,25.56,51.8"
"""2011"",""North East Lincolnshire 013C"",""E01013227"",""Total"",1618,767,851,1618,0,7,31.70,51.0"
"""2011"",""North East Lincolnshire 013D"",""E01013228"",""Total"",1573,783,790,1573,0,8,72.60,21.7"
"""2011"",""North East Lincolnshire 013E"",""E01013229"",""Total"",1494,729,765,1494,0,9,24.08,62.0"
"""2011"",""North East Lincolnshire 014A"",""E01013131"",""Total"",1529,715,814,1510,19,9,18.00,84.9"
"""2011"",""North East Lincolnshire 014B"",""E01013132"",""Total"",1465,731,734,1465,0,7,28.14,52.1"
"""2011"",""North East Lincolnshire 014C"",""E01013133"",""Total"",1530,727,803,1528,2,7,16.39,93.3"
"""2011"",""North East Lincolnshire 014D"",""E01013134"",""Total"",1450,659,791,1449,1,7,27.79,52.2"
"""2011"",""North East Lincolnshire 015A"",""E01013206"",""Total"",1351,640,711,1351,0,9,28.53,47.4"
"""2011"",""North East Lincolnshire 015B"",""E01013207"",""Total"",1345,639,706,1345,0,14,39.41,34.1"
"""2011"",""North East Lincolnshire 015C"",""E01013211"",""Total"",1512,739,773,1512,0,8,47.59,31.8"
"""2011"",""North East Lincolnshire 015D"",""E01013212"",""Total"",1396,677,719,1351,45,8,25.14,55.5"
"""2011"",""North East Lincolnshire 016A"",""E01013181"",""Total"",1541,790,751,1541,0,16,13.93,110.6"
"""2011"",""North East Lincolnshire 016B"",""E01013182"",""Total"",1532,744,788,1383,149,17,68.61,22.3"
"""2011"",""North East Lincolnshire 016C"",""E01013183"",""Total"",1560,780,780,1548,12,14,81.21,19.2"
"""2011"",""North East Lincolnshire 016D"",""E01013184"",""Total"",1573,806,767,1449,124,20,30.15,52.2"
"""2011"",""North East Lincolnshire 016E"",""E01013185"",""Total"",1616,780,836,1592,24,29,97.33,16.6"
"""2011"",""North East Lincolnshire 016F"",""E01013186"",""Total"",1378,673,705,1297,81,32,50.34,27.4"
"""2011"",""North East Lincolnshire 017A"",""E01013129"",""Total"",1533,790,743,1490,43,5,25.08,61.1"
"""2011"",""North East Lincolnshire 017B"",""E01013151"",""Total"",1262,617,645,1260,2,19,78.06,16.2"
"""2011"",""North East Lincolnshire 017C"",""E01013152"",""Total"",1505,739,766,1454,51,11,35.09,42.9"
"""2011"",""North East Lincolnshire 017D"",""E01013155"",""Total"",1393,672,721,1393,0,18,35.00,39.8"
"""2011"",""North East Lincolnshire 018A"",""E01013130"",""Total"",1375,653,722,1375,0,11,38.27,35.9"
"""2011"",""North East Lincolnshire 018B"",""E01013135"",""Total"",1439,675,764,1439,0,3,42.20,34.1"
"""2011"",""North East Lincolnshire 018C"",""E01013154"",""Total"",1396,702,694,1396,0,16,36.37,38.4"
"""2011"",""North East Lincolnshire 018D"",""E01013156"",""Total"",1250,542,708,1250,0,4,56.59,22.1"
"""2011"",""North East Lincolnshire 019A"",""E01013204"",""Total"",1415,675,740,1398,17,7,44.76,31.6"
"""2011"",""North East Lincolnshire 019B"",""E01013205"",""Total"",1362,636,726,1337,25,9,18.67,73.0"
"""2011"",""North East Lincolnshire 019C"",""E01013208"",""Total"",1418,670,748,1418,0,4,21.06,67.3"
"""2011"",""North East Lincolnshire 019D"",""E01013209"",""Total"",1483,729,754,1483,0,6,39.04,38.0"
"""2011"",""North East Lincolnshire 019E"",""E01013210"",""Total"",1446,684,762,1446,0,8,22.13,65.3"
"""2011"",""North East Lincolnshire 020A"",""E01013153"",""Total"",1332,631,701,1332,0,10,179.66,7.4"
"""2011"",""North East Lincolnshire 020B"",""E01013157"",""Total"",1864,877,987,1847,17,31,55.57,33.5"
"""2011"",""North East Lincolnshire 020C"",""E01013166"",""Total"",1589,766,823,1552,37,14,39.33,40.4"
"""2011"",""North East Lincolnshire 020D"",""E01013167"",""Total"",1787,904,883,1748,39,25,530.95,3.4"
"""2011"",""North East Lincolnshire 020E"",""E01013169"",""Total"",1049,498,551,1049,0,12,61.33,17.1"
"""2011"",""North East Lincolnshire 021A"",""E01013189"",""Total"",1480,712,768,1434,46,20,38.65,38.3"
"""2011"",""North East Lincolnshire 021B"",""E01013190"",""Total"",2822,1387,1435,2822,0,29,103.73,27.2"
"""2011"",""North East Lincolnshire 021C"",""E01013191"",""Total"",1584,758,826,1540,44,19,67.92,23.3"
"""2011"",""North East Lincolnshire 021D"",""E01013192"",""Total"",1485,724,761,1485,0,6,34.97,42.5"
"""2011"",""North East Lincolnshire 021E"",""E01013194"",""Total"",1461,690,771,1461,0,14,35.34,41.3"
"""2011"",""North East Lincolnshire 022A"",""E01013168"",""Total"",1658,829,829,1618,40,29,343.96,4.8"
"""2011"",""North East Lincolnshire 022B"",""E01013170"",""Total"",1508,721,787,1508,0,27,222.07,6.8"
"""2011"",""North East Lincolnshire 022C"",""E01013171"",""Total"",1776,894,882,1776,0,31,197.06,9.0"
"""2011"",""North East Lincolnshire 022D"",""E01013172"",""Total"",1481,702,779,1467,14,12,90.54,16.4"
"""2011"",""North East Lincolnshire 022E"",""E01013193"",""Total"",1576,768,808,1576,0,17,47.56,33.1"
"""2011"",""North East Lincolnshire 023A"",""E01013213"",""Total"",1225,552,673,1163,62,7,69.61,17.6"
"""2011"",""North East Lincolnshire 023B"",""E01013214"",""Total"",1441,710,731,1441,0,28,1114.52,1.3"
"""2011"",""North East Lincolnshire 023C"",""E01013215"",""Total"",1608,765,843,1518,90,33,462.56,3.5"
"""2011"",""North East Lincolnshire 023D"",""E01013216"",""Total"",1301,639,662,1301,0,24,50.90,25.6"
"""2011"",""North East Lincolnshire 023E"",""E01013217"",""Total"",1442,727,715,1438,4,21,44.67,32.3"
"""2011"",""North East Lincolnshire 023F"",""E01013225"",""Total"",1086,499,587,1008,78,32,5253.66,0.2"
"""2011"",""North Lincolnshire 001A"",""E01013254"",""Total"",1706,818,888,1679,27,14,236.44,7.2"
"""2011"",""North Lincolnshire 001B"",""E01013255"",""Total"",1678,802,876,1634,44,11,72.27,23.2"
"""2011"",""North Lincolnshire 001C"",""E01013256"",""Total"",2479,1249,1230,2460,19,24,100.97,24.6"
"""2011"",""North Lincolnshire 001D"",""E01013257"",""Total"",1788,886,902,1788,0,30,1917.37,0.9"
"""2011"",""North Lincolnshire 001E"",""E01013258"",""Total"",1699,825,874,1699,0,18,61.15,27.8"
"""2011"",""North Lincolnshire 001F"",""E01013259"",""Total"",1716,800,916,1703,13,12,174.70,9.8"
"""2011"",""North Lincolnshire 002A"",""E01013303"",""Total"",1292,660,632,1292,0,19,2056.25,0.6"
"""2011"",""North Lincolnshire 002B"",""E01013304"",""Total"",1614,806,808,1614,0,21,402.02,4.0"
"""2011"",""North Lincolnshire 002C"",""E01013305"",""Total"",1636,829,807,1596,40,21,1622.53,1.0"
"""2011"",""North Lincolnshire 002D"",""E01013307"",""Total"",1740,841,899,1704,36,14,284.24,6.1"
"""2011"",""North Lincolnshire 003A"",""E01013288"",""Total"",1579,808,771,1579,0,22,273.08,5.8"
"""2011"",""North Lincolnshire 003B"",""E01013291"",""Total"",1595,780,815,1591,4,7,336.82,4.7"
"""2011"",""North Lincolnshire 003C"",""E01013292"",""Total"",1725,845,880,1708,17,14,934.85,1.8"
"""2011"",""North Lincolnshire 003D"",""E01013294"",""Total"",1552,780,772,1552,0,24,2662.69,0.6"
"""2011"",""North Lincolnshire 004A"",""E01013270"",""Total"",1929,934,995,1914,15,26,1778.44,1.1"
"""2011"",""North Lincolnshire 004B"",""E01013306"",""Total"",1544,762,782,1544,0,17,4523.72,0.3"
"""2011"",""North Lincolnshire 004C"",""E01013308"",""Total"",1742,865,877,1742,0,13,2434.48,0.7"
"""2011"",""North Lincolnshire 004D"",""E01013309"",""Total"",1586,765,821,1586,0,17,2763.66,0.6"
"""2011"",""North Lincolnshire 005A"",""E01013286"",""Total"",2329,1129,1200,2309,20,18,757.92,3.1"
"""2011"",""North Lincolnshire 005B"",""E01013287"",""Total"",1487,746,741,1461,26,14,888.04,1.7"
"""2011"",""North Lincolnshire 005C"",""E01013289"",""Total"",1664,824,840,1639,25,17,1356.66,1.2"
"""2011"",""North Lincolnshire 005D"",""E01013290"",""Total"",1662,827,835,1644,18,24,2570.79,0.6"
"""2011"",""North Lincolnshire 005E"",""E01013293"",""Total"",1549,776,773,1549,0,16,101.96,15.2"
"""2011"",""North Lincolnshire 006A"",""E01013245"",""Total"",1488,750,738,1488,0,6,106.39,14.0"
"""2011"",""North Lincolnshire 006B"",""E01013246"",""Total"",1530,787,743,1530,0,8,4499.79,0.3"
"""2011"",""North Lincolnshire 006C"",""E01013247"",""Total"",1756,874,882,1740,16,33,4202.86,0.4"
"""2011"",""North Lincolnshire 006D"",""E01013248"",""Total"",1779,904,875,1747,32,37,393.63,4.5"
"""2011"",""North Lincolnshire 006E"",""E01013249"",""Total"",1735,872,863,1735,0,14,120.86,14.4"
"""2011"",""North Lincolnshire 007A"",""E01013297"",""Total"",2193,1112,1081,2138,55,14,439.71,5.0"
"""2011"",""North Lincolnshire 007B"",""E01013300"",""Total"",1707,887,820,1671,36,11,90.82,18.8"
"""2011"",""North Lincolnshire 007C"",""E01013302"",""Total"",1465,753,712,1419,46,28,114.59,12.8"
"""2011"",""North Lincolnshire 007D"",""E01013331"",""Total"",1673,864,809,1673,0,11,335.58,5.0"
"""2011"",""North Lincolnshire 008A"",""E01013296"",""Total"",1655,876,779,1633,22,8,17.78,93.1"
"""2011"",""North Lincolnshire 008B"",""E01013298"",""Total"",1605,798,807,1605,0,13,29.21,54.9"
"""2011"",""North Lincolnshire 008C"",""E01013299"",""Total"",1640,798,842,1640,0,5,32.63,50.3"
"""2011"",""North Lincolnshire 008D"",""E01013330"",""Total"",1745,914,831,1695,50,5,49.29,35.4"
"""2011"",""North Lincolnshire 008E"",""E01013332"",""Total"",1877,963,914,1863,14,25,28.64,65.5"
"""2011"",""North Lincolnshire 009A"",""E01013295"",""Total"",1385,680,705,1385,0,11,36.44,38.0"
"""2011"",""North Lincolnshire 009B"",""E01013301"",""Total"",1616,794,822,1616,0,13,45.56,35.5"
"""2011"",""North Lincolnshire 009C"",""E01013333"",""Total"",1631,853,778,1631,0,26,37.23,43.8"
"""2011"",""North Lincolnshire 009D"",""E01013334"",""Total"",1556,778,778,1556,0,12,68.02,22.9"
"""2011"",""North Lincolnshire 010A"",""E01013310"",""Total"",1481,717,764,1481,0,14,581.31,2.5"
"""2011"",""North Lincolnshire 010B"",""E01013312"",""Total"",1798,867,931,1798,0,9,39.30,45.8"
"""2011"",""North Lincolnshire 010C"",""E01013313"",""Total"",1554,766,788,1552,2,12,310.76,5.0"
"""2011"",""North Lincolnshire 010D"",""E01013314"",""Total"",1516,776,740,1516,0,14,44.23,34.3"
"""2011"",""North Lincolnshire 011A"",""E01013267"",""Total"",1253,624,629,1226,27,25,3577.77,0.4"
"""2011"",""North Lincolnshire 011B"",""E01013268"",""Total"",1262,600,662,1259,3,24,2933.96,0.4"
"""2011"",""North Lincolnshire 011C"",""E01013269"",""Total"",1752,886,866,1738,14,31,1123.66,1.6"
"""2011"",""North Lincolnshire 011D"",""E01013271"",""Total"",1923,927,996,1891,32,23,111.82,17.2"
"""2011"",""North Lincolnshire 011E"",""E01013272"",""Total"",1675,841,834,1621,54,15,127.12,13.2"
"""2011"",""North Lincolnshire 011F"",""E01013273"",""Total"",1745,842,903,1702,43,20,98.03,17.8"
"""2011"",""North Lincolnshire 012A"",""E01013279"",""Total"",1474,706,768,1427,47,7,33.21,44.4"
"""2011"",""North Lincolnshire 012B"",""E01013285"",""Total"",1262,633,629,1262,0,9,74.69,16.9"
"""2011"",""North Lincolnshire 012C"",""E01013316"",""Total"",1456,735,721,1437,19,41,101.74,14.3"
"""2011"",""North Lincolnshire 012D"",""E01013321"",""Total"",1684,827,857,1647,37,19,94.26,17.9"
