"""date"",""geography"",""geography code"",""Rural Urban"",""Variable: All usual residents; measures: Value"",""Variable: Males; measures: Value"",""Variable: Females; measures: Value"",""Variable: Lives in a household; measures: Value"",""Variable: Lives in a communal establishment; measures: Value"",""Variable: Schoolchild or full-time student aged 4 and over at their non term-time address; measures: Value"",""Variable: Area (Hectares); measures: Value"",""Variable: Density (number of persons per hectare); measures: Value"""
"""2011"",""County Durham 036C"",""E01020767"",""Total"",1961,948,1013,1914,47,11,123.71,15.9"
"""2011"",""County Durham 036D"",""E01020768"",""Total"",1591,809,782,1591,0,7,75.09,21.2"
"""2011"",""County Durham 035A"",""E01020733"",""Total"",1251,585,666,1251,0,11,24.73,50.6"
"""2011"",""County Durham 035B"",""E01020734"",""Total"",1225,554,671,1225,0,5,43.72,28.0"
"""2011"",""County Durham 035C"",""E01020735"",""Total"",1416,685,731,1416,0,7,24.82,57.1"
"""2011"",""County Durham 035D"",""E01020770"",""Total"",1228,577,651,1228,0,6,40.98,30.0"
"""2011"",""County Durham 035E"",""E01020771"",""Total"",1050,516,534,1049,1,6,33.32,31.5"
"""2011"",""County Durham 035F"",""E01020780"",""Total"",1167,565,602,1167,0,11,48.43,24.1"
"""2011"",""County Durham 037A"",""E01020746"",""Total"",1179,575,604,1101,78,11,55.04,21.4"
"""2011"",""County Durham 037B"",""E01020769"",""Total"",1268,630,638,1268,0,4,40.44,31.4"
"""2011"",""County Durham 037C"",""E01020777"",""Total"",1472,698,774,1467,5,3,53.03,27.8"
"""2011"",""County Durham 037D"",""E01020778"",""Total"",1196,606,590,1196,0,14,83.64,14.3"
"""2011"",""County Durham 037E"",""E01020779"",""Total"",1657,823,834,1657,0,18,89.63,18.5"
"""2011"",""County Durham 039A"",""E01020736"",""Total"",1204,590,614,1204,0,4,358.51,3.4"
"""2011"",""County Durham 039B"",""E01020737"",""Total"",1395,652,743,1355,40,12,256.54,5.4"
"""2011"",""County Durham 039C"",""E01020738"",""Total"",1013,495,518,1013,0,8,84.38,12.0"
"""2011"",""County Durham 039D"",""E01020739"",""Total"",1325,638,687,1325,0,4,20.00,66.2"
"""2011"",""County Durham 039E"",""E01020744"",""Total"",1007,512,495,1007,0,8,89.19,11.3"
"""2011"",""County Durham 040A"",""E01020788"",""Total"",1538,770,768,1530,8,6,223.58,6.9"
"""2011"",""County Durham 040B"",""E01020789"",""Total"",1436,706,730,1398,38,3,436.52,3.3"
"""2011"",""County Durham 040C"",""E01020790"",""Total"",1328,664,664,1328,0,11,344.54,3.9"
"""2011"",""County Durham 040D"",""E01020791"",""Total"",1299,652,647,1299,0,7,50.28,25.8"
"""2011"",""County Durham 040E"",""E01020792"",""Total"",1484,723,761,1431,53,6,201.76,7.4"
"""2011"",""County Durham 043A"",""E01020772"",""Total"",2001,995,1006,1993,8,17,2532.50,0.8"
"""2011"",""County Durham 043B"",""E01020793"",""Total"",1707,833,874,1707,0,6,128.73,13.3"
"""2011"",""County Durham 043C"",""E01020794"",""Total"",1780,877,903,1780,0,17,118.19,15.1"
"""2011"",""County Durham 043D"",""E01020795"",""Total"",1790,835,955,1770,20,18,1188.18,1.5"
"""2011"",""County Durham 047A"",""E01020817"",""Total"",1279,646,633,1279,0,12,70.84,18.1"
"""2011"",""County Durham 047B"",""E01020818"",""Total"",1477,734,743,1477,0,10,48.44,30.5"
"""2011"",""County Durham 047C"",""E01020819"",""Total"",1078,528,550,1078,0,4,21.72,49.6"
"""2011"",""County Durham 047D"",""E01020837"",""Total"",1734,857,877,1734,0,22,34.55,50.2"
"""2011"",""County Durham 047E"",""E01020843"",""Total"",1613,805,808,1613,0,16,494.51,3.3"
"""2011"",""County Durham 048A"",""E01020809"",""Total"",1435,691,744,1435,0,4,373.29,3.8"
"""2011"",""County Durham 048B"",""E01020810"",""Total"",1310,637,673,1310,0,8,945.80,1.4"
"""2011"",""County Durham 048C"",""E01020811"",""Total"",1278,611,667,1278,0,17,46.47,27.5"
"""2011"",""County Durham 048D"",""E01020812"",""Total"",1523,747,776,1523,0,17,241.47,6.3"
"""2011"",""County Durham 048E"",""E01020827"",""Total"",1824,900,924,1805,19,12,410.13,4.4"
"""2011"",""County Durham 049A"",""E01020806"",""Total"",1437,695,742,1416,21,12,342.71,4.2"
"""2011"",""County Durham 049B"",""E01020807"",""Total"",1323,660,663,1323,0,5,22.34,59.2"
"""2011"",""County Durham 049C"",""E01020820"",""Total"",1516,720,796,1516,0,10,172.43,8.8"
"""2011"",""County Durham 049D"",""E01020842"",""Total"",2013,956,1057,2013,0,23,115.17,17.5"
"""2011"",""County Durham 050A"",""E01020797"",""Total"",2501,1238,1263,2467,34,14,672.69,3.7"
"""2011"",""County Durham 050B"",""E01020798"",""Total"",1484,684,800,1484,0,5,39.12,37.9"
"""2011"",""County Durham 050C"",""E01020799"",""Total"",1470,717,753,1470,0,10,26.28,55.9"
"""2011"",""County Durham 050D"",""E01020808"",""Total"",1421,712,709,1371,50,8,348.15,4.1"
"""2011"",""County Durham 052A"",""E01020821"",""Total"",1872,926,946,1870,2,16,767.45,2.4"
"""2011"",""County Durham 052B"",""E01020822"",""Total"",1834,922,912,1834,0,24,894.62,2.1"
"""2011"",""County Durham 052C"",""E01020823"",""Total"",1769,872,897,1764,5,8,33.98,52.1"
"""2011"",""County Durham 052D"",""E01020835"",""Total"",1664,812,852,1626,38,14,58.26,28.6"
"""2011"",""County Durham 052E"",""E01020836"",""Total"",1967,967,1000,1964,3,11,336.21,5.9"
"""2011"",""County Durham 053B"",""E01020803"",""Total"",1975,991,984,1939,36,17,1357.57,1.5"
"""2011"",""County Durham 053D"",""E01020805"",""Total"",1981,928,1053,1981,0,16,55.86,35.5"
"""2011"",""County Durham 053E"",""E01033203"",""Total"",2805,1389,1416,2805,0,15,444.20,6.3"
"""2011"",""County Durham 054A"",""E01020796"",""Total"",1275,609,666,1275,0,18,1015.40,1.3"
"""2011"",""County Durham 054B"",""E01020828"",""Total"",1651,820,831,1600,51,28,8190.17,0.2"
"""2011"",""County Durham 054C"",""E01020829"",""Total"",2443,1221,1222,2436,7,36,170.04,14.4"
"""2011"",""County Durham 054D"",""E01020830"",""Total"",1510,721,789,1510,0,16,97.94,15.4"
"""2011"",""County Durham 059A"",""E01020801"",""Total"",1548,756,792,1544,4,17,41.81,37.0"
"""2011"",""County Durham 059B"",""E01020802"",""Total"",2105,1021,1084,1989,116,10,613.31,3.4"
"""2011"",""County Durham 059C"",""E01020838"",""Total"",1730,885,845,1730,0,11,470.61,3.7"
"""2011"",""County Durham 059D"",""E01020839"",""Total"",1637,789,848,1637,0,6,78.10,21.0"
"""2011"",""County Durham 059E"",""E01020840"",""Total"",1580,783,797,1576,4,12,199.11,7.9"
"""2011"",""County Durham 059F"",""E01020841"",""Total"",1763,833,930,1763,0,11,35.70,49.4"
"""2011"",""County Durham 060A"",""E01020813"",""Total"",1245,629,616,1245,0,20,41.17,30.2"
"""2011"",""County Durham 060B"",""E01020814"",""Total"",1465,717,748,1412,53,20,38.65,37.9"
"""2011"",""County Durham 060C"",""E01020815"",""Total"",1218,597,621,1218,0,14,362.97,3.4"
"""2011"",""County Durham 060D"",""E01020848"",""Total"",1142,550,592,1113,29,15,31.50,36.3"
"""2011"",""County Durham 060E"",""E01020850"",""Total"",1926,984,942,1926,0,37,97.24,19.8"
"""2011"",""County Durham 060F"",""E01020851"",""Total"",1421,700,721,1421,0,21,109.96,12.9"
"""2011"",""County Durham 061A"",""E01020816"",""Total"",1529,732,797,1472,57,20,46.49,32.9"
"""2011"",""County Durham 061B"",""E01020844"",""Total"",1584,788,796,1584,0,11,36.50,43.4"
"""2011"",""County Durham 061C"",""E01020847"",""Total"",1568,739,829,1568,0,13,32.24,48.6"
"""2011"",""County Durham 061D"",""E01020849"",""Total"",1286,611,675,1215,71,4,33.27,38.7"
"""2011"",""County Durham 062A"",""E01020825"",""Total"",1569,762,807,1564,5,16,47.40,33.1"
"""2011"",""County Durham 062B"",""E01020831"",""Total"",1439,642,797,1399,40,11,41.79,34.4"
"""2011"",""County Durham 062C"",""E01020833"",""Total"",1236,608,628,1195,41,12,513.56,2.4"
"""2011"",""County Durham 062D"",""E01020834"",""Total"",1283,587,696,1283,0,5,28.50,45.0"
"""2011"",""County Durham 063A"",""E01020824"",""Total"",1544,706,838,1544,0,11,52.63,29.3"
"""2011"",""County Durham 063B"",""E01020826"",""Total"",1510,729,781,1510,0,18,727.25,2.1"
"""2011"",""County Durham 063C"",""E01020832"",""Total"",1392,669,723,1392,0,9,45.58,30.5"
"""2011"",""County Durham 063D"",""E01020845"",""Total"",1351,632,719,1351,0,11,31.29,43.2"
"""2011"",""County Durham 063E"",""E01020846"",""Total"",1237,611,626,1237,0,19,132.11,9.4"
"""2011"",""County Durham 064A"",""E01020856"",""Total"",1531,767,764,1530,1,9,650.03,2.4"
"""2011"",""County Durham 064B"",""E01020858"",""Total"",1062,532,530,1028,34,17,582.22,1.8"
"""2011"",""County Durham 064C"",""E01020859"",""Total"",1228,573,655,1208,20,15,1575.05,0.8"
"""2011"",""County Durham 064D"",""E01020860"",""Total"",1056,522,534,1008,48,6,106.75,9.9"
"""2011"",""County Durham 064E"",""E01020861"",""Total"",1169,555,614,1169,0,7,1892.28,0.6"
"""2011"",""County Durham 064F"",""E01020862"",""Total"",2391,1164,1227,2391,0,32,4610.16,0.5"
"""2011"",""County Durham 064G"",""E01020864"",""Total"",2068,1059,1009,2068,0,18,8797.41,0.2"
"""2011"",""County Durham 064H"",""E01020867"",""Total"",2254,1090,1164,2206,48,33,6864.67,0.3"
"""2011"",""County Durham 065A"",""E01020857"",""Total"",1522,744,778,1520,2,27,11345.21,0.1"
"""2011"",""County Durham 065B"",""E01020863"",""Total"",1390,699,691,1385,5,33,16734.54,0.1"
"""2011"",""County Durham 065C"",""E01020865"",""Total"",1328,652,676,1324,4,26,16455.71,0.1"
"""2011"",""County Durham 065D"",""E01020866"",""Total"",1001,500,501,996,5,14,13085.42,0.1"
"""2011"",""County Durham 066A"",""E01020852"",""Total"",1676,823,853,1494,182,18,66.82,25.1"
"""2011"",""County Durham 066B"",""E01020853"",""Total"",1528,697,831,1426,102,24,306.52,5.0"
"""2011"",""County Durham 066C"",""E01020854"",""Total"",2632,1505,1127,2118,514,46,492.42,5.3"
"""2011"",""County Durham 066D"",""E01020855"",""Total"",1204,560,644,1202,2,29,47.52,25.3"
"""2011"",""County Durham 042A"",""E01020889"",""Total"",1481,732,749,1478,3,22,10357.00,0.1"
"""2011"",""County Durham 042B"",""E01020890"",""Total"",1777,902,875,1733,44,19,3621.79,0.5"
"""2011"",""County Durham 042C"",""E01020891"",""Total"",1612,805,807,1612,0,35,16729.42,0.1"
"""2011"",""County Durham 042D"",""E01020905"",""Total"",1530,731,799,1530,0,24,177.55,8.6"
"""2011"",""County Durham 042E"",""E01020906"",""Total"",1663,797,866,1663,0,31,8707.00,0.2"
"""2011"",""County Durham 045A"",""E01020876"",""Total"",1738,848,890,1733,5,14,467.69,3.7"
"""2011"",""County Durham 045B"",""E01020878"",""Total"",1721,849,872,1721,0,16,51.41,33.5"
"""2011"",""County Durham 045C"",""E01020887"",""Total"",1883,970,913,1881,2,12,571.19,3.3"
"""2011"",""County Durham 045D"",""E01020892"",""Total"",1104,543,561,1104,0,6,107.31,10.3"
"""2011"",""County Durham 045E"",""E01020894"",""Total"",1251,617,634,1219,32,8,1274.37,1.0"
"""2011"",""County Durham 045F"",""E01020898"",""Total"",1531,698,833,1531,0,6,38.44,39.8"
"""2011"",""County Durham 046A"",""E01020877"",""Total"",1562,764,798,1502,60,12,45.53,34.3"
"""2011"",""County Durham 046B"",""E01020879"",""Total"",2146,1037,1109,2146,0,22,122.43,17.5"
"""2011"",""County Durham 046C"",""E01020893"",""Total"",1695,819,876,1637,58,11,992.31,1.7"
"""2011"",""County Durham 046D"",""E01020899"",""Total"",1292,651,641,1292,0,14,398.42,3.2"
"""2011"",""County Durham 046E"",""E01020903"",""Total"",1164,589,575,1157,7,10,1104.39,1.1"
"""2011"",""County Durham 046F"",""E01020904"",""Total"",1755,860,895,1755,0,16,298.83,5.9"
"""2011"",""County Durham 051A"",""E01020873"",""Total"",1453,701,752,1453,0,8,66.50,21.8"
"""2011"",""County Durham 051B"",""E01020875"",""Total"",1301,647,654,1301,0,2,1156.98,1.1"
"""2011"",""County Durham 051C"",""E01020900"",""Total"",1409,705,704,1407,2,25,118.26,11.9"
"""2011"",""County Durham 051D"",""E01020901"",""Total"",1414,697,717,1300,114,6,53.68,26.3"
"""2011"",""County Durham 051E"",""E01020902"",""Total"",1448,703,745,1448,0,7,76.60,18.9"
"""2011"",""County Durham 055A"",""E01020868"",""Total"",1785,855,930,1756,29,23,180.93,9.9"
"""2011"",""County Durham 055B"",""E01020869"",""Total"",1396,689,707,1360,36,15,252.59,5.5"
"""2011"",""County Durham 055C"",""E01020874"",""Total"",1468,752,716,1438,30,7,194.48,7.5"
"""2011"",""County Durham 055D"",""E01020880"",""Total"",1561,781,780,1561,0,5,275.41,5.7"
"""2011"",""County Durham 055E"",""E01020881"",""Total"",1356,645,711,1290,66,18,138.80,9.8"
"""2011"",""County Durham 056A"",""E01020870"",""Total"",1360,652,708,1360,0,21,48.28,28.2"
"""2011"",""County Durham 056B"",""E01020871"",""Total"",1411,663,748,1411,0,14,23.01,61.3"
"""2011"",""County Durham 056C"",""E01020872"",""Total"",1808,825,983,1692,116,17,74.37,24.3"
"""2011"",""County Durham 056D"",""E01020883"",""Total"",1711,825,886,1711,0,28,81.56,21.0"
"""2011"",""County Durham 056E"",""E01020886"",""Total"",1259,595,664,1257,2,13,18.90,66.6"
"""2011"",""County Durham 057A"",""E01020882"",""Total"",1460,744,716,1460,0,31,586.84,2.5"
"""2011"",""County Durham 057B"",""E01020888"",""Total"",1957,974,983,1957,0,16,1195.29,1.6"
"""2011"",""County Durham 057C"",""E01020895"",""Total"",1485,705,780,1457,28,5,77.45,19.2"
"""2011"",""County Durham 057D"",""E01020896"",""Total"",1380,663,717,1380,0,16,35.99,38.3"
"""2011"",""County Durham 057E"",""E01020897"",""Total"",2473,1190,1283,2443,30,14,365.51,6.8"
"""2011"",""County Durham 058A"",""E01020884"",""Total"",1417,637,780,1365,52,4,26.33,53.8"
"""2011"",""County Durham 058B"",""E01020885"",""Total"",1143,558,585,1143,0,11,34.56,33.1"
"""2011"",""County Durham 058C"",""E01020907"",""Total"",1608,758,850,1608,0,13,58.45,27.5"
"""2011"",""County Durham 058D"",""E01020908"",""Total"",1404,664,740,1404,0,9,57.17,24.6"
"""2011"",""County Durham 058E"",""E01020909"",""Total"",1685,780,905,1681,4,11,32.98,51.1"
"""2011"",""Hartlepool 001A"",""E01011954"",""Total"",2171,1019,1152,2171,0,10,42.04,51.6"
"""2011"",""Hartlepool 001B"",""E01011969"",""Total"",1373,686,687,1373,0,17,89.13,15.4"
"""2011"",""Hartlepool 001C"",""E01011970"",""Total"",1156,578,578,1156,0,11,36.72,31.5"
"""2011"",""Hartlepool 001D"",""E01011971"",""Total"",1452,698,754,1452,0,19,21.87,66.4"
"""2011"",""Hartlepool 001F"",""E01033465"",""Total"",1754,852,902,1754,0,7,45.34,38.7"
"""2011"",""Hartlepool 001G"",""E01033467"",""Total"",1178,528,650,1178,0,5,41.00,28.7"
"""2011"",""Hartlepool 002A"",""E01011952"",""Total"",1670,766,904,1581,89,9,46.41,36.0"
"""2011"",""Hartlepool 002B"",""E01011953"",""Total"",1886,924,962,1886,0,13,88.33,21.4"
"""2011"",""Hartlepool 002C"",""E01011991"",""Total"",1830,918,912,1821,9,18,33.96,53.9"
"""2011"",""Hartlepool 002D"",""E01011992"",""Total"",1582,791,791,1582,0,8,134.25,11.8"
"""2011"",""Hartlepool 002E"",""E01011993"",""Total"",1775,889,886,1775,0,8,60.54,29.3"
"""2011"",""Hartlepool 002F"",""E01011994"",""Total"",1573,782,791,1478,95,2,113.13,13.9"
"""2011"",""Hartlepool 003A"",""E01011955"",""Total"",1366,677,689,1357,9,5,28.90,47.3"
"""2011"",""Hartlepool 003C"",""E01011957"",""Total"",1317,666,651,1317,0,2,25.79,51.1"
"""2011"",""Hartlepool 003G"",""E01032540"",""Total"",999,470,529,999,0,4,29.67,33.7"
"""2011"",""Hartlepool 003H"",""E01032541"",""Total"",2171,1022,1149,2138,33,9,62.30,34.8"
"""2011"",""Hartlepool 003I"",""E01033466"",""Total"",1982,938,1044,1982,0,11,32.84,60.4"
"""2011"",""Hartlepool 005A"",""E01011973"",""Total"",1320,683,637,1320,0,4,15.94,82.8"
"""2011"",""Hartlepool 005B"",""E01011974"",""Total"",1687,897,790,1684,3,14,86.46,19.5"
"""2011"",""Hartlepool 005C"",""E01011975"",""Total"",1324,637,687,1324,0,10,11.05,119.8"
"""2011"",""Hartlepool 005D"",""E01011976"",""Total"",1026,537,489,1026,0,4,11.84,86.7"
"""2011"",""Hartlepool 006A"",""E01011965"",""Total"",1649,796,853,1621,28,41,36.84,44.8"
"""2011"",""Hartlepool 006B"",""E01011966"",""Total"",1367,679,688,1363,4,21,18.60,73.5"
"""2011"",""Hartlepool 006C"",""E01011983"",""Total"",1716,826,890,1666,50,37,89.31,19.2"
"""2011"",""Hartlepool 006D"",""E01012002"",""Total"",1378,659,719,1378,0,13,29.30,47.0"
"""2011"",""Hartlepool 007A"",""E01011951"",""Total"",1391,702,689,1391,0,5,20.86,66.7"
"""2011"",""Hartlepool 007B"",""E01011964"",""Total"",1489,755,734,1440,49,18,19.96,74.6"
"""2011"",""Hartlepool 007C"",""E01011967"",""Total"",1497,733,764,1461,36,10,14.86,100.7"
"""2011"",""Hartlepool 007D"",""E01011999"",""Total"",2191,1097,1094,2128,63,9,79.78,27.5"
"""2011"",""Hartlepool 007E"",""E01012000"",""Total"",1359,706,653,1357,2,4,51.93,26.2"
"""2011"",""Hartlepool 008A"",""E01011950"",""Total"",1452,730,722,1435,17,1,13.25,109.6"
"""2011"",""Hartlepool 008B"",""E01011986"",""Total"",1274,608,666,1274,0,10,25.50,50.0"
"""2011"",""Hartlepool 008C"",""E01011987"",""Total"",1402,662,740,1399,3,9,16.05,87.4"
"""2011"",""Hartlepool 008D"",""E01012001"",""Total"",1951,927,1024,1949,2,15,120.59,16.2"
"""2011"",""Hartlepool 009A"",""E01011949"",""Total"",1942,937,1005,1942,0,16,51.89,37.4"
"""2011"",""Hartlepool 009B"",""E01011980"",""Total"",1701,832,869,1701,0,10,80.80,21.1"
"""2011"",""Hartlepool 009C"",""E01011981"",""Total"",1666,772,894,1613,53,8,48.07,34.7"
"""2011"",""Hartlepool 009D"",""E01011984"",""Total"",1250,590,660,1250,0,12,50.74,24.6"
"""2011"",""Hartlepool 010A"",""E01011985"",""Total"",1169,572,597,1126,43,10,34.16,34.2"
"""2011"",""Hartlepool 010B"",""E01011988"",""Total"",1914,899,1015,1852,62,11,46.93,40.8"
"""2011"",""Hartlepool 010C"",""E01011989"",""Total"",1877,881,996,1877,0,14,269.18,7.0"
"""2011"",""Hartlepool 010D"",""E01011990"",""Total"",1724,824,900,1718,6,7,97.73,17.6"
"""2011"",""Hartlepool 011A"",""E01011995"",""Total"",1429,695,734,1429,0,20,26.48,54.0"
"""2011"",""Hartlepool 011B"",""E01011996"",""Total"",1518,756,762,1420,98,13,34.43,44.1"
"""2011"",""Hartlepool 011C"",""E01011997"",""Total"",2041,986,1055,2041,0,19,147.81,13.8"
"""2011"",""Hartlepool 011D"",""E01011998"",""Total"",1470,705,765,1436,34,22,1025.06,1.4"
"""2011"",""Hartlepool 012A"",""E01011961"",""Total"",1442,694,748,1442,0,12,31.81,45.3"
"""2011"",""Hartlepool 012B"",""E01011962"",""Total"",1456,668,788,1456,0,1,26.70,54.5"
"""2011"",""Hartlepool 012C"",""E01011977"",""Total"",1748,844,904,1748,0,4,34.08,51.3"
"""2011"",""Hartlepool 012D"",""E01011978"",""Total"",1557,758,799,1508,49,8,39.79,39.1"
"""2011"",""Hartlepool 012E"",""E01011979"",""Total"",1547,723,824,1521,26,14,21.25,72.8"
"""2011"",""Hartlepool 014A"",""E01011959"",""Total"",2061,1006,1055,2023,38,35,4120.92,0.5"
"""2011"",""Hartlepool 014B"",""E01011960"",""Total"",1394,688,706,1394,0,12,28.53,48.9"
"""2011"",""Hartlepool 014C"",""E01011963"",""Total"",1418,706,712,1418,0,26,29.20,48.6"
"""2011"",""Hartlepool 014D"",""E01011968"",""Total"",2132,1010,1122,2096,36,34,1172.10,1.8"
"""2011"",""Hartlepool 014E"",""E01011982"",""Total"",1300,639,661,1300,0,29,195.64,6.6"
"""2011"",""Hartlepool 014F"",""E01012003"",""Total"",1541,725,816,1541,0,26,134.96,11.4"
"""2011"",""Hartlepool 014G"",""E01012005"",""Total"",2023,1003,1020,2023,0,34,43.51,46.5"
"""2011"",""Middlesbrough 001A"",""E01012068"",""Total"",2369,1321,1048,1883,486,32,37.33,63.5"
"""2011"",""Middlesbrough 001D"",""E01012092"",""Total"",2191,1216,975,1623,568,32,24.55,89.2"
"""2011"",""Middlesbrough 001E"",""E01012093"",""Total"",1975,1066,909,1975,0,14,11.40,173.2"
"""2011"",""Middlesbrough 001F"",""E01012094"",""Total"",2574,1381,1193,2571,3,10,41.00,62.8"
"""2011"",""Middlesbrough 001G"",""E01033468"",""Total"",2537,1416,1121,2525,12,17,460.84,5.5"
"""2011"",""Middlesbrough 002A"",""E01012058"",""Total"",1625,818,807,1625,0,10,15.85,102.5"
"""2011"",""Middlesbrough 002B"",""E01012059"",""Total"",1497,710,787,1497,0,3,40.69,36.8"
"""2011"",""Middlesbrough 002C"",""E01012060"",""Total"",1683,761,922,1683,0,8,49.76,33.8"
"""2011"",""Middlesbrough 002D"",""E01012061"",""Total"",1463,689,774,1463,0,2,65.21,22.4"
"""2011"",""Middlesbrough 003A"",""E01012036"",""Total"",1534,820,714,1534,0,12,10.01,153.2"
"""2011"",""Middlesbrough 003B"",""E01012037"",""Total"",1540,814,726,1540,0,9,17.49,88.1"
"""2011"",""Middlesbrough 003C"",""E01012038"",""Total"",1506,777,729,1506,0,8,8.70,173.1"
"""2011"",""Middlesbrough 003D"",""E01012039"",""Total"",1510,901,609,1510,0,7,14.62,103.3"
"""2011"",""Middlesbrough 003E"",""E01012040"",""Total"",1466,739,727,1466,0,14,8.98,163.3"
"""2011"",""Middlesbrough 003F"",""E01012041"",""Total"",1028,542,486,1027,1,2,53.27,19.3"
"""2011"",""Middlesbrough 004A"",""E01012074"",""Total"",1550,732,818,1550,0,4,33.64,46.1"
"""2011"",""Middlesbrough 004B"",""E01012075"",""Total"",1605,694,911,1557,48,1,55.38,29.0"
"""2011"",""Middlesbrough 004C"",""E01012076"",""Total"",1551,654,897,1551,0,8,22.73,68.2"
"""2011"",""Middlesbrough 004D"",""E01012077"",""Total"",1363,631,732,1363,0,3,45.08,30.2"
"""2011"",""Middlesbrough 004E"",""E01012088"",""Total"",1447,663,784,1411,36,4,29.79,48.6"
"""2011"",""Middlesbrough 005A"",""E01012078"",""Total"",1453,724,729,1450,3,16,13.26,109.6"
"""2011"",""Middlesbrough 005B"",""E01012079"",""Total"",1443,700,743,1387,56,11,22.19,65.0"
"""2011"",""Middlesbrough 005C"",""E01012080"",""Total"",1269,626,643,1269,0,9,48.16,26.3"
"""2011"",""Middlesbrough 005D"",""E01012081"",""Total"",1754,872,882,1681,73,15,23.10,75.9"
"""2011"",""Middlesbrough 006A"",""E01012026"",""Total"",1594,791,803,1571,23,6,36.50,43.7"
"""2011"",""Middlesbrough 006B"",""E01012027"",""Total"",1754,833,921,1691,63,7,35.36,49.6"
"""2011"",""Middlesbrough 006E"",""E01033469"",""Total"",1998,982,1016,1998,0,8,46.36,43.1"
"""2011"",""Middlesbrough 007A"",""E01012015"",""Total"",1501,727,774,1501,0,3,23.57,63.7"
"""2011"",""Middlesbrough 007B"",""E01012016"",""Total"",1698,818,880,1650,48,8,48.09,35.3"
"""2011"",""Middlesbrough 007C"",""E01012017"",""Total"",1573,802,771,1573,0,6,35.64,44.1"
"""2011"",""Middlesbrough 007D"",""E01012089"",""Total"",1549,745,804,1549,0,3,38.07,40.7"
"""2011"",""Middlesbrough 007E"",""E01012090"",""Total"",1546,784,762,1546,0,2,31.77,48.7"
"""2011"",""Middlesbrough 007F"",""E01012091"",""Total"",1748,824,924,1740,8,2,49.64,35.2"
