"Accident_Index,Longitude,Latitude,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Date,Day_of_Week,1st_Road_Class,Road_Type,Speed_limit,Junction_Detail,2nd_Road_Class,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Hour,Two_Hour_Groupings,Time_of_Day,Was_Daylight,Was_Bad_Weather,Was_Road_Dry,log_Number_of_Casualties,log_Number_of_Vehicles,LSOA,population_per_hectare,bicycle_aadf,motorbike_aadf,car_aadf,bus_aadf,light_goods_vehicle_aadf,heavy_goods_vehicle_aadf,Road,RCat"
"201301EO40023,-0.107153,51.531744,Slight,2,1,2013-01-25,Friday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,14,2pm-4pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002727,140.2,2945.6,1198.4,5834.0,1358.4,1684.6,488.0,A401,PA"
"201301EO40024,-0.118018,51.558448,Slight,1,1,2013-01-24,Thursday,Unclassified,One way street,30.0,T or staggered junction,A,Darkness - lights lit,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,No,No,Yes,0.0,0.0,E01002731,141.3,939.0,719.2,11749.0,1188.0,2809.0,833.2,A503,PA"
"201301EO40025,-0.126099,51.551383,Slight,2,1,2013-01-24,Thursday,A,Single carriageway,30.0,Crossroads,Unclassified,Darkness - lighting unknown,Fine no high winds,Dry,Urban,23,10pm-12am,Night,No,No,Yes,0.0,0.6931471805599453,E01002764,134.2,1071.6,1379.0,14260.4,700.0,3440.0,502.8,A503,PA"
"201301EO40026,-0.080309,51.542639,Slight,2,1,2013-01-11,Friday,C,Single carriageway,30.0,Mini-roundabout,C,Darkness - lights lit,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,No,No,Yes,0.0,0.6931471805599453,E01001750,126.1,2672.6,831.8,9654.0,1587.0,2351.0,614.2,A104,PA"
"201301EO40027,-0.116314,51.536838,Slight,3,1,2013-01-29,Tuesday,C,Single carriageway,30.0,Crossroads,A,Daylight,Fine no high winds,Wet or damp,Urban,8,8am-10am,Morning,Yes,No,No,0.0,1.0986122886681098,E01002694,217.9,874.6,721.8,6619.0,969.2,1691.4,644.0,A5203,PA"
"201301EO40028,-0.103248,51.54589,Slight,2,1,2013-01-29,Tuesday,A,Roundabout,30.0,Roundabout,A,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,18,6pm-8pm,Rush hour,No,Yes,No,0.0,0.6931471805599453,E01002795,113.4,1074.6,749.4,12057.2,1114.4,3158.8,590.6,A1201,PA"
"201301EO40029,-0.13076500000000002,51.564227,Slight,2,1,2013-01-13,Sunday,A,Single carriageway,30.0,T or staggered junction,C,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002772,177.7,1289.0,1631.8,19620.8,1294.2,4642.4,1326.2,A1,PA"
"201301EO40030,-0.10898,51.546792,Slight,2,1,2013-01-29,Tuesday,B,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,17,4pm-6pm,Rush hour,No,Yes,No,0.0,0.6931471805599453,E01002796,133.4,2879.8,1738.8,16396.4,1091.8,4430.0,1318.8,A1,PA"
"201301EO40031,-0.103522,51.546254,Slight,2,1,2013-01-14,Monday,A,Dual carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002795,113.4,1074.6,749.4,12057.2,1114.4,3158.8,590.6,A1201,PA"
"201301EO40032,-0.08274400000000001,51.546456,Slight,2,1,2013-01-25,Friday,A,Single carriageway,30.0,T or staggered junction,C,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01001756,132.9,2672.6,831.8,9654.0,1587.0,2351.0,614.2,A104,PA"
"201301EO40033,-0.105768,51.530373,Slight,1,1,2013-01-28,Monday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Raining no high winds,Wet or damp,Urban,15,2pm-4pm,Rush hour,Yes,Yes,No,0.0,0.0,E01002727,140.2,2945.6,1198.4,5834.0,1358.4,1684.6,488.0,A401,PA"
"201301EO40034,-0.095789,51.524186,Slight,2,1,2013-01-26,Saturday,A,Single carriageway,30.0,Crossroads,C,Daylight,Fine no high winds,Wet or damp,Urban,15,2pm-4pm,Rush hour,Yes,No,No,0.0,0.6931471805599453,E01033490,141.0,1115.8,1106.2,9969.6,641.4,2387.4,548.8,A1,PA"
"201301EO40035,-0.107119,51.522122,Slight,2,1,2013-01-31,Thursday,A,Single carriageway,30.0,Crossroads,A,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,23,10pm-12am,Night,No,Yes,No,0.0,0.6931471805599453,E01002724,74.7,6046.4,1956.0,9735.4,810.0,2892.0,443.0,A5201,PA"
"201301EO40036,-0.100165,51.526416,Slight,2,1,2013-01-31,Thursday,A,Single carriageway,30.0,Crossroads,B,Darkness - lights lit,Fine no high winds,Dry,Urban,19,6pm-8pm,Evening,No,No,Yes,0.0,0.6931471805599453,E01002703,189.9,1742.6,894.2,7410.0,564.4,2622.8,752.0,A1,PA"
"201301EO40038,-0.102874,51.541028,Slight,2,1,2013-01-29,Tuesday,A,Single carriageway,30.0,T or staggered junction,C,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,19,6pm-8pm,Evening,No,Yes,No,0.0,0.6931471805599453,E01002792,177.5,2610.4,983.8,10352.0,1221.0,2383.6,573.0,A1,PA"
"201301EO40039,-0.106381,51.557271,Slight,1,1,2013-01-13,Sunday,C,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,No,No,Yes,0.0,0.0,E01033492,90.2,98.0,56.2,219.0,6.8,50.4,15.4,U,MCU"
"201301EO40041,-0.096022,51.570413,Slight,2,1,2013-01-22,Tuesday,A,Single carriageway,30.0,Crossroads,A,Daylight,Other,Wet or damp,Urban,8,8am-10am,Morning,Yes,Yes,No,0.0,0.6931471805599453,E01001714,99.1,1674.8,1238.8,13237.0,1636.8,3755.4,1104.2,A503,PA"
"201301EO40042,-0.134855,51.56654,Slight,1,1,2013-02-08,Friday,A,Single carriageway,30.0,Roundabout,A,Darkness - lights lit,Fine no high winds,Dry,Urban,22,10pm-12am,Evening,No,No,Yes,0.0,0.0,E01002770,73.5,866.2,1417.2,16808.4,1374.6,4211.2,1271.2,A1,PA"
"201301EO40043,-0.101859,51.530759,Slight,2,1,2013-01-29,Tuesday,A,Single carriageway,30.0,T or staggered junction,A,Daylight,Fine no high winds,Dry,Urban,9,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01002707,145.2,328.8,1144.8,10281.4,398.4,3165.2,691.2,A501,PA"
"201301EO40044,-0.105735,51.555462,Slight,2,1,2013-01-31,Thursday,C,Roundabout,20.0,Mini-roundabout,C,Daylight,Fine no high winds,Dry,Urban,11,10am-12pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01033492,90.2,98.0,56.2,219.0,6.8,50.4,15.4,U,MCU"
"201301EO40045,-0.111556,51.533344,Slight,2,1,2013-02-04,Monday,C,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01002697,188.5,1347.8,1553.2,18937.6,1560.0,4840.0,1160.4,A501,PA"
"201301EO40046,-0.107767,51.527348,Slight,1,1,2013-01-29,Tuesday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Wet or damp,Urban,11,10am-12pm,Office hours,Yes,No,No,0.0,0.0,E01002726,100.4,1889.6,62.4,198.8,0.8,102.0,21.8,U,MCU"
"201301EO40047,-0.100416,51.561941,Serious,2,1,2013-01-22,Tuesday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Fine no high winds,Dry,Urban,20,8pm-10pm,Evening,No,No,Yes,0.0,0.6931471805599453,E01002747,159.2,294.8,61.2,134.8,0.0,24.0,5.8,U,MCU"
"201301EO40048,-0.0873,51.520361,Slight,2,1,2013-02-04,Monday,B,Single carriageway,30.0,Crossroads,B,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002704,65.6,2322.2,1147.8,9259.2,1821.8,2340.0,189.6,A501,PA"
"201301EO40049,-0.105901,51.530645,Slight,2,1,2013-02-06,Wednesday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01002727,140.2,2945.6,1198.4,5834.0,1358.4,1684.6,488.0,A401,PA"
"201301EO40050,-0.110214,51.54834,Slight,3,1,2013-02-06,Wednesday,B,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Fine no high winds,Dry,Urban,23,10pm-12am,Night,No,No,Yes,0.0,1.0986122886681098,E01033486,155.3,2879.8,1738.8,16396.4,1091.8,4430.0,1318.8,A1,PA"
"201301EO40051,-0.10708800000000004,51.536779,Slight,2,1,2013-02-08,Friday,B,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002696,122.5,4593.2,1967.4,12206.6,3198.0,3393.0,649.8,A1,PA"
"201301EO40053,-0.087519,51.546084,Slight,2,1,2013-02-05,Tuesday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,20,8pm-10pm,Evening,No,No,Yes,0.0,0.6931471805599453,E01002716,176.1,1385.6,495.2,5901.0,1104.6,1418.6,359.4,A105,PA"
"201301EO40054,-0.128789,51.549088,Slight,1,1,2013-02-10,Sunday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,2,2am-4am,Night,No,Yes,No,0.0,0.0,E01002783,151.4,2659.6,2265.6,18518.0,1002.6,4460.6,1006.0,A503,PA"
"201301EO40055,-0.10496400000000004,51.553201,Slight,2,1,2013-02-01,Friday,C,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Fine no high winds,Dry,Urban,19,6pm-8pm,Evening,No,No,Yes,0.0,0.6931471805599453,E01033492,90.2,98.0,56.2,219.0,6.8,50.4,15.4,U,MCU"
"201301EO40056,-0.11036,51.565698,Slight,1,1,2013-02-07,Thursday,Unclassified,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,13,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.0,E01002735,151.8,84.6,41.0,899.0,97.4,147.0,37.8,U,MCU"
"201301EO40057,-0.105715,51.531631,Slight,2,1,2013-01-31,Thursday,A,Single carriageway,30.0,T or staggered junction,A,Darkness - lights lit,Fine no high winds,Dry,Urban,20,8pm-10pm,Evening,No,No,Yes,0.0,0.6931471805599453,E01002707,145.2,2945.6,1198.4,5834.0,1358.4,1684.6,488.0,A401,PA"
"201301EO40058,-0.108569,51.549753,Slight,2,1,2013-02-03,Sunday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,14,2pm-4pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002795,113.4,2879.8,1738.8,16396.4,1091.8,4430.0,1318.8,A1,PA"
"201301EO40060,-0.084329,51.543064,Slight,2,1,2013-01-13,Sunday,B,Single carriageway,30.0,Crossroads,C,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01001751,100.7,2672.6,831.8,9654.0,1587.0,2351.0,614.2,A104,PA"
"201301EO40061,-0.103974,51.53538,Slight,1,1,2013-02-01,Friday,A,Single carriageway,30.0,T or staggered junction,A,Darkness - lights lit,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,No,No,Yes,0.0,0.0,E01002803,114.9,4593.2,1967.4,12206.6,3198.0,3393.0,649.8,A1,PA"
"201301EO40062,-0.094297,51.528838,Serious,3,1,2013-02-13,Wednesday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,6,6am-8am,Morning,No,No,Yes,0.0,1.0986122886681098,E01002702,169.1,1944.6,1974.0,18239.2,1122.2,4871.6,1206.0,A501,PA"
"201301EO40063,-0.090215,51.5437,Slight,1,1,2013-02-14,Thursday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Wet or damp,Urban,12,12pm-2pm,Office hours,Yes,No,No,0.0,0.0,E01002720,230.6,3180.6,781.2,6623.0,1615.2,1667.4,370.4,A104,PA"
"201301EO40064,-0.128066,51.563195,Slight,2,1,2013-02-14,Thursday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,19,6pm-8pm,Evening,No,No,Yes,0.0,0.6931471805599453,E01002774,118.1,1718.8,1725.6,20505.8,1192.6,4119.4,918.6,A1,PA"
"201301EO40065,-0.114163,51.553979,Slight,2,1,2013-02-15,Friday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,No,No,Yes,0.0,0.6931471805599453,E01002767,171.9,2207.2,1236.2,16903.4,1122.2,4428.8,1122.8,A1,PA"
"201301EO40066,-0.105382,51.52578,Slight,2,1,2013-02-14,Thursday,B,One way street,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,9,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01002725,236.7,3080.4,1676.6,14241.2,333.2,3125.8,958.0,A201,PA"
"201301EO40068,-0.101915,51.522487,Slight,2,1,2013-02-12,Tuesday,A,Single carriageway,30.0,Crossroads,B,Darkness - lights lit,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,No,No,Yes,0.0,0.6931471805599453,E01033489,194.1,4863.6,1149.6,9810.6,984.2,3069.6,537.0,A5201,PA"
"201301EO40069,-0.129548,51.555215,Slight,2,1,2013-02-13,Wednesday,Unclassified,Single carriageway,30.0,Crossroads,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,No,No,Yes,0.0,0.6931471805599453,E01002789,140.2,700.6,563.8,10810.4,383.8,1780.6,249.6,A5200,PA"
"201301EO40071,-0.108808,51.550925,Slight,2,1,2013-02-15,Friday,C,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,12,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002739,156.3,98.0,56.2,219.0,6.8,50.4,15.4,U,MCU"
"201301EO40072,-0.097893,51.539418,Slight,2,1,2013-02-16,Saturday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,18,6pm-8pm,Rush hour,No,No,No,0.0,0.6931471805599453,E01002793,178.7,3140.6,1559.0,12058.2,2197.0,3332.2,330.2,A104,PA"
"201301EO40073,-0.091398,51.543,Slight,1,1,2013-02-11,Monday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Wet or damp,Urban,15,2pm-4pm,Rush hour,Yes,No,No,0.0,0.0,E01002720,230.6,3180.6,781.2,6623.0,1615.2,1667.4,370.4,A104,PA"
"201301EO40074,-0.132825,51.566777,Slight,1,1,2013-02-14,Thursday,C,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,6,6am-8am,Morning,No,Yes,No,0.0,0.0,E01002754,122.5,1289.0,1631.8,19620.8,1294.2,4642.4,1326.2,A1,PA"
"201301EO40077,-0.087296,51.520451,Slight,1,1,2013-02-24,Sunday,A,Single carriageway,30.0,Crossroads,B,Daylight,Fine no high winds,Dry,Urban,14,2pm-4pm,Office hours,Yes,No,Yes,0.0,0.0,E01002704,65.6,2322.2,1147.8,9259.2,1821.8,2340.0,189.6,A501,PA"
"201301EO40078,-0.109625,51.562539,Slight,2,1,2013-02-12,Tuesday,A,One way street,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,No,No,Yes,0.0,0.6931471805599453,E01002734,143.6,902.2,720.2,12188.0,982.6,3009.0,855.6,A503,PA"
"201301EO40079,-0.125204,51.541566,Serious,1,1,2013-02-09,Saturday,Unclassified,Single carriageway,30.0,T or staggered junction,A,Darkness - lights lit,Fine no high winds,Dry,Urban,5,4am-6am,Morning,No,No,Yes,0.0,0.0,E01002708,58.7,553.0,690.4,8722.8,383.8,2571.6,956.8,A5200,PA"
"201301EO40080,-0.091109,51.549919,Slight,2,1,2013-02-16,Saturday,Unclassified,One way street,30.0,Roundabout,Unclassified,Daylight,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002780,207.6,1064.2,670.2,11329.4,604.6,2977.4,886.2,A1199,PA"
"201301EO40081,-0.122514,51.536847,Slight,2,1,2013-02-26,Tuesday,A,Single carriageway,30.0,T or staggered junction,B,Darkness - lights lit,Fine no high winds,Dry,Urban,21,8pm-10pm,Evening,No,No,Yes,0.0,0.6931471805599453,E01000953,27.2,553.0,690.4,8722.8,383.8,2571.6,956.8,A5200,PA"
"201301EO40082,-0.10963,51.52414,Slight,2,1,2013-02-20,Wednesday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,21,8pm-10pm,Evening,No,No,Yes,0.0,0.6931471805599453,E01002724,74.7,3080.4,1676.6,14241.2,333.2,3125.8,958.0,A201,PA"
"201301EO40084,-0.103365,51.56387700000001,Slight,1,1,2013-02-18,Monday,A,Single carriageway,30.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,13,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.0,E01002747,159.2,1440.8,1338.8,20192.4,1999.2,4905.6,1176.4,A503,PA"
"201301EO40085,-0.108957,51.526468,Slight,2,1,2013-02-07,Thursday,A,Single carriageway,30.0,Crossroads,B,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,18,6pm-8pm,Rush hour,No,Yes,No,0.0,0.6931471805599453,E01002726,100.4,3080.4,1676.6,14241.2,333.2,3125.8,958.0,A201,PA"
"201301EO40086,-0.099269,51.52370300000001,Slight,1,1,2013-03-04,Monday,Unclassified,Single carriageway,30.0,T or staggered junction,A,Daylight,Fine no high winds,Dry,Urban,13,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.0,E01033489,194.1,1742.6,894.2,7410.0,564.4,2622.8,752.0,A1,PA"
"201301EO40087,-0.096813,51.523843,Slight,2,1,2013-02-26,Tuesday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Raining no high winds,Wet or damp,Urban,9,8am-10am,Morning,Yes,Yes,No,0.0,0.6931471805599453,E01033490,141.0,1115.8,1106.2,9969.6,641.4,2387.4,548.8,A1,PA"
"201301EO40088,-0.098258,51.547967,Slight,2,1,2013-02-18,Monday,A,Single carriageway,30.0,T or staggered junction,C,Daylight,Fine no high winds,Dry,Urban,18,6pm-8pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002738,69.9,1020.2,607.6,10538.8,936.4,2541.0,381.8,A1201,PA"
"201301EO40089,-0.109802,51.54087,Slight,1,1,2013-03-04,Monday,Unclassified,Single carriageway,20.0,Crossroads,Unclassified,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.0,E01002699,164.7,2610.4,983.8,10352.0,1221.0,2383.6,573.0,A1,PA"
"201301EO40090,-0.138431,51.556705,Slight,2,1,2013-02-22,Friday,A,Single carriageway,30.0,More than 4 arms (not roundabout),C,Daylight,Fine no high winds,Dry,Urban,9,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01000921,158.0,1773.6,639.8,11269.6,1034.2,2309.2,626.0,A400,PA"
"201301EO40092,-0.085775,51.546415,Slight,2,1,2013-03-01,Friday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Raining no high winds,Wet or damp,Urban,7,6am-8am,Morning,Yes,Yes,No,0.0,0.6931471805599453,E01002716,176.1,1385.6,495.2,5901.0,1104.6,1418.6,359.4,A105,PA"
"201301EO40093,-0.12523800000000002,51.5618,Slight,2,1,2013-02-20,Wednesday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lighting unknown,Fine no high winds,Dry,Urban,23,10pm-12am,Night,No,No,Yes,0.0,0.6931471805599453,E01002785,138.4,1718.8,1725.6,20505.8,1192.6,4119.4,918.6,A1,PA"
"201301EO40095,-0.086732,51.537348,Slight,2,1,2013-03-07,Thursday,B,Single carriageway,20.0,More than 4 arms (not roundabout),B,Daylight,Raining no high winds,Wet or damp,Urban,16,4pm-6pm,Rush hour,Yes,Yes,No,0.0,0.6931471805599453,E01002798,142.4,692.6,1824.8,14833.8,902.0,2680.6,463.0,A1200,PA"
"201301EO40097,-0.087589,51.523783,Slight,2,1,2013-03-13,Wednesday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,22,10pm-12am,Evening,No,No,No,0.0,0.6931471805599453,E01002704,65.6,2322.2,1147.8,9259.2,1821.8,2340.0,189.6,A501,PA"
"201301EO40098,-0.104489,51.564615,Slight,1,1,2013-01-09,Wednesday,A,Single carriageway,30.0,Crossroads,A,Daylight,Fine no high winds,Dry,Urban,15,2pm-4pm,Rush hour,Yes,No,Yes,0.0,0.0,E01002748,103.8,1440.8,1338.8,20192.4,1999.2,4905.6,1176.4,A503,PA"
"201301EO40100,-0.11821199999999996,51.54676,Slight,2,2,2013-02-28,Thursday,A,Single carriageway,30.0,Crossroads,C,Darkness - lights lit,Fine no high winds,Dry,Urban,3,2am-4am,Night,No,No,Yes,0.6931471805599453,0.6931471805599453,E01002713,108.8,1359.0,584.4,11917.2,1317.4,2971.0,1225.0,A5203,PA"
"201301EO40101,-0.13447,51.565365,Slight,2,2,2013-03-14,Thursday,A,Single carriageway,30.0,Crossroads,A,Darkness - lights lit,Fine no high winds,Dry,Urban,0,12am-2am,Night,No,No,Yes,0.6931471805599453,0.6931471805599453,E01002770,73.5,1260.4,736.0,9289.4,1186.6,2251.4,611.6,A400,PA"
"201301EO40102,-0.13585899999999998,51.563139,Slight,1,1,2013-03-10,Sunday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,14,2pm-4pm,Office hours,Yes,No,Yes,0.0,0.0,E01002770,73.5,1260.4,736.0,9289.4,1186.6,2251.4,611.6,A400,PA"
"201301EO40103,-0.123973,51.560971,Slight,2,1,2013-03-10,Sunday,A,Single carriageway,30.0,T or staggered junction,C,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,17,4pm-6pm,Rush hour,No,No,No,0.0,0.6931471805599453,E01002733,156.6,1718.8,1725.6,20505.8,1192.6,4119.4,918.6,A1,PA"
"201301EO40104,-0.084873,51.550717,Slight,2,1,2013-03-12,Tuesday,A,Single carriageway,30.0,Roundabout,A,Daylight,Fine no high winds,Dry,Urban,8,8am-10am,Morning,Yes,No,Yes,0.0,0.6931471805599453,E01002782,174.0,1385.6,495.2,5901.0,1104.6,1418.6,359.4,A105,PA"
"201301EO40105,-0.11875,51.558189,Slight,3,1,2013-03-10,Sunday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,1.0986122886681098,E01002731,141.3,939.0,719.2,11749.0,1188.0,2809.0,833.2,A503,PA"
"201301EO40106,-0.10795,51.522944,Slight,2,1,2013-03-13,Wednesday,A,Single carriageway,30.0,Crossroads,Unclassified,Daylight,Raining no high winds,Wet or damp,Urban,15,2pm-4pm,Rush hour,Yes,Yes,No,0.0,0.6931471805599453,E01002724,74.7,6046.4,1956.0,9735.4,810.0,2892.0,443.0,A5201,PA"
"201301EO40107,-0.105049,51.533779,Slight,1,1,2013-03-08,Friday,Unclassified,Single carriageway,20.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,13,12pm-2pm,Office hours,Yes,No,Yes,0.0,0.0,E01002803,114.9,4593.2,1967.4,12206.6,3198.0,3393.0,649.8,A1,PA"
"201301EO40108,-0.115638,51.556701,Slight,2,2,2013-03-16,Saturday,A,Single carriageway,30.0,T or staggered junction,Unclassified,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,21,8pm-10pm,Evening,No,Yes,No,0.6931471805599453,0.6931471805599453,E01033491,89.6,1441.4,1172.6,12630.4,1029.4,3216.2,763.8,A503,PA"
"201301EO40109,-0.116295,51.540794,Serious,1,1,2013-03-02,Saturday,Unclassified,Single carriageway,30.0,Crossroads,Unclassified,Darkness - lights lit,Fine no high winds,Dry,Urban,17,4pm-6pm,Rush hour,No,No,Yes,0.0,0.0,E01002714,148.3,1359.0,584.4,11917.2,1317.4,2971.0,1225.0,A5203,PA"
"201301EO40110,-0.10773599999999996,51.562868,Serious,1,1,2013-03-18,Monday,A,One way street,30.0,T or staggered junction,A,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,22,10pm-12am,Evening,No,No,No,0.0,0.0,E01002734,143.6,1440.8,1338.8,20192.4,1999.2,4905.6,1176.4,A503,PA"
"201301EO40111,-0.115429,51.547795,Slight,2,1,2013-03-13,Wednesday,C,Single carriageway,20.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Dry,Urban,10,10am-12pm,Office hours,Yes,No,Yes,0.0,0.6931471805599453,E01002713,108.8,1359.0,584.4,11917.2,1317.4,2971.0,1225.0,A5203,PA"
"201301EO40112,-0.11347,51.549831,Slight,3,1,2013-03-07,Thursday,Unclassified,One way street,20.0,Not at junction or within 20 meters,Not at junction or within 20 meters,Daylight,Fine no high winds,Wet or damp,Urban,17,4pm-6pm,Rush hour,Yes,No,No,0.0,1.0986122886681098,E01033488,119.8,1359.0,584.4,11917.2,1317.4,2971.0,1225.0,A5203,PA"
"201301EO40113,-0.087387,51.549229,Slight,2,1,2013-03-12,Tuesday,A,Single carriageway,20.0,T or staggered junction,C,Daylight,Fine no high winds,Dry,Urban,16,4pm-6pm,Rush hour,Yes,No,Yes,0.0,0.6931471805599453,E01002780,207.6,1385.6,495.2,5901.0,1104.6,1418.6,359.4,A105,PA"
"201301EO40114,-0.107931,51.56512,Slight,1,1,2013-03-15,Friday,Unclassified,Single carriageway,30.0,T or staggered junction,Unclassified,Daylight,Fine no high winds,Dry,Urban,5,4am-6am,Morning,Yes,No,Yes,0.0,0.0,E01002735,151.8,84.6,41.0,899.0,97.4,147.0,37.8,U,MCU"
"201301EO40115,-0.104118,51.535382,Slight,1,1,2013-03-17,Sunday,A,Dual carriageway,30.0,T or staggered junction,A,Darkness - lighting unknown,Fine + high winds,Wet or damp,Urban,2,2am-4am,Night,No,Yes,No,0.0,0.0,E01002794,97.7,4593.2,1967.4,12206.6,3198.0,3393.0,649.8,A1,PA"
