"grid_square,population_per_hectare,bicycle_aadf,motor_vehicle_aadf,safe"
"""51.406,-0.1045"",80.7,148.0,11872.4,0"
"""51.524,-0.146"",79.7,3076.6,75133.8,0"
"""51.588,-0.263"",67.4,148.2,28113.6,0"
"""51.4075,-0.2195"",26.3,215.4,19549.6,0"
"""51.467,-0.0765"",83.8,784.2,20822.6,0"
"""51.54,-0.0855"",180.5,3180.6,11057.2,0"
"""51.7165,-0.0275"",24.1,59.2,21552.6,0"
"""51.504,-0.1135"",59.6,4274.4,17551.0,0"
"""51.456,-0.3305"",50.0,403.2,21123.4,0"
"""51.286,0.177"",19.1,34.2,15887.4,0"
"""51.5165,-0.143"",75.5,1125.0,13558.2,0"
"""51.6155,-0.2365"",20.8,39.6,63261.59999999999,0"
"""51.2575,-0.2065"",3.9,43.4,36425.999999999985,0"
"""51.3455,-0.2365"",19.2,113.4,17771.600000000002,0"
"""51.507,-0.108"",127.9,2723.0,15287.4,0"
"""51.498,-0.4055"",23.9,131.6,59523.0,0"
"""51.466,-0.039"",106.9,152.4,4721.5999999999985,0"
"""51.5455,-0.4735"",25.8,200.4,38775.6,0"
"""51.603,-0.53"",4.8,0.0,148872.0,0"
"""51.596,-0.041"",45.7,183.6,12438.4,0"
"""51.4315,-0.257"",27.9,51.4,60645.8,0"
"""51.4345,0.0635"",51.5,34.4,36920.599999999984,0"
"""51.492,0.0825"",105.2,49.8,21356.800000000007,0"
"""51.568,0.0105"",79.9,381.0,7303.200000000002,0"
"""51.559,-0.4745"",14.6,8.0,103045.6,0"
"""51.48,-0.2475"",67.6,502.0,11652.4,0"
"""51.4595,-0.1725"",82.2,642.6,16900.399999999998,0"
"""51.5375,-0.135"",228.1,2053.0,14465.399999999998,0"
"""51.4065,-0.3625"",26.8,528.6,22417.000000000004,0"
"""51.4365,-0.535"",33.8,28.0,48334.0,0"
"""51.5995,-0.296"",62.8,74.2,28633.00000000001,0"
"""51.4495,-0.174"",112.0,559.6,23419.6,0"
"""51.432,0.191"",8.1,36.8,18091.0,0"
"""51.5165,0.014"",115.9,371.0,114183.80000000002,0"
"""51.6075,-0.1485"",100.5,89.0,21417.6,0"
"""51.491,-0.305"",62.7,482.2,41832.8,0"
"""51.5515,-0.3235"",98.4,82.4,18500.0,0"
"""51.3305,-0.1025"",69.7,7.2,1744.2,0"
"""51.5185,-0.41"",95.5,254.4,28106.8,0"
"""51.4715,-0.001"",21.0,36.8,6545.8,0"
"""51.3495,-0.5055"",18.9,95.8,11165.0,0"
"""51.4025,-0.366"",63.8,248.6,21193.6,0"
"""51.599,-0.097"",135.0,168.8,16661.8,0"
"""51.566,-0.4565"",14.6,123.8,17657.8,0"
"""51.4805,-0.0825"",177.8,2510.2,22162.800000000007,0"
"""51.521,-0.1925"",151.1,2.6,86375.8,0"
"""51.5995,-0.1765"",73.4,25.2,9402.8,0"
"""51.3745,-0.3"",50.5,5.6,374.80000000000007,0"
"""51.431,-0.165"",148.5,1129.4,21103.2,0"
"""51.5995,0.1465"",4.0,61.6,19154.0,0"
"""51.6845,-0.2135"",6.8,0.0,49495.99999999999,0"
"""51.502,-0.3825"",86.8,214.8,19488.6,0"
"""51.51,0.276"",13.1,0.0,117689.4,0"
"""51.563,-0.051"",88.5,1128.6,25302.800000000007,0"
"""51.521,-0.1065"",121.9,3707.2,18540.0,0"
"""51.5485,-0.264"",89.3,52.2,90024.20000000003,0"
"""51.409,-0.1225"",58.4,11.8,566.6,0"
"""51.576,-0.221"",33.0,33.5,102439.0,0"
"""51.531,0.144"",6.9,117.2,21271.4,0"
"""51.5685,-0.389"",48.8,43.6,2737.6,0"
"""51.493,-0.235"",90.5,760.8,13228.8,0"
"""51.543,-0.0915"",230.6,3180.6,11057.2,0"
"""51.544,-0.0115"",19.5,399.2,13925.2,0"
"""51.5195,-0.17"",65.1,1586.6,34998.8,0"
"""51.5655,0.178"",33.3,14.2,276.6,0"
"""51.478,-0.2175"",145.4,1021.8,17845.6,0"
"""51.3705,-0.2285"",61.8,221.4,18609.0,0"
"""51.582,-0.2335"",62.8,47.2,16481.399999999998,0"
"""51.6445,-0.033"",8.4,81.8,19541.6,0"
"""51.6715,-0.0335"",116.3,106.0,15981.8,0"
"""51.648,-0.131"",29.2,21.0,12716.5,0"
"""51.556,-0.215"",190.9,390.4,15669.2,0"
"""51.3995,-0.1655"",8.8,152.6,18419.800000000007,0"
"""51.486,-0.122"",84.7,2048.0,40206.2,0"
"""51.464,-0.0125"",56.3,1116.8,37007.60000000001,0"
"""51.4995,0.102"",32.3,52.6,27286.6,0"
"""51.454,-0.4275"",52.2,154.8,17385.0,0"
"""51.258,-0.203"",3.9,47.4,20363.2,0"
"""51.547,-0.051"",132.6,975.8,12728.8,0"
"""51.321,-0.451"",0.6,85.8,27316.4,0"
"""51.613,-0.037"",13.7,0.0,99921.0,0"
"""51.5965,0.0275"",79.6,1.2,67668.4,0"
"""51.501,-0.1935"",228.1,354.0,538.4,0"
"""51.4785,-0.011"",47.2,783.2,10485.0,0"
"""51.4975,0.003"",11.5,4.8,87171.8,0"
"""51.622,-0.0165"",55.4,86.8,11073.000000000002,0"
"""51.3625,-0.098"",89.2,164.4,18101.6,0"
"""51.4475,0.233"",28.2,1.3333333333333333,121808.0,0"
"""51.496,-0.026"",137.9,36.6,1076.0,0"
"""51.4495,0.1385"",34.4,1.2,102323.4,0"
"""51.55,-0.118"",147.1,1359.0,18015.0,0"
"""51.2985,-0.316"",2.3,19.2,24953.800000000007,0"
"""51.502,-0.372"",102.1,214.8,19488.6,0"
"""51.327,-0.537"",58.4,7.2,1074.6,0"
"""51.5235,-0.148"",79.7,3076.6,75133.8,0"
"""51.404,-0.441"",12.3,30.8,960.2,0"
"""51.4735,-0.0805"",126.5,2510.2,22162.800000000007,0"
"""51.559,-0.053"",101.5,1128.6,25302.800000000007,0"
"""51.564,-0.262"",56.2,264.4,42484.0,0"
"""51.438,0.2085"",101.7,43.0,9456.000000000002,0"
"""51.396,-0.069"",112.3,217.6,13940.6,0"
"""51.591,0.046"",25.3,54.6,29901.2,0"
"""51.3835,0.162"",1.9,37.8,3653.6,0"
"""51.525,-0.173"",277.6,649.2,24213.4,0"
"""51.628,0.0335"",23.0,128.0,16258.8,0"
"""51.605,-0.2015"",87.6,106.8,10440.6,0"
"""51.4,-0.355"",9.9,345.8,12555.2,0"
"""51.447,-0.0295"",47.3,549.8,37002.8,0"
"""51.4845,-0.159"",112.2,3866.0,32129.0,0"
"""51.3865,-0.158"",36.0,336.2,21662.0,0"
"""51.3355,-0.12"",47.0,115.2,21419.8,0"
"""51.328,-0.2715"",24.5,85.2,16208.4,0"
"""51.466,-0.2145"",104.3,3184.2,46073.2,0"
"""51.657,-0.0475"",98.9,120.8,21733.2,0"
"""51.475,-0.0285"",70.1,1339.4,28286.6,0"
"""51.558,-0.005"",183.3,293.75,4232.0,0"
"""51.5065,-0.2395"",204.7,133.6,1841.0,0"
"""51.652,-0.0755"",93.4,169.6,19287.4,0"
"""51.5095,-0.2205"",43.9,11.4,60352.8,0"
"""51.5235,-0.187"",196.3,676.0,12397.0,0"
"""51.548,-0.3685"",31.0,43.0,5064.2,0"
"""51.4485,-0.288"",5.6,800.8,10877.2,0"
"""51.531,-0.295"",34.0,181.2,28735.4,0"
"""51.4975,-0.21"",105.3,420.8,22550.0,0"
"""51.6295,-0.078"",59.3,162.4,16833.800000000007,0"
"""51.5215,-0.163"",139.2,2104.8,81538.79999999999,0"
"""51.5585,0.145"",92.3,259.6,24302.0,0"
"""51.5095,-0.318"",92.1,247.2,12686.6,0"
"""51.3315,0.0105"",4.1,41.0,15734.0,0"
"""51.5075,-0.376"",46.6,214.8,19488.6,0"
"""51.3845,-0.1905"",66.9,107.8,12592.0,0"
"""51.5045,0.119"",141.6,15.4,8214.400000000001,0"
"""51.506,-0.356"",155.2,160.6,26771.4,0"
"""51.7145,-0.3695"",2.3,0.0,127090.6,0"
"""51.5705,-0.0955"",74.1,1674.8,20972.2,0"
"""51.3705,0.0625"",15.4,44.8,22689.4,0"
"""51.5695,-0.1435"",10.6,866.2,25082.6,0"
"""51.392,-0.1135"",75.6,89.4,10751.4,0"
"""51.409,0.061"",31.1,5.4,20414.6,0"
"""51.3895,-0.189"",71.4,107.8,12592.0,0"
"""51.5125,-0.119"",38.2,32.0,6553.2,0"
"""51.4855,0.1025"",136.3,127.8,17445.4,0"
"""51.4455,-0.331"",89.5,922.8,14945.8,0"
"""51.718,0.143"",8.6,0.0,108809.8,0"
"""51.5025,-0.3815"",68.4,214.8,19488.6,0"
"""51.5335,-0.3975"",117.6,64.6,22725.6,0"
"""51.2815,-0.2185"",6.8,82.2,37027.4,0"
"""51.531,0.044"",164.0,295.2,16200.000000000002,0"
"""51.587,-0.226"",62.8,133.8,19941.2,0"
"""51.371,-0.0975"",75.4,4.6,32396.8,0"
"""51.4355,0.0805"",57.8,42.4,8481.000000000002,0"
"""51.494,-0.2795"",31.3,14.8,26561.6,0"
"""51.6645,-0.402"",69.8,521.2,22680.2,0"
"""51.3705,-0.097"",75.4,145.0,20855.4,0"
"""51.606,-0.1095"",59.1,378.4,17556.4,0"
"""51.522,-0.046"",126.9,660.6,16295.4,0"
"""51.495,-0.3715"",36.3,142.8,19388.0,0"
"""51.5655,-0.038"",12.4,1333.0,26286.0,0"
"""51.3275,-0.2645"",24.5,69.6,17543.8,0"
"""51.534,-0.1115"",144.5,1347.8,28051.2,0"
"""51.448,0.1485"",15.5,19.2,16914.800000000007,0"
"""51.513,-0.3195"",152.3,247.2,12686.6,0"
"""51.496,-0.3735"",62.0,142.8,19388.0,0"
"""51.4765,-0.193"",84.1,1189.8,15742.2,0"
"""51.5095,-0.136"",14.7,1839.2,12472.8,0"
"""51.491,0.0715"",49.7,270.0,35617.8,0"
"""51.4545,-0.121"",138.6,1912.4,21909.2,0"
"""51.5655,-0.2655"",84.4,264.4,42484.0,0"
"""51.608,0.0225"",44.8,124.2,32712.4,0"
"""51.52,-0.2235"",138.8,92.6,84946.40000000001,0"
"""51.4785,0.252"",3.2,29.0,7360.5999999999985,0"
"""51.6165,-0.0835"",65.9,29.2,79212.2,0"
"""51.5325,-0.3725"",76.8,43.0,5064.2,0"
"""51.3115,-0.3755"",4.7,0.0,151384.6,0"
"""51.515,-0.092"",6.3,880.6,17600.399999999998,0"
"""51.573,0.0835"",91.8,58.0,55901.6,0"
"""51.519,-0.124"",124.3,2513.0,12655.8,0"
"""51.4565,-0.144"",42.7,3015.2,29977.6,0"
"""51.5045,-0.3385"",101.0,49.6,8938.8,0"
"""51.5325,-0.141"",125.3,906.2,13330.8,0"
"""51.4095,-0.2285"",69.8,419.6,13649.4,0"
"""51.5465,-0.0805"",132.9,2672.6,15038.0,0"
"""51.528,-0.268"",19.1,151.0,79001.40000000001,0"
"""51.556,-0.0745"",184.5,460.4,12731.600000000002,0"
"""51.442,-0.1545"",107.5,105.0,900.8,0"
"""51.471,-0.352"",76.0,288.6,15580.2,0"
"""51.5175,-0.083"",6.3,1046.6,17235.199999999993,0"
"""51.6715,-0.0455"",70.7,106.0,15981.8,0"
"""51.5305,-0.05"",188.2,592.0,17250.2,0"
"""51.3965,0.1125"",46.2,78.6,10862.4,0"
"""51.34,-0.117"",47.7,18.0,17452.4,0"
"""51.63,-0.1745"",46.2,421.4,22966.4,0"
"""51.419,-0.1775"",129.4,1145.6,15039.4,0"
"""51.4455,0.011"",56.9,283.8,19723.0,0"
"""51.6255,-0.0625"",94.2,101.8,13602.0,0"
"""51.504,-0.451"",38.8,68.8,16062.0,0"
"""51.6145,-0.11"",61.0,108.8,16222.6,0"
"""51.52,-0.1555"",167.3,433.8,10998.600000000002,0"
"""51.542,-0.11"",187.4,2879.8,24975.8,0"
"""51.524,-0.0635"",88.8,1228.4,14182.2,0"
"""51.5195,-0.0435"",120.6,902.2,27064.4,0"
"""51.526,0.058"",105.4,202.2,18263.0,0"
"""51.439,-0.126"",163.2,934.0,28536.2,0"
"""51.4065,0.02"",89.3,233.0,23628.4,0"
"""51.369,-0.148"",41.3,109.8,10549.0,0"
"""51.603,0.116"",33.7,67.8,29192.8,0"
"""51.5115,-0.0105"",115.0,578.4,46272.0,0"
"""51.525,-0.0735"",323.3,1228.4,14182.2,0"
"""51.4395,-0.1145"",107.0,307.0,26028.2,0"
"""51.612,-0.1725"",92.6,32.4,2486.4,0"
"""51.388,-0.065"",81.4,253.4,23860.4,0"
"""51.4495,-0.0035"",181.0,206.8,25088.6,0"
"""51.569,-0.0285"",51.3,1333.0,26286.0,0"
"""51.447,0.185"",34.4,147.6,22640.000000000004,0"
"""51.381,-0.492"",14.5,95.0,23487.0,0"
"""51.435,-0.1965"",65.9,217.6,15243.4,0"
"""51.6535,-0.4155"",31.9,77.4,8986.599999999999,0"
"""51.6115,0.2585"",10.2,0.0,124284.6,0"
"""51.6495,-0.4045"",96.6,83.0,11326.600000000002,0"
"""51.3155,-0.3405"",4.4,67.6,12615.4,0"
"""51.5085,0.1265"",43.6,15.4,8214.400000000001,0"
"""51.597,0.164"",54.2,100.0,20106.6,0"
"""51.3995,-0.1835"",33.7,107.8,12592.0,0"
"""51.3685,-0.502"",26.2,7.4,29884.800000000007,0"
"""51.5585,-0.0745"",184.5,460.4,12731.600000000002,0"
"""51.583,0.1175"",2.9,88.0,19204.800000000007,0"
"""51.5995,-0.0575"",47.6,104.8,36007.0,0"
"""51.475,0.0245"",58.4,1.0,83587.6,0"
"""51.462,-0.376"",139.6,125.0,15702.8,0"
"""51.49,-0.123"",84.7,4175.8,20440.0,0"
"""51.4305,-0.1295"",82.0,934.0,28536.2,0"
"""51.389,-0.4855"",6.1,95.0,23487.0,0"
"""51.494,-0.147"",69.0,897.2,26791.0,0"
"""51.4155,-0.1925"",111.4,285.8,22864.4,0"
"""51.6865,-0.171"",11.2,60.8,17224.8,0"
"""51.5745,-0.362"",69.5,87.8,18293.2,0"
"""51.485,-0.153"",38.7,3111.6,27694.800000000007,0"
"""51.6615,-0.2745"",38.8,104.2,21970.6,0"
"""51.604,-0.2395"",24.3,0.0,26512.8,0"
"""51.512,-0.2335"",82.6,499.8,10320.2,0"
"""51.525,-0.0925"",148.0,6155.4,21432.2,0"
"""51.6345,-0.0725"",59.2,114.8,51340.2,0"
"""51.383,0.0915"",39.4,74.4,9335.8,0"
"""51.45,0.013"",73.2,283.8,19723.0,0"
"""51.6065,0.0855"",29.7,53.6,18179.6,0"
"""51.579,-0.0815"",208.9,517.0,18355.800000000007,0"
"""51.5115,-0.3165"",92.1,247.2,12686.6,0"
"""51.6625,-0.364"",7.1,28.6,45345.6,0"
"""51.51,-0.1875"",26.1,2580.8,28510.0,0"
"""51.461,-0.117"",108.9,195.2,7630.800000000001,0"
"""51.5125,-0.1575"",70.6,1272.8,11033.0,0"
"""51.588,-0.4365"",15.4,81.0,16654.399999999998,0"
"""51.4205,-0.421"",64.9,55.0,12015.4,0"
"""51.435,-0.1495"",79.5,105.0,900.8,0"
"""51.547,0.073"",137.7,248.4,13349.000000000002,0"
"""51.511,-0.0125"",115.0,578.4,46272.0,0"
"""51.66,-0.0465"",104.1,120.8,21733.2,0"
"""51.532,-0.2175"",164.5,856.8,18946.0,0"
"""51.517,-0.089"",6.3,2387.6,14811.000000000005,0"
"""51.5085,-0.0705"",65.1,832.6,41915.8,0"
"""51.5465,-0.2105"",91.6,368.6,14704.2,0"
"""51.533,-0.088"",110.2,692.6,20704.2,0"
"""51.573,-0.1645"",24.4,90.2,31374.8,0"
"""51.5015,-0.192"",106.9,354.0,538.4,0"
"""51.6465,-0.0485"",93.2,120.8,21733.2,0"
"""51.5665,0.1295"",93.9,15.4,13269.2,0"
"""51.695,-0.389"",28.7,114.0,30360.800000000007,0"
"""51.42,-0.0785"",102.8,465.8,17733.2,0"
"""51.716,-0.2785"",1.4,8.4,23398.8,0"
"""51.4975,-0.1395"",26.4,635.6,20917.4,0"
"""51.431,-0.479"",61.8,18.0,24781.8,0"
"""51.543,-0.1315"",148.2,1545.2,23679.4,0"
"""51.3225,-0.136"",23.0,73.2,24309.0,0"
"""51.368,-0.446"",46.0,132.0,17924.8,0"
"""51.539,-0.143"",91.8,509.4,14480.2,0"
"""51.495,-0.125"",45.3,1657.0,11670.2,0"
"""51.5845,0.136"",66.9,58.0,55901.6,0"
"""51.4195,-0.081"",104.2,465.8,17733.2,0"
"""51.517,-0.1225"",124.3,324.6,2528.2,0"
"""51.522,-0.157"",167.3,1897.8,74405.79999999999,0"
"""51.587,0.224"",56.0,52.8,44426.40000000001,0"
"""51.3995,-0.354"",9.9,345.8,12555.2,0"
"""51.488,0.0285"",34.1,459.2,16288.2,0"
"""51.5615,0.221"",46.8,16.4,924.8,0"
"""51.511,-0.075"",52.0,923.0,17804.8,0"
"""51.362,0.064"",10.9,141.8,26793.2,0"
"""51.5255,-0.0905"",65.6,1589.0,2098.600000000001,0"
"""51.532,-0.309"",22.8,235.0,30264.6,0"
"""51.6125,-0.062"",127.4,28.8,94679.6,0"
"""51.6375,0.0125"",13.1,4.0,151.0,0"
"""51.5975,-0.06"",173.8,75.0,1099.4,0"
"""51.53,0.094"",10.1,187.2,109659.0,0"
"""51.6725,0.145"",0.5,11.0,1630.8000000000004,0"
"""51.572,-0.3545"",46.9,8.4,15430.0,0"
"""51.441,-0.064"",19.8,647.4,30588.6,0"
"""51.6045,-0.2025"",54.6,106.8,10440.6,0"
"""51.5195,-0.155"",167.3,433.8,10998.600000000002,0"
"""51.5625,-0.1365"",123.8,1260.4,14075.0,0"
"""51.545,-0.3455"",29.7,121.6,26647.4,0"
"""51.453,-0.061"",70.6,647.4,30588.6,0"
"""51.481,-0.4585"",1.2,0.0,58426.4,0"
"""51.508,-0.021"",37.8,63.2,3033.6,0"
"""51.504,-0.013"",37.8,503.2,9114.6,0"
"""51.6105,-0.166"",33.9,32.4,2486.4,0"
"""51.39,-0.051"",65.6,139.6,26733.4,0"
"""51.507,-0.122"",45.3,1799.0,15752.8,0"
"""51.497,-0.112"",82.2,2847.4,13355.6,0"
"""51.5555,-0.1045"",140.5,98.0,347.7999999999999,0"
"""51.4315,-0.5395"",7.3,28.0,48334.0,0"
"""51.4145,-0.249"",36.0,22.8,10611.4,0"
"""51.4745,-0.327"",66.4,80.4,2314.600000000001,0"
"""51.4565,-0.2035"",113.7,1137.2,39881.4,0"
"""51.5535,-0.111"",89.6,2290.0,13890.399999999998,0"
"""51.4805,-0.4105"",51.5,75.2,16236.4,0"
"""51.4925,-0.2855"",36.1,410.8,42754.2,0"
"""51.57,0.064"",105.0,43.8,15123.399999999998,0"
"""51.491,-0.0885"",170.6,1471.0,11668.4,0"
"""51.4565,-0.3085"",74.2,911.2,23766.2,0"
"""51.489,0.0675"",95.7,109.8,7618.4,0"
"""51.4275,-0.0395"",57.6,335.2,29707.800000000007,0"
"""51.5465,-0.048"",132.6,975.8,12728.8,0"
"""51.701,0.115"",23.4,1.2,436.60000000000014,0"
"""51.464,0.098"",58.0,170.4,15036.8,0"
"""51.5155,-0.22"",101.8,92.6,84946.40000000001,0"
"""51.5095,-0.323"",119.5,247.2,12686.6,0"
"""51.3855,-0.5015"",38.1,123.8,12375.8,0"
"""51.5745,0.1985"",56.5,86.8,6756.6,0"
"""51.6135,-0.054"",13.7,62.4,20344.4,0"
"""51.439,0.135"",27.8,86.2,11207.2,0"
"""51.5095,-0.3555"",35.7,304.8,42387.60000000001,0"
"""51.349,-0.054"",83.9,75.4,19893.4,0"
"""51.33,-0.4795"",0.6,0.0,174688.2,0"
"""51.552,-0.005"",78.5,390.4,7688.800000000001,0"
"""51.664,-0.3875"",29.6,2.4,48380.4,0"
"""51.396,-0.187"",85.0,107.8,12592.0,0"
"""51.6505,-0.348"",7.1,14.8,1974.0,0"
"""51.334,-0.4835"",18.3,0.0,174688.2,0"
"""51.457,-0.1435"",42.7,3015.2,29977.6,0"
"""51.682,-0.2325"",0.5,5.6,16165.6,0"
"""51.433,-0.1635"",148.5,1129.4,21103.2,0"
"""51.415,-0.14"",122.6,111.8,10831.6,0"
"""51.547,-0.221"",129.1,117.2,10596.999999999998,0"
"""51.4615,-0.3625"",80.5,194.6,8399.6,0"
"""51.481,-0.456"",1.2,0.0,58426.4,0"
"""51.4915,-0.238"",90.5,200.4,118343.4,0"
"""51.565,-0.533"",4.1,45.0,11475.0,0"
"""51.451,0.239"",28.2,1.3333333333333333,121808.0,0"
"""51.51,-0.14"",22.9,1214.2,17338.4,0"
"""51.49,0.085"",105.2,180.4,27598.399999999994,0"
"""51.591,-0.3735"",37.4,34.4,9789.2,0"
"""51.566,-0.1355"",73.5,1260.4,14075.0,0"
"""51.56,-0.496"",4.3,0.0,81058.2,0"
"""51.525,0.096"",10.1,187.2,109659.0,0"
"""51.4405,-0.4165"",81.9,204.6,13143.4,0"
"""51.4815,-0.1125"",191.1,1516.8,24822.6,0"
"""51.657,-0.088"",39.6,65.0,12310.6,0"
"""51.5345,-0.036"",218.9,827.4,14632.0,0"
"""51.517,-0.0855"",6.3,1046.6,17235.199999999993,0"
"""51.5165,-0.3195"",67.6,247.2,12686.6,0"
"""51.432,-0.1785"",101.2,951.8,21429.200000000004,0"
"""51.4145,0.274"",2.9,0.0,125775.2,0"
"""51.3765,-0.1195"",20.8,264.4,27082.4,0"
"""51.4375,0.2385"",40.5,84.4,30487.6,0"
"""51.4245,0.1145"",57.4,108.0,17925.2,0"
"""51.3825,-0.116"",87.4,158.0,22773.6,0"
"""51.6115,0.2785"",1.6,64.8,16001.199999999995,0"
"""51.61,-0.1385"",56.3,14.6,79354.4,0"
"""51.494,-0.094"",108.5,2769.6,35114.0,0"
"""51.555,-0.1505"",17.7,166.2,1146.8,0"
"""51.501,0.218"",1.5,0.0,76459.8,0"
"""51.4965,-0.1255"",45.3,7622.0,23870.6,0"
"""51.5065,-0.2345"",233.0,61.2,781.6,0"
"""51.4665,-0.2155"",174.8,3184.2,46073.2,0"
"""51.4135,0.0005"",46.5,65.0,16313.799999999996,0"
"""51.527,-0.1725"",59.2,988.0,22383.0,0"
"""51.5785,0.172"",79.3,78.0,45392.00000000001,0"
"""51.452,-0.017"",136.6,89.2,18518.4,0"
"""51.556,-0.1115"",230.8,2290.0,13890.399999999998,0"
"""51.4915,-0.172"",87.8,1265.0,17799.999999999996,0"
"""51.445,-0.013"",139.7,89.2,18518.4,0"
"""51.4595,-0.1415"",42.7,3015.2,29977.6,0"
"""51.474,-0.1835"",384.9,1098.0,17575.6,0"
"""51.43,-0.354"",84.8,499.8,13485.0,0"
"""51.4945,-0.172"",170.3,559.6,36289.4,0"
"""51.478,-0.0695"",118.7,1628.4,24110.6,0"
"""51.546,-0.1565"",111.3,587.6,15860.8,0"
"""51.536,-0.09"",142.4,2304.6,15743.2,0"
"""51.3765,-0.5095"",13.5,7.4,29884.800000000007,0"
"""51.3135,-0.509"",3.5,20.8,1603.8,0"
"""51.5365,-0.3465"",29.7,98.4,125721.8,0"
"""51.469,-0.329"",58.7,300.4,22422.4,0"
"""51.2885,0.222"",11.3,0.0,48621.4,0"
"""51.6265,-0.267"",65.8,0.0,70542.0,0"
"""51.4635,0.1865"",64.7,159.0,31148.800000000007,0"
"""51.4395,-0.044"",102.5,331.6,22501.4,0"
"""51.354,-0.1685"",47.3,1.0,102.8,0"
"""51.429,-0.037"",57.6,335.2,29707.800000000007,0"
"""51.619,-0.258"",61.6,87.2,15967.000000000002,0"
"""51.5745,-0.2265"",33.0,21.5,29977.0,0"
"""51.5855,-0.064"",149.8,542.8,33502.4,0"
"""51.472,-0.0315"",92.6,369.0,11192.8,0"
"""51.5175,-0.21"",133.4,2.6,86375.8,0"
"""51.4575,-0.0825"",125.7,510.0,16647.399999999998,0"
"""51.5115,-0.0245"",153.3,202.4,25556.0,0"
"""51.3515,-0.0385"",11.3,19.4,24415.2,0"
"""51.516,0.052"",103.8,328.2,119768.0,0"
"""51.368,-0.276"",77.4,91.0,40835.60000000001,0"
"""51.494,-0.169"",74.6,559.6,36289.4,0"
"""51.4155,-0.3595"",3.8,281.8,15647.2,0"
"""51.5065,-0.26"",57.8,2726.6,16493.399999999998,0"
"""51.506,-0.1045"",60.4,3721.2,17437.2,0"
"""51.2575,-0.215"",3.9,43.4,36425.999999999985,0"
"""51.5055,-0.138"",14.7,616.4,17964.6,0"
"""51.5635,-0.1185"",145.4,939.0,17298.4,0"
"""51.61,-0.1395"",68.1,14.6,79354.4,0"
"""51.5855,-0.015"",106.2,212.0,15522.6,0"
"""51.5995,-0.176"",73.4,25.2,9402.8,0"
"""51.5125,-0.2305"",222.3,92.6,84946.40000000001,0"
"""51.533,-0.4525"",53.6,314.8,26048.6,0"
"""51.5905,0.142"",11.6,64.0,19951.4,0"
"""51.497,-0.1465"",59.2,855.0,31170.6,0"
"""51.437,0.1805"",10.1,12.4,97455.2,0"
"""51.5965,-0.0105"",135.8,132.6,18480.000000000004,0"
"""51.49,-0.2855"",117.4,1095.4,30261.2,0"
"""51.405,-0.152"",69.0,30.6,2423.2,0"
"""51.475,-0.3855"",83.0,337.6,42028.8,0"
"""51.465,-0.2555"",44.2,168.6,11790.799999999996,0"
"""51.2765,-0.3755"",3.4,61.4,15450.4,0"
"""51.507,-0.241"",173.9,133.6,1841.0,0"
"""51.501,-0.0925"",120.8,3397.6,13652.200000000004,0"
"""51.4875,-0.3715"",46.4,142.8,19388.0,0"
"""51.5235,-0.175"",233.9,649.2,24213.4,0"
"""51.525,-0.1265"",150.6,2082.2,14458.0,0"
"""51.4175,-0.138"",123.8,24.4,506.4,0"
"""51.469,-0.027"",77.8,9.8,74.60000000000002,0"
"""51.411,-0.0485"",23.8,124.2,14199.0,0"
"""51.5285,0.0435"",212.0,295.2,16200.000000000002,0"
"""51.357,-0.275"",13.4,402.8,15107.999999999998,0"
"""51.281,-0.264"",1.5,169.8,7900.4,0"
"""51.3705,-0.4235"",16.0,78.4,15532.8,0"
"""51.4195,-0.077"",102.8,465.8,17733.2,0"
"""51.4445,-0.152"",126.3,2233.2,17652.4,0"
"""51.5115,-0.0395"",119.8,23.8,72271.8,0"
"""51.5395,-0.3115"",74.7,157.0,19151.2,0"
"""51.5,-0.1145"",47.7,1702.8,16769.0,0"
"""51.4175,-0.289"",121.4,347.6,29173.2,0"
"""51.5325,0.1075"",55.3,71.4,95543.4,0"
"""51.517,0.0345"",137.9,304.8,21910.800000000007,0"
"""51.643,-0.165"",91.7,9.0,1267.0,0"
"""51.519,-0.1585"",209.6,265.6,15596.6,0"
"""51.422,-0.2085"",75.0,202.8,3018.4,0"
"""51.5095,-0.0625"",82.4,327.4,46758.2,0"
"""51.5855,-0.285"",81.4,74.2,28633.00000000001,0"
"""51.5735,-0.13"",157.5,759.6,13806.2,0"
"""51.543,-0.341"",25.0,121.6,26647.4,0"
"""51.358,-0.147"",81.8,109.6,20628.6,0"
"""51.533,-0.042"",38.7,827.4,14632.0,0"
"""51.3185,-0.151"",62.4,26.6,10120.0,0"
"""51.566,0.0085"",91.5,381.0,7303.200000000002,0"
"""51.587,-0.2995"",57.7,32.6,18139.4,0"
"""51.505,-0.1375"",14.7,616.4,17964.6,0"
"""51.4025,-0.271"",70.5,429.2,20667.2,0"
"""51.4745,-0.166"",168.9,644.8,10041.2,0"
"""51.547,-0.049"",132.6,975.8,12728.8,0"
"""51.478,-0.325"",53.6,493.8,13338.4,0"
"""51.671,-0.0255"",16.1,53.6,21763.0,0"
"""51.4835,-0.3275"",5.0,493.8,13338.4,0"
"""51.425,0.101"",59.9,35.2,18315.2,0"
"""51.481,-0.019"",163.6,501.8,17399.399999999998,0"
"""51.391,-0.113"",75.6,89.4,10751.4,0"
"""51.5455,0.053"",201.8,232.8,16866.4,0"
"""51.6365,-0.0815"",62.6,162.4,16833.800000000007,0"
